Fight_ID,R_fighter,B_fighter,Winner,title_bout,B_current_streak,B_avg_SIG_STR_landed,B_avg_opp_SIG_STR_landed,B_total_time_fought(seconds),B_Stance,B_Height_cms,B_Reach_cms,R_streak,R_avg_SIG_STR_landed,R_avg_opp_SIG_STR_landed,R_total_time_fought(seconds),R_Stance,R_Height_cms,R_Reach_cms,B_age,R_age,R_Record,B_Record,B_Takedown_Diff,R_Takedown_Diff
2836,Yao Zhikui,Royston Wee,Blue,FALSE,1,8,25,900,Orthodox,170.18,170.18,0,,,,Orthodox,165.1,162.56,27,23,,,,
2835,Elizabeth Phillips,Milana Dudieva,Blue,FALSE,0,,,,Orthodox,160.02,154.94,-1,67,104,900,Orthodox,167.64,165.1,25,28,,,,
2834,Ryan Bader,Ovince Saint Preux,Red,FALSE,4,17,13.5,319.75,Southpaw,190.5,203.2,2,26.85714286,12.71428571,545.5714286,Orthodox,187.96,187.96,31,31,,,,
2833,Gray Maynard,Ross Pearson,Blue,FALSE,-2,46.16666667,34.16666667,685.3333333,Orthodox,172.72,175.26,-2,27.57142857,32.92857143,790.5,Orthodox,175.26,177.8,29,35,,,,
2832,Tim Boetsch,Brad Tavares,Red,FALSE,-1,43,36.22222222,828.8888889,Orthodox,185.42,187.96,-1,29.85714286,28.85714286,649.1428571,Orthodox,182.88,187.96,26,33,,,,
2831,Seth Baczynski,Alan Jouban,Blue,FALSE,0,,,,Southpaw,182.88,185.42,-1,31.66666667,32,640.3333333,Orthodox,190.5,187.96,32,32,,,,
2830,Shawn Jordan,Jack May,Red,FALSE,-1,5,22,263,Switch,203.2,200.66,-2,24.66666667,21,402,Southpaw,182.88,190.5,33,29,,,,
2829,Thiago Tavares,Robert Peralta,Red,FALSE,2,46.33333333,35.5,674.8333333,Orthodox,172.72,180.34,1,19.14285714,23.64285714,610.3571429,Orthodox,170.18,172.72,28,29,,,,
2828,Jussier Formiga,Zach Makovsky,Red,FALSE,2,30,25,900,Southpaw,162.56,162.56,1,8.5,21.25,462.25,Orthodox,165.1,170.18,31,29,,,,
2827,Sara McMann,Lauren Murphy,Red,FALSE,0,,,,Orthodox,170.18,170.18,-1,10.5,10.5,156,Orthodox,167.64,167.64,31,33,,,,
2826,Tom Watson,Sam Alvey,Red,FALSE,0,,,,Southpaw,187.96,190.5,-2,51,51,820.5,Orthodox,185.42,185.42,28,32,,,,
2825,Nolan Ticman,Frankie Saenz,Blue,FALSE,0,,,,Orthodox,167.64,167.64,0,,,,Orthodox,167.64,175.26,34,26,,,,
2824,Robbie Lawler,Matt Brown,Red,FALSE,7,34.94117647,19.58823529,507.7058824,Orthodox,182.88,190.5,1,38.33333333,32.75,578.6666667,Southpaw,180.34,187.96,33,32,,,,
2823,Anthony Johnson,Rogerio Nogueira,Red,FALSE,2,27.83333333,22.66666667,651.8333333,Southpaw,187.96,190.5,1,21.5,11.41666667,429.75,Orthodox,187.96,198.12,38,30,,,,
2822,Clay Guida,Dennis Bermudez,Blue,FALSE,6,53.42857143,38,707.2857143,Orthodox,167.64,167.64,1,28.47368421,30.15789474,781.8421053,Orthodox,170.18,177.8,27,32,,,,
2821,Josh Thomson,Bobby Green,Blue,FALSE,3,51.33333333,29,665,Orthodox,177.8,180.34,-1,23.8,21,672.2,Orthodox,177.8,180.34,27,35,,,,
2820,Daron Cruickshank,Jorge Masvidal,Blue,FALSE,1,45.25,32.75,824.75,Orthodox,180.34,187.96,2,34.57142857,29,634.7142857,Switch,172.72,182.88,29,29,,,,
2819,Kyle Kingsbury,Patrick Cummins,Blue,FALSE,1,20,10.5,263.5,Orthodox,187.96,193.04,-3,35.25,39.5,654.25,Orthodox,193.04,193.04,33,32,,,,
2818,Hernani Perpetuo,Tim Means,Blue,FALSE,-3,44,27.4,733.2,Orthodox,187.96,190.5,-1,21,46,900,Orthodox,182.88,187.96,30,29,,,,
2817,Mike de la Torre,Brian Ortega,Draw,FALSE,0,,,,Switch,172.72,175.26,-1,57,70,900,Orthodox,180.34,180.34,23,27,,,,
2816,Akbarh Arreola,Tiago Trator,Blue,FALSE,0,,,,Orthodox,175.26,177.8,0,,,,Southpaw,177.8,180.34,27,31,,,,
2815,Andreas Stahl,Gilbert Burns,Blue,FALSE,0,,,,Orthodox,177.8,180.34,0,,,,Orthodox,180.34,185.42,28,26,,,,
2814,Juliana Lima,Joanna Jedrzejczyk,Blue,FALSE,0,,,,Orthodox,167.64,165.1,0,,,,Orthodox,165.1,165.1,26,32,,,,
2813,Steven Siler,Noad Lahat,Blue,FALSE,-1,11,5,159,Orthodox,175.26,175.26,-2,33.75,31.875,599.25,Orthodox,180.34,177.8,30,27,,,,
2812,Conor McGregor,Diego Brandao,Red,FALSE,-1,23.66666667,34.83333333,582,Orthodox,170.18,172.72,2,37,17.5,483.5,Southpaw,175.26,187.96,27,26,,,,
2811,Gunnar Nelson,Zak Cummings,Red,FALSE,2,16.5,14.5,579.5,Southpaw,182.88,190.5,3,22.33333333,16.66666667,463.3333333,Switch,180.34,182.88,29,25,,,,
2810,Brad Pickett,Ian McCall,Blue,FALSE,1,62.5,66.25,900,Orthodox,165.1,162.56,1,37.28571429,49.28571429,605.2857143,Orthodox,167.64,172.72,30,35,,,,
2809,Norman Parke,Naoyuki Kotani,Red,FALSE,-2,10.5,24.5,662,Southpaw,172.72,167.64,-1,57,48,900,,180.34,177.8,32,27,,,,
2808,Ilir Latifi,Chris Dempsey,Red,FALSE,0,,,,Orthodox,177.8,182.88,1,9,40,541,Orthodox,177.8,185.42,26,30,,,,
2807,Neil Seery,Phil Harris,Red,FALSE,-2,15,18.75,415.5,Orthodox,162.56,162.56,-1,47,49,900,Orthodox,162.56,162.56,30,34,,,,
2806,Cathal Pendred,Mike King,Red,FALSE,0,,,,,190.5,190.5,0,,,,Orthodox,185.42,190.5,30,26,,,,
2805,Tor Troeng,Trevor Smith,Blue,FALSE,-1,49,36,615,Orthodox,190.5,190.5,-1,7.5,20.5,545.5,Orthodox,187.96,195.58,33,31,,,,
2804,Cody Donovan,Nikita Krylov,Blue,FALSE,-1,19,10.33333333,269.3333333,Orthodox,190.5,195.58,-2,26.66666667,18.66666667,261.3333333,Orthodox,190.5,187.96,22,33,,,,
2803,Paddy Holohan,Joshua Sampo,Red,FALSE,-1,23.5,26,735.5,Orthodox,162.56,162.56,0,,,,Orthodox,177.8,175.26,29,26,,,,
2802,Donald Cerrone,Jim Miller,Red,FALSE,2,26,23.41176471,614.5294118,Southpaw,172.72,180.34,3,40.76923077,42.15384615,506.6153846,Orthodox,185.42,185.42,30,31,,,,
2801,Edson Barboza,Evan Dunham,Red,FALSE,-2,58.41666667,43,704.9166667,Southpaw,177.8,177.8,-1,38.66666667,31.88888889,556.4444444,Orthodox,180.34,190.5,32,28,,,,
2800,Rick Story,Leonardo Mafra,Red,FALSE,-1,33,68,641,Orthodox,177.8,177.8,-1,42.26666667,24.93333333,731.9333333,Southpaw,175.26,180.34,25,29,,,,
2799,Justin Salas,Joe Proctor,Blue,FALSE,1,32.66666667,29.33333333,639.6666667,Orthodox,177.8,182.88,1,26.6,20.2,437,Southpaw,172.72,177.8,28,32,,,,
2798,John Lineker,Alptekin Ozkilic,Red,FALSE,-1,43.5,62.5,900,Orthodox,165.1,165.1,-1,48.16666667,36,549.1666667,Orthodox,160.02,170.18,28,24,,,,
2797,Lucas Martins,Alex White,Red,FALSE,1,20,10,88,Southpaw,182.88,180.34,2,20.33333333,27.33333333,280.3333333,Southpaw,182.88,182.88,25,25,,,,
2796,Gleison Tibau,Pat Healy,Red,FALSE,-5,40.2,48.2,739.8,Orthodox,182.88,187.96,-1,21.61904762,25.47619048,696.0952381,Southpaw,177.8,180.34,30,30,,,,
2795,Jessamyn Duke,Leslie Smith,Blue,FALSE,-1,79,202,900,Orthodox,175.26,167.64,-1,88.5,62.5,900,,180.34,185.42,31,28,,,,
2794,Hugo Viana,Aljamain Sterling,Blue,FALSE,1,46,18,900,Orthodox,170.18,180.34,1,44.25,30.25,576.75,Orthodox,167.64,170.18,24,31,,,,
2793,Yosdenis Cedeno,Jerrod Sanders,Red,FALSE,0,,,,Orthodox,172.72,182.88,-1,26,28,900,Orthodox,172.72,175.26,34,29,,,,
2792,Claudia Gadelha,Tina Lahdemaki,Red,FALSE,0,,,,Orthodox,157.48,157.48,0,,,,Orthodox,162.56,160.02,26,25,,,,
2791,Frankie Edgar,BJ Penn,Red,FALSE,-3,39,41.13636364,828.6818182,Orthodox,175.26,177.8,1,60.53333333,40.4,1084.6,Orthodox,167.64,172.72,35,32,,,,
2790,Corey Anderson,Matt Van Buren,Red,TRUE,0,,,,,195.58,193.04,0,,,,Orthodox,190.5,200.66,28,24,,,,
2789,Dhiego Lima,Eddie Gordon,Blue,TRUE,0,,,,Orthodox,182.88,193.04,0,,,,Orthodox,187.96,187.96,30,25,,,,
2788,Derrick Lewis,Guto Inocente,Red,FALSE,0,,,,Orthodox,190.5,195.58,1,22,5,263,Orthodox,190.5,200.66,28,29,,,,
2787,Justin Scoggins,Dustin Ortiz,Blue,FALSE,1,45.33333333,32.66666667,866.3333333,Orthodox,165.1,165.1,2,44,3,591.5,Southpaw,170.18,167.64,25,22,,,,
2786,Jesse Ronson,Kevin Lee,Blue,FALSE,-1,39,49,900,Orthodox,175.26,195.58,-2,45.5,37,900,Southpaw,177.8,182.88,21,28,,,,
2785,Jumabieke Tuerxun,Leandro Issa,Blue,FALSE,-1,17,43,599,Orthodox,170.18,175.26,-1,12,49,900,Orthodox,170.18,170.18,30,28,,,,
2784,Adriano Martins,Juan Puig,Red,FALSE,0,,,,Orthodox,175.26,182.88,-1,14.5,12,374.5,Southpaw,177.8,182.88,25,31,,,,
2783,Patrick Walsh,Daniel Spohn,Red,FALSE,0,,,,Southpaw,193.04,200.66,0,,,,,180.34,180.34,29,25,,,,
2782,Sarah Moras,Alexis Dufresne,Red,FALSE,0,,,,Orthodox,175.26,172.72,0,,,,,170.18,170.18,23,26,,,,
2781,Robert Drysdale,Keith Berish,Draw,FALSE,0,,,,Orthodox,182.88,185.42,0,,,,Orthodox,190.5,198.12,28,32,,,,
2780,Chris Weidman,Lyoto Machida,Red,TRUE,2,30.94117647,16.94117647,730.8235294,Southpaw,185.42,187.96,7,25.28571429,15.28571429,481.7142857,Orthodox,187.96,198.12,36,30,,,,
2779,Ronda Rousey,Alexis Davis,Red,TRUE,3,49,41.33333333,900,Orthodox,167.64,172.72,3,20.33333333,13.66666667,337.6666667,Orthodox,170.18,172.72,29,27,,,,
2778,Uriah Hall,Thiago Santos,Red,FALSE,1,3.5,1.5,50,Orthodox,187.96,193.04,1,35,25,700,Orthodox,182.88,200.66,30,29,,,,
2777,Marcus Brimage,Russell Doane,Blue,FALSE,1,43,17,599,Orthodox,170.18,177.8,-1,58.75,49.75,691.75,Southpaw,162.56,180.34,27,29,,,,
2776,Urijah Faber,Alex Caceres,Red,FALSE,2,48.22222222,24.11111111,717.3333333,Southpaw,177.8,185.42,-1,44,34.33333333,809,Orthodox,167.64,170.18,26,35,,,,
2775,Kenny Robertson,Ildemar Alcantara,Red,FALSE,1,31.25,32.75,789.75,Orthodox,187.96,198.12,1,24.8,20.8,482.2,Orthodox,177.8,187.96,31,30,,,,
2774,Chris Camozzi,Bruno Santos,Blue,FALSE,-1,12,17,900,Orthodox,175.26,175.26,-2,46.9,37.4,709.1,Orthodox,187.96,193.04,26,27,,,,
2773,George Roop,Rob Font,Blue,FALSE,0,,,,Orthodox,172.72,180.34,1,37.63636364,22.63636364,644.1818182,Orthodox,185.42,182.88,27,32,,,,
2772,Luke Zachrich,Guilherme Vasconcelos,Red,FALSE,0,,,,Orthodox,182.88,187.96,-1,3,16,44,Orthodox,187.96,187.96,28,32,,,,
2771,Kevin Casey,Bubba Bush,Draw,FALSE,0,,,,Orthodox,182.88,185.42,-1,14,36,437,Southpaw,180.34,195.58,28,33,,,,
2770,Cub Swanson,Jeremy Stephens,Red,FALSE,3,30.83333333,26.27777778,687.8333333,Orthodox,172.72,180.34,5,35.83333333,28.66666667,539.3333333,Orthodox,172.72,177.8,28,30,,,,
2769,Kelvin Gastelum,Nico Musoke,Red,FALSE,2,28.5,22,543.5,Orthodox,182.88,190.5,3,34.66666667,32,648.6666667,Southpaw,175.26,180.34,28,22,,,,
2768,Cezar Ferreira,Andrew Craig,Red,FALSE,-1,33.8,36.6,744.8,Orthodox,185.42,193.04,-1,15.75,17.75,471.5,Southpaw,185.42,198.12,28,29,,,,
2767,Ricardo Lamas,Hacran Dias,Red,FALSE,-1,29.5,30.5,900,Orthodox,172.72,175.26,-1,26.8,23.2,713.8,Orthodox,172.72,180.34,30,32,,,,
2766,Clint Hester,Antonio Braga Neto,Red,FALSE,1,6,5,112,Orthodox,190.5,195.58,3,55,34.33333333,777.6666667,Orthodox,187.96,195.58,26,27,,,,
2765,Joe Ellenberger,James Moontasri,Red,FALSE,0,,,,Switch,177.8,180.34,0,,,,Orthodox,175.26,182.88,26,29,,,,
2764,Colton Smith,Diego Ferreira,Blue,FALSE,0,,,,Orthodox,175.26,187.96,-2,17.33333333,23,647.3333333,Orthodox,182.88,180.34,29,26,,,,
2763,Johnny Bedford,Cody Gibson,Blue,FALSE,-1,18,46,900,Orthodox,177.8,180.34,-2,42.5,14,500.25,Orthodox,177.8,180.34,26,31,,,,
2762,Marcelo Guimaraes,Andy Enz,Red,FALSE,-1,69,72,900,Orthodox,190.5,198.12,-1,55,55.5,720,Orthodox,182.88,185.42,22,31,,,,
2761,Ray Borg,Shane Howell,Red,FALSE,0,,,,Orthodox,172.72,175.26,-1,12,46,900,Orthodox,162.56,160.02,30,20,,,,
2760,Aleksei Oleinik,Anthony Hamilton,Red,FALSE,0,,,,Orthodox,195.58,193.04,0,,,,Orthodox,187.96,203.2,34,37,,,,
2759,James Te Huna,Nate Marquardt,Blue,FALSE,-2,25.125,13.375,546.875,Orthodox,182.88,187.96,-2,29.375,19.625,408.625,Orthodox,187.96,190.5,35,32,,,,
2758,Soa Palelei,Jared Rosholt,Blue,FALSE,2,33.5,14,900,Orthodox,187.96,190.5,3,16.75,24.5,441.75,Orthodox,193.04,205.74,27,36,,,,
2757,Hatsu Hioki,Charles Oliveira,Blue,FALSE,1,19.9,19.8,387.9,Orthodox,177.8,187.96,1,34.83333333,33,900,Orthodox,180.34,177.8,24,30,,,,
2756,Robert Whittaker,Mike Rhodes,Red,FALSE,-1,51,61,900,Orthodox,185.42,187.96,-2,50.75,53.5,666,Orthodox,182.88,185.42,24,23,,,,
2755,Jake Matthews,Dashon Johnson,Red,FALSE,0,,,,Orthodox,170.18,177.8,0,,,,Orthodox,180.34,185.42,26,19,,,,
2754,Richie Vaculik,Roldan Sangcha-an,Red,FALSE,0,,,,Orthodox,162.56,165.1,-1,2,27,283,Orthodox,167.64,175.26,23,31,,,,
2753,Chris Indich,Vik Grujic,Blue,FALSE,-1,4,48,900,Orthodox,180.34,185.42,-1,12,71,900,,177.8,185.42,37,27,,,,
2752,Neil Magny,Rodrigo de Lima,Red,FALSE,0,,,,Orthodox,170.18,190.5,2,40.6,24.4,758.6,Orthodox,190.5,203.2,23,26,,,,
2751,Dan Hooker,Ian Entwistle,Red,FALSE,0,,,,Orthodox,165.1,162.56,0,,,,Switch,182.88,190.5,27,24,,,,
2750,Gian Villante,Sean O'Connell,Red,FALSE,-1,15,20,267,Orthodox,185.42,187.96,-1,34.66666667,76.66666667,638.3333333,Orthodox,190.5,193.04,30,28,,,,
2749,Demetrious Johnson,Ali Bagautinov,Red,TRUE,3,43.33333333,34,869.3333333,Orthodox,162.56,165.1,5,61.88888889,37.88888889,1072.333333,Orthodox,160.02,167.64,29,27,,,,
2748,Rory MacDonald,Tyron Woodley,Red,FALSE,2,27.75,25,408.5,Orthodox,175.26,187.96,1,47.11111111,27.88888889,703.7777778,Orthodox,182.88,193.04,32,24,,,,
2747,Ryan Bader,Rafael Feijao,Red,FALSE,1,20,23,173.5,Orthodox,185.42,185.42,1,24.84615385,12.92307692,518.3076923,Orthodox,187.96,187.96,34,31,,,,
2746,Andrei Arlovski,Brendan Schaub,Red,FALSE,2,21.33333333,15,385.3333333,Orthodox,193.04,198.12,3,20.78571429,15.14285714,403,Orthodox,190.5,195.58,31,35,,,,
2745,Ovince Saint Preux,Ryan Jimmo,Red,FALSE,1,31.4,24.8,531,Orthodox,185.42,185.42,3,18,13,283,Southpaw,190.5,203.2,32,31,,,,
2744,Daniel Sarafian,Kiichi Kunimoto,Blue,FALSE,1,12,10,177,Orthodox,177.8,180.34,-1,22.33333333,27,646.6666667,Orthodox,175.26,185.42,33,31,,,,
2743,Valerie Letourneau,Elizabeth Phillips,Red,FALSE,0,,,,Orthodox,167.64,165.1,0,,,,Orthodox,170.18,172.72,27,31,,,,
2742,Yves Jabouin,Mike Easton,Red,FALSE,-3,51.5,61.16666667,848.6666667,Southpaw,167.64,177.8,-1,30.71428571,29.57142857,663.8571429,Orthodox,170.18,172.72,30,35,,,,
2741,Kajan Johnson,Tae Hyun Bang,Blue,FALSE,-1,26,33,900,Switch,175.26,180.34,0,,,,Orthodox,180.34,190.5,31,30,,,,
2740,Roland Delorme,Michinori Tanaka,Blue,FALSE,0,,,,Orthodox,165.1,170.18,-1,29.4,51.6,596,Orthodox,175.26,180.34,23,30,,,,
2739,Jason Saggo,Josh Shockley,Red,FALSE,0,,,,Orthodox,185.42,187.96,0,,,,Orthodox,180.34,180.34,24,28,,,,
2738,Benson Henderson,Rustam Khabilov,Red,FALSE,3,16,14,395.6666667,Orthodox,172.72,185.42,1,62.33333333,30.11111111,1164.555556,Southpaw,175.26,177.8,27,30,,,,
2737,Diego Sanchez,Ross Pearson,Red,FALSE,-1,45.72727273,34.27272727,665.8181818,Orthodox,172.72,175.26,-2,36,38.95,788.85,Southpaw,177.8,182.88,29,32,,,,
2736,John Dodson,John Moraga,Red,FALSE,1,33.75,39.25,805,Orthodox,167.64,167.64,1,41,45.4,668.4,Orthodox,160.02,167.64,30,29,,,,
2735,Rafael Dos Anjos,Jason High,Red,FALSE,2,4.5,10.25,493,Southpaw,172.72,180.34,-1,30.92857143,30,727.0714286,Southpaw,172.72,177.8,32,29,,,,
2734,Yves Edwards,Piotr Hallmann,Blue,FALSE,-1,54,53.5,715,Orthodox,175.26,180.34,-3,27.84210526,21.89473684,599.7368421,Southpaw,175.26,185.42,26,37,,,,
2733,Erik Perez,Bryan Caraway,Blue,FALSE,1,28.5,40.5,750.25,Orthodox,172.72,172.72,1,30.8,14.6,461,Orthodox,172.72,172.72,29,24,,,,
2732,Yaotzin Meza,Sergio Pettis,Blue,FALSE,-1,65,47,889.5,Orthodox,167.64,175.26,-1,6,8.666666667,494.6666667,Orthodox,175.26,187.96,20,33,,,,
2731,Bobby Voelker,Lance Benoist,Blue,FALSE,-2,55,41.66666667,900,Southpaw,180.34,185.42,-3,51.33333333,77.66666667,708,Orthodox,182.88,190.5,25,35,,,,
2730,Scott Jorgensen,Danny Martinez,Red,FALSE,-1,33,73,900,Orthodox,167.64,170.18,-3,37.5,44.625,634.125,Orthodox,165.1,167.64,28,31,,,,
2729,Jon Tuck,Jake Lindsey,Red,FALSE,0,,,,Switch,180.34,180.34,-1,51.5,60.5,900,Orthodox,180.34,185.42,27,29,,,,
2728,Patrick Cummins,Roger Narvaez,Red,FALSE,0,,,,Southpaw,190.5,200.66,-1,8,18,79,Orthodox,187.96,193.04,30,33,,,,
2727,Stipe Miocic,Fabio Maldonado,Red,FALSE,3,84.85714286,54.85714286,821.1428571,Orthodox,185.42,190.5,2,54.16666667,33.33333333,627.8333333,Orthodox,193.04,203.2,34,31,,,,
2726,Vitor Miranda,Antonio Carlos Junior,Blue,TRUE,0,,,,Orthodox,187.96,200.66,0,,,,Orthodox,185.42,195.58,24,35,,,,
2725,Marcio Alexandre Junior,Warlley Alves,Blue,TRUE,0,,,,Orthodox,180.34,182.88,0,,,,Southpaw,182.88,190.5,23,25,,,,
2724,Demian Maia,Alexander Yakovlev,Red,FALSE,0,,,,Southpaw,190.5,187.96,-2,20.44444444,21.83333333,671.0555556,Southpaw,185.42,182.88,29,36,,,,
2723,Rony Jason,Robert Peralta,Blue,FALSE,1,45.4,36.6,629.8,Orthodox,172.72,180.34,1,18.6,17.8,331.4,Orthodox,170.18,177.8,28,30,,,,
2722,Rodrigo Damm,Rashid Magomedov,Blue,FALSE,1,46,18,900,Orthodox,175.26,177.8,2,51.25,55.25,708,Orthodox,170.18,180.34,29,34,,,,
2721,Elias Silverio,Ernest Chavez,Red,FALSE,1,28,26,900,Orthodox,172.72,177.8,2,65,16,900,Orthodox,180.34,185.42,30,27,,,,
2720,Paulo Thiago,Gasan Umalatov,Blue,FALSE,-1,34,71,900,Orthodox,180.34,180.34,-1,16,18.90909091,645,Orthodox,180.34,185.42,31,33,,,,
2719,Kevin Souza,Mark Eddiva,Red,FALSE,1,49,12,900,Orthodox,172.72,172.72,1,52,35,900,Orthodox,182.88,187.96,28,29,,,,
2718,Ricardo Abreu,Wagner Silva,Red,FALSE,0,,,,Orthodox,182.88,180.34,0,,,,Orthodox,180.34,185.42,27,30,,,,
2717,Marcos Rogerio de Lima,Richardson Moreira,Red,FALSE,0,,,,Orthodox,187.96,182.88,0,,,,Orthodox,185.42,190.5,30,28,,,,
2716,Pedro Munhoz,Matt Hobar,Red,FALSE,0,,,,Southpaw,177.8,177.8,-1,33,100,900,Orthodox,167.64,165.1,27,27,,,,
2715,Mark Munoz,Gegard Mousasi,Blue,FALSE,-1,58,23,1200,Orthodox,187.96,193.04,-1,29.66666667,20.5,549.5,Orthodox,182.88,182.88,28,36,,,,
2714,Francis Carmont,CB Dollaway,Blue,FALSE,1,19.92307692,15.53846154,453.8461538,Orthodox,187.96,193.04,-1,25.28571429,15.85714286,757.2857143,Orthodox,190.5,198.12,30,32,,,,
2713,Luke Barnatt,Sean Strickland,Blue,FALSE,1,20,4,273,Orthodox,185.42,193.04,3,65.66666667,48.66666667,532,Orthodox,198.12,195.58,23,26,,,,
2712,Tom Niinimaki,Niklas Backstrom,Blue,FALSE,0,,,,Orthodox,185.42,187.96,1,17,15,900,Orthodox,175.26,175.26,24,31,,,,
2711,Nick Hein,Drew Dober,Red,FALSE,-1,61,105,900,Southpaw,172.72,177.8,0,,,,Southpaw,167.64,167.64,25,30,,,,
2710,Magnus Cedenblad,Krzysztof Jotko,Red,FALSE,1,17,12,900,Southpaw,185.42,195.58,1,7.5,15.5,229.5,Orthodox,195.58,200.66,24,32,,,,
2709,Vaughan Lee,Iuri Alcantara,Blue,FALSE,1,27.14285714,22.14285714,683.1428571,Southpaw,175.26,180.34,1,37.83333333,20.16666667,588.8333333,Orthodox,167.64,167.64,33,31,,,,
2708,Peter Sobotta,Pawel Pawlak,Red,FALSE,0,,,,Orthodox,182.88,185.42,-3,22.33333333,58,900,Southpaw,182.88,190.5,25,27,,,,
2707,Andy Ogle,Maximo Blanco,Blue,FALSE,-2,29.75,22.5,681.25,Orthodox,172.72,180.34,-2,29.75,24,865,Orthodox,172.72,175.26,30,25,,,,
2706,Viktor Pesta,Ruslan Magomedov,Blue,FALSE,0,,,,Orthodox,190.5,198.12,0,,,,Orthodox,190.5,195.58,27,23,,,,
2705,Renan Barao,TJ Dillashaw,Blue,TRUE,1,41,18,507.8571429,Orthodox,167.64,170.18,7,50.42857143,31,749,Orthodox,167.64,177.8,28,27,,,,
2704,Daniel Cormier,Dan Henderson,Red,FALSE,1,33.91666667,40.58333333,855,Orthodox,180.34,187.96,3,50.33333333,16.33333333,626.3333333,Orthodox,180.34,182.88,43,35,,,,
2703,Robbie Lawler,Jake Ellenberger,Red,FALSE,-1,23.81818182,18.81818182,578,Orthodox,175.26,180.34,-1,35.63636364,33.09090909,559.8181818,Southpaw,180.34,187.96,29,32,,,,
2702,Takeya Mizugaki,Francisco Rivera,Red,FALSE,2,44,29.2,575.2,Orthodox,172.72,172.72,4,59.5,43.75,858.75,Orthodox,170.18,172.72,32,30,,,,
2701,Jamie Varner,James Krause,Blue,FALSE,-1,59,46.5,558.5,Orthodox,187.96,185.42,-2,33.14285714,25.42857143,589.1428571,Orthodox,172.72,182.88,27,29,,,,
2700,Michael Chiesa,Francisco Trinaldo,Red,FALSE,1,26.66666667,23.66666667,531.5,Southpaw,175.26,177.8,1,11.25,13.5,404,Southpaw,185.42,190.5,35,26,,,,
2699,Tony Ferguson,Katsunori Kikuno,Red,FALSE,1,23,16,900,Orthodox,172.72,167.64,1,32.6,27.8,489.2,Orthodox,180.34,193.04,32,30,,,,
2698,Chris Holdsworth,Chico Camus,Red,FALSE,-1,23.75,17,852.5,Orthodox,167.64,167.64,1,15,18,430,,180.34,180.34,29,26,,,,
2697,Al Iaquinta,Mitch Clarke,Blue,FALSE,1,21.33333333,33,792,Orthodox,177.8,185.42,3,55.5,39.75,716.75,Orthodox,177.8,177.8,28,27,,,,
2696,Anthony Njokuani,Vinc Pichel,Blue,FALSE,1,22,28.5,517.5,Orthodox,177.8,182.88,1,60.5,35.16666667,828.6666667,Orthodox,185.42,190.5,31,34,,,,
2695,Sam Sicilia,Aaron Phillips,Red,FALSE,0,,,,Southpaw,175.26,177.8,-1,24.6,35.6,489,Orthodox,172.72,170.18,24,28,,,,
2694,David Michaud,Li Jingliang,Blue,FALSE,0,,,,Orthodox,182.88,180.34,0,,,,Orthodox,175.26,182.88,26,25,,,,
2693,Matt Brown,Erick Silva,Red,FALSE,1,12.42857143,14.28571429,263.7142857,Orthodox,182.88,187.96,6,29.75,19.25,493.75,Orthodox,182.88,190.5,29,33,,,,
2692,Costas Philippou,Lorenz Larkin,Red,FALSE,-1,39,40.33333333,900,Orthodox,180.34,182.88,-2,27.5,29.125,696.625,Orthodox,180.34,185.42,27,34,,,,
2691,Erik Koch,Daron Cruickshank,Blue,FALSE,1,36.33333333,32.83333333,707,Switch,172.72,182.88,1,21.8,23.8,497.6,Southpaw,177.8,180.34,28,25,,,,
2690,Neil Magny,Tim Means,Red,FALSE,-2,47.5,27,691.5,Orthodox,187.96,190.5,1,43.5,23,723.25,Orthodox,190.5,203.2,30,26,,,,
2689,Soa Palelei,Ruan Potts,Red,FALSE,0,,,,Orthodox,187.96,190.5,2,20.66666667,32.66666667,542.3333333,Orthodox,193.04,205.74,36,36,,,,
2688,Chris Cariaso,Louis Smolka,Red,FALSE,1,92,60,900,Orthodox,175.26,172.72,2,51.33333333,30.55555556,838,Southpaw,160.02,160.02,22,32,,,,
2687,Ed Herman,Rafael Natal,Red,FALSE,-1,37.55555556,21.33333333,778.3333333,Orthodox,182.88,193.04,-1,26.13333333,21.73333333,553,Orthodox,185.42,195.58,31,33,,,,
2686,Kyoji Horiguchi,Darrell Montague,Red,FALSE,-1,10,28,253,Southpaw,167.64,170.18,1,30,9,531,Orthodox,165.1,167.64,26,23,,,,
2685,Yan Cabral,Zak Cummings,Blue,FALSE,1,5,6,259,Southpaw,182.88,190.5,1,18,5,900,Orthodox,180.34,185.42,29,30,,,,
2684,Eddie Wineland,Johnny Eduardo,Blue,FALSE,1,39.5,42,900,Orthodox,170.18,180.34,1,41.83333333,48.5,690.1666667,Orthodox,170.18,175.26,35,29,,,,
2683,Manvel Gamburyan,Nik Lentz,Blue,FALSE,-1,40.46153846,34.46153846,775.1538462,Orthodox,172.72,172.72,-1,18.8,27.2,592.4,Orthodox,165.1,170.18,29,33,,,,
2682,Justin Salas,Ben Wall,Red,FALSE,-1,1,9,43,Orthodox,177.8,185.42,-1,28.25,24.25,506,Southpaw,172.72,177.8,25,32,,,,
2681,Anthony Lapsley,Albert Tumenov,Blue,FALSE,-1,32,50,900,Orthodox,180.34,185.42,-1,8,5,900,Southpaw,175.26,180.34,22,34,,,,
