Fight_ID,R_fighter,B_fighter,Winner,title_bout,B_current_streak,B_avg_SIG_STR_landed,B_avg_opp_SIG_STR_landed,B_total_time_fought(seconds),B_Stance,B_Height_cms,B_Reach_cms,R_streak,R_avg_SIG_STR_landed,R_avg_opp_SIG_STR_landed,R_total_time_fought(seconds),R_Stance,R_Height_cms,R_Reach_cms,B_age,R_age,R_Record,B_Record,B_Takedown_Diff,R_Takedown_Diff
3881,Marco Beltran,Joe Soto,Blue,FALSE,1,45.25,75,789,Orthodox,167.64,165.1,3,27,22.66666667,761.3333333,Orthodox,172.72,175.26,29,30,,,,
3880,Erick Montano,Max Griffin,Blue,FALSE,-1,13,26,738,Orthodox,180.34,193.04,-1,35,19.5,759,Orthodox,182.88,185.42,30,30,,,,
3879,Henry Briones,Douglas Silva de Andrade,Blue,FALSE,1,33,32.5,900,Orthodox,170.18,172.72,-1,33.5,49.5,652,,172.72,175.26,31,36,,,,
3878,Sam Alvey,Alex Nicholson,Red,FALSE,1,17,23,342.5,Orthodox,193.04,205.74,2,24.375,25,387.125,Southpaw,187.96,190.5,26,30,,,,
3877,Polo Reyes,Jason Novelli,Red,FALSE,-1,8,26,385,Orthodox,182.88,190.5,2,72.5,49.5,467,,180.34,180.34,37,31,,,,
3876,Enrique Barzola,Chris Avila,Red,FALSE,-1,42,53,900,Orthodox,177.8,182.88,-1,46.5,25.5,900,,170.18,177.8,23,27,,,,
3875,Michael Bisping,Dan Henderson,Red,TRUE,1,26.17647059,33.70588235,688.5294118,Orthodox,180.34,187.96,4,54.38461538,32.5,746.9230769,Orthodox,185.42,190.5,46,37,,,,
3874,Vitor Belfort,Gegard Mousasi,Blue,FALSE,2,37.66666667,14.88888889,663.7777778,Orthodox,187.96,193.04,-1,10.45454545,15.90909091,304.8636364,Southpaw,182.88,187.96,31,39,,,,
3873,Ovince Saint Preux,Jimi Manuwa,Blue,FALSE,-1,30.5,27.16666667,514.5,Orthodox,185.42,200.66,-1,25.7,26.2,629.7,Southpaw,190.5,203.2,36,33,,,,
3872,Stefan Struve,Daniel Omielanczuk,Red,FALSE,3,35.5,36.66666667,706.1666667,Southpaw,182.88,187.96,1,23.76470588,24.17647059,406.1176471,Orthodox,210.82,213.36,34,28,,,,
3871,Mirsad Bektic,Russell Doane,Red,FALSE,-3,22.4,20,685.4,Orthodox,170.18,177.8,3,33.33333333,9.333333333,710,Orthodox,172.72,177.8,30,25,,,,
3870,Brad Pickett,Iuri Alcantara,Blue,FALSE,-1,28.91666667,24,700.5833333,Southpaw,175.26,180.34,1,35.90909091,51.36363636,660.5454545,Orthodox,167.64,172.72,36,38,,,,
3869,Davey Grant,Damian Stasiak,Blue,FALSE,1,8,8.5,518,Orthodox,165.1,177.8,1,45,19,665,,172.72,175.26,26,30,,,,
3868,Leon Edwards,Albert Tumenov,Red,FALSE,-1,35.28571429,33.14285714,524.1428571,Orthodox,180.34,185.42,1,24.4,21.8,721.6,Southpaw,182.88,187.96,24,25,,,,
3867,Lukasz Sajewski,Marc Diakiese,Blue,FALSE,0,,,,Orthodox,177.8,185.42,-2,20,33.5,598.5,Orthodox,172.72,180.34,23,25,,,,
3866,Danny Roberts,Mike Perry,Blue,FALSE,1,31,8,218,Orthodox,177.8,180.34,2,33,22.5,533,Southpaw,185.42,187.96,25,29,,,,
3865,Leonardo Santos,Adriano Martins,Red,FALSE,3,10.6,11.8,379.2,Southpaw,177.8,182.88,3,25.6,27.8,607.6,Orthodox,182.88,190.5,33,36,,,,
3864,John Lineker,John Dodson,Red,FALSE,1,37.44444444,40.22222222,708.7777778,Orthodox,160.02,167.64,5,54,37.63636364,570.6363636,Orthodox,160.02,170.18,32,26,,,,
3863,Will Brooks,Alex Oliveira,Blue,FALSE,1,26.16666667,16.5,604.8333333,Orthodox,180.34,193.04,1,80,54,900,Orthodox,177.8,182.88,28,29,,,,
3862,Joshua Burkman,Zak Ottow,Blue,FALSE,0,,,,Orthodox,180.34,182.88,-1,32,34.73333333,719.3333333,Orthodox,177.8,182.88,29,36,,,,
3861,Louis Smolka,Brandon Moreno,Blue,FALSE,0,,,,Orthodox,170.18,177.8,4,60.83333333,39.83333333,741.3333333,Orthodox,175.26,172.72,22,25,,,,
3860,Henrique da Silva,Joachim Christensen,Red,FALSE,0,,,,Orthodox,190.5,193.04,1,81,66,551,Orthodox,190.5,193.04,37,27,,,,
3859,Hacran Dias,Andre Fili,Blue,FALSE,-1,28.16666667,22.66666667,482.3333333,Orthodox,180.34,187.96,-1,32,41.83333333,900,Orthodox,172.72,175.26,26,32,,,,
3858,Shamil Abdurakhimov,Walt Harris,Red,FALSE,1,18,23.5,443,Southpaw,195.58,195.58,1,35.5,31,598.5,Orthodox,190.5,193.04,33,35,,,,
3857,Keita Nakamura,Elizeu Zaleski dos Santos,Blue,FALSE,1,64.5,38.5,841.5,Orthodox,180.34,185.42,1,32,56.16666667,822.6666667,Southpaw,180.34,185.42,29,32,,,,
3856,Nate Marquardt,Tamdan McCrory,Red,FALSE,-1,18,12.5,510.75,Switch,193.04,198.12,-1,23.33333333,17.14285714,527.1904762,Orthodox,182.88,187.96,29,37,,,,
3855,Jonathan Wilson,Ion Cutelaba,Blue,FALSE,-1,24,44,682,Southpaw,185.42,190.5,-1,35,40.5,300.5,Southpaw,187.96,190.5,22,29,,,,
3854,Cody East,Curtis Blaydes,Blue,FALSE,-1,24,36,600,Orthodox,193.04,203.2,-1,26,31,258,Orthodox,190.5,187.96,25,28,,,,
3853,Kelly Faszholz,Ketlen Vieira,Blue,FALSE,0,,,,Orthodox,172.72,172.72,-1,76,95,895,Orthodox,172.72,170.18,25,31,,,,
3852,Cris Cyborg,Lina Lansberg,Red,FALSE,0,,,,Orthodox,170.18,165.1,1,26,2,81,Orthodox,172.72,172.72,34,31,,,,
3851,Renan Barao,Phillipe Nover,Red,FALSE,-1,14.8,22,732.6,Orthodox,175.26,182.88,-2,52.81818182,53.36363636,841.5454545,Orthodox,167.64,177.8,32,29,,,,
3850,Roy Nelson,Antonio Silva,Red,FALSE,-2,16.7,27.5,348.6,Orthodox,193.04,203.2,-1,21.82352941,49.17647059,629.5882353,Orthodox,182.88,182.88,37,40,,,,
3849,Francisco Trinaldo,Paul Felder,Red,FALSE,2,46.33333333,41.33333333,810.8333333,Orthodox,180.34,177.8,6,38.38461538,25.61538462,673.2307692,Southpaw,175.26,177.8,32,38,,,,
3848,Thiago Santos,Eric Spicely,Blue,FALSE,-1,7,8,163,Orthodox,185.42,185.42,-1,18.375,12.75,317,Orthodox,187.96,193.04,29,32,,,,
3847,Godofredo Pepey,Mike de la Torre,Red,FALSE,1,25.4,27.4,418.8,Orthodox,180.34,180.34,-1,13.625,17.875,454.5,Orthodox,170.18,185.42,30,29,,,,
3846,Gilbert Burns,Michel Prazeres,Blue,FALSE,2,30.83333333,37.83333333,900,Orthodox,167.64,170.18,1,21.8,33.6,649.6,Orthodox,177.8,180.34,35,30,,,,
3845,Rani Yahya,Michinori Tanaka,Red,FALSE,1,33.33333333,31.33333333,900,Orthodox,165.1,170.18,3,18,13.3,691.7,Orthodox,167.64,170.18,25,32,,,,
3844,Jussier Formiga,Dustin Ortiz,Red,FALSE,-1,49.85714286,39.57142857,868.1428571,Orthodox,165.1,165.1,-1,13,25.85714286,649.8571429,Orthodox,165.1,170.18,27,31,,,,
3843,Erick Silva,Luan Chagas,Red,FALSE,-1,46,28,900,Orthodox,182.88,190.5,-2,14,26.5,350.5833333,Orthodox,182.88,187.96,23,32,,,,
3842,Alan Patrick,Stevie Ray,Red,FALSE,3,32.66666667,17.66666667,481.6666667,Southpaw,177.8,177.8,1,24.5,26.5,606,Southpaw,180.34,187.96,26,33,,,,
3841,Vicente Luque,Hector Urbina,Red,FALSE,-1,7,18.5,559,Orthodox,180.34,185.42,2,21.66666667,18,521.6666667,Orthodox,180.34,190.5,29,24,,,,
3840,Glaico Franca,Gregor Gillespie,Blue,FALSE,0,,,,Orthodox,170.18,180.34,-1,31,57,893,,182.88,195.58,29,25,,,,
3839,Dustin Poirier,Michael Johnson,Blue,FALSE,-2,46.42857143,41.21428571,715.2142857,Southpaw,177.8,185.42,4,42.86666667,27.73333333,507.6666667,Southpaw,175.26,182.88,30,27,,,,
3838,Uriah Hall,Derek Brunson,Blue,FALSE,4,21.85714286,17.71428571,426.2857143,Southpaw,185.42,195.58,-1,32.33333333,29.44444444,610.4444444,Orthodox,182.88,200.66,32,32,,,,
3837,Evan Dunham,Rick Glenn,Red,FALSE,0,,,,Southpaw,182.88,177.8,3,63.5,39.4375,709.0625,Southpaw,177.8,177.8,27,34,,,,
3836,Roan Carneiro,Kenny Robertson,Red,FALSE,-1,37.375,29,546.625,Orthodox,177.8,187.96,-1,11.57142857,12.85714286,495.4285714,Orthodox,180.34,187.96,32,38,,,,
3835,Chris Wade,Islam Makhachev,Blue,FALSE,-1,18,5,282,Orthodox,177.8,177.8,-1,21.8,21.4,608.4,Orthodox,177.8,177.8,24,28,,,,
3834,Chas Skelly,Maximo Blanco,Red,FALSE,-1,41.375,32.5,594.875,Orthodox,172.72,180.34,-1,18.33333333,34.66666667,645,Orthodox,180.34,182.88,32,31,,,,
3833,Gabriel Benitez,Sam Sicilia,Red,FALSE,-1,22.6,27.4,494.2,Orthodox,172.72,170.18,-1,31.33333333,22.66666667,574.3333333,Southpaw,172.72,180.34,30,28,,,,
3832,Augusto Montano,Belal Muhammad,Blue,FALSE,-1,77,86,900,Orthodox,180.34,182.88,-1,25.5,12.5,595,Orthodox,185.42,185.42,28,31,,,,
3831,Antonio Carlos Junior,Leonardo Augusto Leleco,Red,FALSE,-1,64,57,900,Orthodox,182.88,185.42,-2,21,26.4,676.8,Orthodox,187.96,200.66,34,26,,,,
3830,Jose Quinonez,Joey Gomez,Red,FALSE,-1,15,52,553,Orthodox,177.8,180.34,1,20,20.5,527,,172.72,175.26,27,26,,,,
3829,Erick Montano,Randy Brown,Blue,FALSE,-1,29,28.5,675.5,Orthodox,190.5,198.12,1,49,27,900,Orthodox,182.88,185.42,26,30,,,,
3828,Alejandro Perez,Albert Morales,Draw,FALSE,0,,,,Orthodox,175.26,182.88,2,31.25,12.75,433.25,Orthodox,167.64,170.18,25,27,,,,
3827,Stipe Miocic,Alistair Overeem,Red,TRUE,4,36.33333333,13.77777778,462.8888889,Orthodox,193.04,203.2,3,51.45454545,34.54545455,626.3636364,Orthodox,193.04,203.2,36,34,,,,
3826,Fabricio Werdum,Travis Browne,Red,FALSE,-1,21.92857143,29.42857143,448.2142857,Orthodox,198.12,200.66,-1,45.18181818,26.36363636,562.8181818,Orthodox,193.04,195.58,34,39,,,,
3825,CM Punk,Mickey Gall,Blue,FALSE,1,2,3,45,Switch,187.96,187.96,0,,,,Orthodox,185.42,185.42,24,37,,,,
3824,Urijah Faber,Jimmie Rivera,Blue,FALSE,3,52,38.66666667,629.6666667,Orthodox,162.56,172.72,-1,42.28571429,41.42857143,874.5714286,Orthodox,167.64,170.18,27,37,,,,
3823,Jessica Andrade,Joanne Calderwood,Red,FALSE,2,81.25,51.75,663.5,Orthodox,167.64,165.1,1,64.375,39.75,587.25,Orthodox,154.94,157.48,30,24,,,,
3822,Jessica Eye,Bethe Correia,Blue,FALSE,-2,59.8,42,630,Orthodox,165.1,162.56,-3,48,47,815,Orthodox,167.64,167.64,33,30,,,,
3821,Brad Tavares,Caio Magalhaes,Red,FALSE,-1,17.16666667,18.66666667,419.3333333,Orthodox,185.42,185.42,-1,38.58333333,31.66666667,741.8333333,Orthodox,185.42,187.96,28,28,,,,
3820,Nik Lentz,Michael McBride,Red,FALSE,0,,,,Orthodox,185.42,190.5,1,42.125,37.3125,784.1875,Orthodox,172.72,172.72,30,32,,,,
3819,Drew Dober,Jason Gonzalez,Red,FALSE,0,,,,Southpaw,187.96,187.96,1,28.83333333,37.16666667,555.1666667,Southpaw,172.72,177.8,26,27,,,,
3818,Yancy Medeiros,Sean Spencer,Red,FALSE,-2,62.71428571,59.28571429,871.1428571,,177.8,190.5,-1,28.625,40,395.75,Orthodox,177.8,190.5,29,29,,,,
3817,Andrei Arlovski,Josh Barnett,Blue,FALSE,-1,37.66666667,20.22222222,526.6666667,Orthodox,190.5,198.12,-2,21.45,16.05,416.4,Orthodox,190.5,195.58,38,37,,,,
3816,Alexander Gustafsson,Jan Blachowicz,Red,FALSE,1,43.75,41,704.5,Orthodox,187.96,198.12,-2,41.16666667,37.58333333,585.3333333,Orthodox,195.58,200.66,33,29,,,,
3815,Ryan Bader,Ilir Latifi,Red,FALSE,3,10.71428571,17.14285714,330.4285714,Orthodox,177.8,185.42,-1,26.55555556,15.16666667,612.4444444,Orthodox,187.96,187.96,33,33,,,,
3814,Nick Hein,Tae Hyun Bang,Red,FALSE,1,31.5,26.5,689.25,Switch,175.26,180.34,2,43.75,39.75,900,Southpaw,167.64,167.64,33,32,,,,
3813,Jessin Ayari,Jimmy Wallhead,Red,FALSE,0,,,,Orthodox,177.8,185.42,0,,,,Orthodox,182.88,185.42,32,24,,,,
3812,Peter Sobotta,Nicolas Dalby,Red,FALSE,-2,60.66666667,54,900,Orthodox,180.34,187.96,-1,20.33333333,36.83333333,649.6666667,Southpaw,182.88,190.5,31,29,,,,
3811,Ashlee Evans-Smith,Veronica Macedo,Red,FALSE,0,,,,Southpaw,162.56,162.56,1,33,29,599.5,Orthodox,172.72,170.18,20,29,,,,
3810,Taylor Lapilus,Leandro Issa,Red,FALSE,-1,28,34.25,720.25,Orthodox,170.18,175.26,-1,43.66666667,28,728.6666667,Southpaw,167.64,185.42,32,24,,,,
3809,Jarjis Danho,Christian Colombo,Draw,FALSE,0,,,,Orthodox,195.58,203.2,-1,38,77,691,Orthodox,190.5,187.96,36,32,,,,
3808,Scott Askham,Jack Hermansson,Blue,FALSE,0,,,,Orthodox,185.42,195.58,1,20.5,19.5,564.25,Southpaw,190.5,190.5,28,28,,,,
3807,Rustam Khabilov,Leandro Silva,Red,FALSE,-1,30.71428571,26.85714286,745.7142857,Orthodox,175.26,182.88,2,23.85714286,17.42857143,694.7142857,Orthodox,172.72,185.42,30,29,,,,
3806,Demian Maia,Carlos Condit,Red,FALSE,-1,63.41666667,39.5,876,Orthodox,187.96,190.5,5,22.17391304,19.65217391,727.0434783,Southpaw,185.42,182.88,32,38,,,,
3805,Anthony Pettis,Charles Oliveira,Red,FALSE,1,22.66666667,20.86666667,420.3333333,Orthodox,177.8,187.96,-3,28.77777778,31.44444444,670,Orthodox,177.8,182.88,26,29,,,,
3804,Paige VanZant,Bec Rawlings,Red,FALSE,2,55.66666667,51.66666667,683,Orthodox,167.64,162.56,-1,52.75,35.75,920,Orthodox,162.56,165.1,27,22,,,,
3803,Joe Lauzon,Jim Miller,Blue,FALSE,1,26.04347826,24.30434783,620.5652174,Southpaw,172.72,180.34,1,19.57142857,36.95238095,443.8571429,Orthodox,177.8,180.34,32,32,,,,
3802,Sam Alvey,Kevin Casey,Red,FALSE,-3,24.16666667,29.5,521,Southpaw,180.34,195.58,1,19.42857143,25,357.2857143,Southpaw,187.96,190.5,35,30,,,,
3801,Enrique Barzola,Kyle Bochniak,Blue,FALSE,-1,52,92,900,Orthodox,170.18,177.8,1,38,10,900,,170.18,177.8,29,27,,,,
3800,Garreth McLellan,Alessio Di Chirico,Blue,FALSE,-1,65,45,900,Orthodox,182.88,187.96,-1,40.66666667,23.33333333,715,Southpaw,185.42,182.88,26,33,,,,
3799,Shane Campbell,Felipe Silva,Blue,FALSE,0,,,,Orthodox,182.88,195.58,-2,41.75,32.5,643.75,Orthodox,182.88,180.34,32,29,,,,
3798,Chad Laprise,Thibault Gouti,Red,FALSE,-2,14.5,25,386,Orthodox,177.8,182.88,-2,55.2,45,752.6,Orthodox,177.8,180.34,29,30,,,,
3797,Jeremy Kennedy,Alessandro Ricci,Red,FALSE,0,,,,Orthodox,180.34,175.26,0,,,,Orthodox,180.34,180.34,34,23,,,,
3796,Nate Diaz,Conor McGregor,Blue,FALSE,-1,34.625,24.375,361.75,Southpaw,175.26,187.96,2,47.45454545,38.45454545,653.0454545,Southpaw,182.88,193.04,28,31,,,,
3795,Anthony Johnson,Glover Teixeira,Red,FALSE,3,38.1,34.4,561.6,Orthodox,187.96,193.04,2,20.88235294,10.47058824,382.8823529,Orthodox,187.96,198.12,36,32,,,,
3794,Rick Story,Donald Cerrone,Blue,FALSE,2,42.9047619,42.14285714,540.7142857,Orthodox,185.42,185.42,3,49.11111111,26.11111111,767.2777778,Southpaw,175.26,180.34,33,31,,,,
3793,Hyun Gyu Lim,Mike Perry,Blue,FALSE,0,,,,Orthodox,177.8,180.34,-1,47,46.4,548,Orthodox,190.5,195.58,24,31,,,,
3792,Tim Means,Sabah Homasi,Red,FALSE,0,,,,Orthodox,182.88,182.88,1,42.90909091,29.54545455,639,Orthodox,187.96,190.5,27,32,,,,
3791,Cody Garbrandt,Takeya Mizugaki,Red,FALSE,1,49.66666667,41.33333333,788.5,Orthodox,170.18,172.72,4,36.25,24.75,555.25,Orthodox,172.72,165.1,32,25,,,,
3790,Raquel Pennington,Elizabeth Phillips,Red,FALSE,1,47,50.33333333,900,Orthodox,167.64,165.1,2,53.83333333,45,749.5,Orthodox,170.18,170.18,30,27,,,,
3789,Artem Lobov,Chris Avila,Red,FALSE,0,,,,Orthodox,177.8,182.88,-2,12.5,50.5,900,Southpaw,175.26,165.1,23,30,,,,
3788,Randa Markos,Cortney Casey,Blue,FALSE,1,51.33333333,55.33333333,652,Orthodox,170.18,170.18,1,48.25,52.75,900,Orthodox,162.56,160.02,29,31,,,,
3787,Neil Magny,Lorenz Larkin,Blue,FALSE,1,39.88888889,35,694.5555556,Orthodox,180.34,182.88,3,51.85714286,24.07142857,749.2142857,Orthodox,190.5,203.2,29,29,,,,
3786,Colby Covington,Max Griffin,Red,FALSE,0,,,,Orthodox,180.34,193.04,1,16.2,10,547.2,Orthodox,180.34,182.88,30,28,,,,
3785,Alberto Uda,Marvin Vettori,Blue,FALSE,0,,,,Southpaw,182.88,187.96,-1,15,27,366,Orthodox,190.5,195.58,22,32,,,,
3784,Yair Rodriguez,Alex Caceres,Red,FALSE,2,46.35714286,24.5,703.2857143,Southpaw,177.8,185.42,4,41.75,25.5,783.75,,180.34,180.34,28,23,,,,
3783,Dennis Bermudez,Rony Jason,Red,FALSE,-2,18.28571429,20.71428571,395.4285714,Orthodox,170.18,177.8,1,47.72727273,32.54545455,650.7272727,Orthodox,167.64,167.64,32,29,,,,
3782,Thales Leites,Chris Camozzi,Red,FALSE,3,45.375,34.375,679.375,Orthodox,187.96,193.04,-2,24.86666667,37.46666667,715,Orthodox,185.42,198.12,29,34,,,,
3781,Santiago Ponzinibbio,Zak Cummings,Red,FALSE,2,24.2,20.2,538,Southpaw,182.88,190.5,2,34,40,481.1666667,Orthodox,182.88,185.42,32,29,,,,
3780,Trevor Smith,Joe Gigliotti,Red,FALSE,0,,,,Orthodox,180.34,175.26,1,40.33333333,28,612.6666667,Orthodox,190.5,190.5,22,35,,,,
3779,Maryna Moroz,Danielle Taylor,Red,FALSE,0,,,,Orthodox,152.4,152.4,1,34,39.66666667,630,Orthodox,170.18,170.18,26,24,,,,
3778,Court McGee,Dominique Steele,Red,FALSE,-1,24,31,523.3333333,Orthodox,177.8,187.96,-1,71.1,47.3,775.7,Orthodox,180.34,190.5,28,31,,,,
3777,Viktor Pesta,Marcin Tybura,Blue,FALSE,-1,48,45,900,Orthodox,190.5,198.12,-1,23,35,825,Orthodox,190.5,195.58,30,26,,,,
3776,David Teymur,Jason Novelli,Red,FALSE,0,,,,Orthodox,182.88,190.5,1,38,13,386,Southpaw,175.26,185.42,37,27,,,,
3775,Teruto Ishihara,Horacio Gutierrez,Red,FALSE,-1,10,38,900,,177.8,175.26,1,57.5,39,617,Southpaw,170.18,175.26,25,25,,,,
3774,Cub Swanson,Tatsuya Kawajiri,Red,FALSE,-1,22.6,35.4,790,Orthodox,170.18,175.26,1,47.2,46.7,797,Orthodox,172.72,177.8,38,32,,,,
3773,Chase Sherman,Justin Ledet,Blue,FALSE,0,,,,Orthodox,193.04,203.2,0,,,,Orthodox,193.04,198.12,27,26,,,,
3772,Robbie Lawler,Tyron Woodley,Blue,TRUE,2,25.28571429,26.14285714,499.2857143,Orthodox,175.26,187.96,5,51.125,53,794,Southpaw,180.34,187.96,34,34,,,,
3771,Rose Namajunas,Karolina Kowalkiewicz,Blue,FALSE,2,92.5,52,900,Orthodox,160.02,162.56,3,36,31.25,774.5,Orthodox,165.1,165.1,30,24,,,,
3770,Matt Brown,Jake Ellenberger,Blue,FALSE,-2,21.9375,23.25,572.4375,Orthodox,175.26,180.34,-1,34.95238095,22.95238095,580.2857143,Orthodox,182.88,190.5,31,35,,,,
3769,Francisco Rivera,Erik Perez,Blue,FALSE,1,27.85714286,14.28571429,516.7142857,Orthodox,172.72,172.72,-2,36.6,26.7,521.9,Orthodox,172.72,172.72,26,34,,,,
3768,Ryan Benoit,Fredy Serrano,Red,FALSE,2,11.5,8,369,Orthodox,160.02,165.1,-1,15.66666667,26,373.3333333,Orthodox,165.1,172.72,36,26,,,,
3767,Nikita Krylov,Ed Herman,Red,FALSE,1,27.22222222,22.16666667,535,Orthodox,185.42,195.58,4,27.28571429,11.85714286,261.2857143,Orthodox,190.5,195.58,35,24,,,,
3766,Ross Pearson,Jorge Masvidal,Blue,FALSE,-2,52.1,40,866.1,Orthodox,180.34,187.96,-1,41.85,38.7,695.55,Orthodox,172.72,175.26,31,31,,,,
3765,Anthony Hamilton,Damian Grabowski,Red,FALSE,-1,1,14,137,Orthodox,185.42,190.5,-1,38.2,25.2,505.6,Orthodox,195.58,193.04,36,36,,,,
3764,Wilson Reis,Hector Sandoval,Red,FALSE,0,,,,Orthodox,157.48,162.56,1,27.83333333,27.16666667,784.6666667,Southpaw,162.56,165.1,30,31,,,,
3763,Michael Graves,Bojan Velickovic,Draw,FALSE,1,45,65,900,Southpaw,182.88,193.04,2,19,19,675.5,,177.8,180.34,27,25,,,,
3762,Cesar Arzamendia,Damien Brown,Blue,FALSE,-1,15,25,900,Orthodox,177.8,172.72,-1,16,10,222,,180.34,180.34,31,25,,,,
3761,Holly Holm,Valentina Shevchenko,Blue,FALSE,-1,30,33,900,Southpaw,165.1,167.64,-1,51.5,30.75,892.25,Southpaw,172.72,175.26,28,34,,,,
3760,Edson Barboza,Gilbert Melendez,Red,FALSE,-2,50.75,42.75,928.25,Orthodox,175.26,185.42,1,41.4,36.06666667,617.8666667,Orthodox,180.34,190.5,34,30,,,,
3759,Francis Ngannou,Bojan Mihajlovic,Red,FALSE,0,,,,Orthodox,180.34,185.42,2,30.5,14.5,536.5,Orthodox,193.04,210.82,36,29,,,,
3758,Felice Herrig,Kailin Curran,Red,FALSE,1,43.33333333,42.33333333,707.3333333,Orthodox,162.56,165.1,-1,18,35.5,692.5,Orthodox,162.56,165.1,25,31,,,,
3757,Frankie Saenz,Eddie Wineland,Blue,FALSE,-2,38.625,45.375,664.75,Orthodox,170.18,175.26,-1,64.25,46.5,900,Orthodox,167.64,167.64,32,35,,,,
3756,Darren Elkins,Godofredo Pepey,Red,FALSE,3,12.71428571,15.71428571,390.8571429,Orthodox,170.18,185.42,2,35.57142857,21.57142857,667.0714286,Orthodox,177.8,180.34,29,32,,,,
3755,Kamaru Usman,Alexander Yakovlev,Red,FALSE,2,28,33.5,734.75,Southpaw,190.5,187.96,2,31.5,14.5,639.5,Switch,182.88,193.04,32,29,,,,
3754,Michel Prazeres,JC Cottrell,Red,FALSE,0,,,,Orthodox,175.26,180.34,1,27.4,42.6,900,Orthodox,167.64,170.18,26,34,,,,
3753,Alex Oliveira,James Moontasri,Red,FALSE,1,21,15,440.25,Switch,177.8,180.34,-1,19.8,17.4,545.8,Orthodox,180.34,193.04,28,28,,,,
3752,Jim Alers,Jason Knight,Blue,FALSE,-1,28,28,900,Orthodox,177.8,180.34,-2,31.33333333,42.66666667,631,Orthodox,175.26,180.34,24,29,,,,
3751,Luis Henrique,Dmitrii Smoliakov,Red,FALSE,0,,,,Switch,187.96,187.96,-1,5,25,473,Orthodox,187.96,187.96,33,22,,,,
3750,Michael McDonald,John Lineker,Blue,FALSE,4,56.8,40,611.4,Orthodox,160.02,170.18,1,25.25,25,580.625,Orthodox,175.26,177.8,26,25,,,,
3749,Tony Ferguson,Lando Vannata,Red,FALSE,0,,,,Orthodox,175.26,180.34,7,36.27272727,25,516.5454545,Orthodox,180.34,193.04,24,32,,,,
3748,Tim Boetsch,Josh Samman,Red,FALSE,-1,17.25,16,486.75,Orthodox,190.5,200.66,-3,27.11111111,28.16666667,585.4444444,Orthodox,182.88,187.96,28,35,,,,
3747,Aleksei Oleinik,Daniel Omielanczuk,Blue,FALSE,2,37.4,42.4,667.4,Southpaw,182.88,187.96,2,11.5,12.5,169.5,Orthodox,187.96,203.2,33,39,,,,
3746,Kyle Noke,Keita Nakamura,Blue,FALSE,-1,30.2,58.6,867.4,Southpaw,180.34,185.42,-1,29.7,16.8,500.1,Southpaw,185.42,193.04,32,36,,,,
3745,Louis Smolka,Ben Nguyen,Red,FALSE,2,19,8,227,Switch,165.1,165.1,3,56.6,47,773.4,Orthodox,175.26,172.72,27,24,,,,
3744,Lauren Murphy,Katlyn Chookagian,Blue,FALSE,0,,,,Orthodox,175.26,172.72,1,63,50.66666667,898.3333333,Orthodox,170.18,170.18,27,32,,,,
3743,Eric Spicely,Sam Alvey,Blue,FALSE,-2,21.33333333,28,389.6666667,Southpaw,187.96,190.5,0,,,,Orthodox,185.42,185.42,30,29,,,,
3742,Cortney Casey,Cristina Stanciu,Red,FALSE,-1,39,35,900,Orthodox,160.02,162.56,-2,67.5,80.5,900,Orthodox,170.18,170.18,22,29,,,,
3741,Scott Holtzman,Cody Pfister,Red,FALSE,-1,10.66666667,22,550,Orthodox,177.8,185.42,-1,54.5,33.5,830,Orthodox,175.26,175.26,26,32,,,,
3740,Rani Yahya,Matthew Lopez,Red,FALSE,0,,,,Southpaw,170.18,175.26,2,15.55555556,13.22222222,673.1111111,Orthodox,167.64,170.18,29,31,,,,
3739,Devin Clark,Alex Nicholson,Blue,FALSE,-1,16,32,388,Orthodox,193.04,205.74,0,,,,Orthodox,182.88,190.5,26,26,,,,
3738,Miesha Tate,Amanda Nunes,Blue,TRUE,3,21.16666667,12.5,372.3333333,Orthodox,172.72,175.26,5,35.71428571,36.85714286,920.4285714,Orthodox,167.64,165.1,28,29,,,,
3737,Brock Lesnar,Mark Hunt,Draw,FALSE,2,28.91666667,32.66666667,604.4166667,Orthodox,177.8,182.88,-2,23.14285714,16.57142857,388.8571429,Orthodox,190.5,205.74,42,38,,,,
3736,Daniel Cormier,Anderson Silva,Red,FALSE,-4,34,23.45,613.95,Southpaw,187.96,195.58,2,60.28571429,41.42857143,924.4285714,Orthodox,180.34,182.88,41,37,,,,
3735,Jose Aldo,Frankie Edgar,Red,TRUE,5,62.47368421,37,1066.789474,Orthodox,167.64,172.72,-1,53.625,40.5,1104,Orthodox,170.18,177.8,34,29,,,,
3734,Cain Velasquez,Travis Browne,Red,FALSE,1,23.15384615,27.84615385,459.8461538,Orthodox,198.12,200.66,-1,51.38461538,19.53846154,487.6153846,Orthodox,185.42,195.58,33,33,,,,
3733,Cat Zingano,Julianna Pena,Blue,FALSE,3,34.66666667,11.33333333,479.3333333,,167.64,175.26,-1,25,15,490,Southpaw,167.64,172.72,26,34,,,,
3732,Johny Hendricks,Kelvin Gastelum,Blue,FALSE,-1,41.5,30.125,766.5,Southpaw,175.26,180.34,-1,44.3125,42.375,720.8125,Southpaw,175.26,175.26,24,32,,,,
