Sultan Aliev,Keita Nakamura,Red,3,0,1,6,4,Southpaw,180.34,185.42,1,0,2,1,Orthodox,180.34,187.96,34,34
Alexander Yakovlev,Alex Da Silva,Red,3,0,0,0,0,Orthodox,172.72,185.42,2,0,4,2,Southpaw,190.5,187.96,23,34
Marcin Tybura,Shamil Abdurakhimov,Blue,3,0,2,2,4,Orthodox,190.5,193.04,0,1,3,4,Orthodox,190.5,198.12,37,33
Gadzhimurad Antigulov,Michal Oleksiejczuk,Blue,3,0,1,1,1,Southpaw,182.88,187.96,1,0,1,2,Orthodox,180.34,177.8,24,32
Magomed Mustafaev,Rafael Fiziev,Red,3,0,0,0,0,Switch,172.72,180.34,1,0,1,2,Orthodox,172.72,180.34,26,30
Max Holloway,Dustin Poirier,Blue,5,0,3,5,16,Southpaw,175.26,182.88,0,13,3,16,Orthodox,180.34,175.26,30,27
Kelvin Gastelum,Israel Adesanya,Blue,5,0,5,0,5,Switch,193.04,203.2,0,2,4,10,Southpaw,175.26,180.34,29,27
Eryk Anders,Khalil Rountree Jr.,Blue,3,1,0,4,3,Southpaw,185.42,193.04,2,0,3,3,Southpaw,185.42,190.5,29,31
Alan Jouban,Dwight Grant,Blue,3,0,1,1,1,Switch,185.42,193.04,0,1,4,7,Southpaw,182.88,185.42,34,37
Ovince Saint Preux,Nikita Krylov,Blue,3,2,0,4,6,Orthodox,190.5,195.58,1,0,7,11,Southpaw,190.5,203.2,27,36
Jalin Turner,Matt Frevola,Blue,3,2,0,2,0,Orthodox,175.26,180.34,0,1,1,1,Southpaw,190.5,195.58,28,23
Wilson Reis,Alexandre Pantoja,Blue,3,0,2,1,4,Orthodox,165.1,170.18,0,1,5,7,Southpaw,162.56,165.1,28,34
Max Griffin,Zelim Imadaev,Red,3,0,0,0,0,Orthodox,182.88,193.04,2,0,4,2,Orthodox,180.34,193.04,24,33
Boston Salmon,Khalid Taha,Blue,3,1,0,1,0,Orthodox,165.1,175.26,0,0,0,0,Southpaw,175.26,175.26,27,28
Curtis Millender,Belal Muhammad,Blue,3,1,0,3,5,Orthodox,180.34,182.88,1,0,1,3,Orthodox,187.96,193.04,30,31
Montel Jackson,Andre Soukhamthath,Red,3,0,1,3,2,Orthodox,175.26,177.8,0,1,1,1,Southpaw,177.8,190.5,30,26
Lauren Mueller,Poliana Botelho,Blue,3,1,0,1,2,Orthodox,172.72,170.18,1,0,1,1,Orthodox,165.1,170.18,30,27
Brandon Davis,Randy Costa,Red,3,0,0,0,0,Switch,175.26,185.42,2,0,3,1,Orthodox,177.8,182.88,24,28
Edson Barboza,Justin Gaethje,Blue,5,0,1,2,2,Orthodox,180.34,177.8,0,1,6,14,Orthodox,180.34,190.5,30,33
David Branch,Jack Hermansson,Blue,3,0,2,2,5,Orthodox,185.42,195.58,1,0,4,4,Orthodox,185.42,198.12,30,37
Josh Emmett,Michael Johnson,Red,3,0,2,9,11,Southpaw,177.8,185.42,1,0,2,4,Orthodox,167.64,177.8,32,34
Karolina Kowalkiewicz,Michelle Waterson,Blue,3,0,2,2,4,Orthodox,160.02,157.48,1,0,3,5,Orthodox,160.02,162.56,33,33
Kennedy Nzechukwu,Paul Craig,Blue,3,1,0,3,2,Orthodox,190.5,193.04,0,0,0,0,,,,31,
Sodiq Yusuff,Sheymon Moraes,Red,3,0,2,1,2,Orthodox,172.72,182.88,0,1,0,1,Orthodox,175.26,180.34,28,25
Marina Rodriguez,Jessica Aguilar,Red,3,1,0,3,1,Orthodox,160.02,160.02,1,0,1,0,Orthodox,167.64,165.1,36,31
Ross Pearson,Desmond Green,Blue,3,1,0,3,2,Southpaw,177.8,185.42,1,0,13,12,Orthodox,172.72,175.26,29,34
Enrique Barzola,Kevin Aguilar,Blue,3,0,1,0,1,Orthodox,170.18,185.42,0,4,1,5,,170.18,177.8,30,29
Kevin Holland,Gerald Meerschaert,Red,3,1,0,2,4,Southpaw,185.42,195.58,0,1,1,1,Orthodox,190.5,205.74,31,26
Ray Borg,Casey Kenney,Blue,3,0,0,0,0,Southpaw,170.18,172.72,1,0,3,5,Orthodox,162.56,160.02,28,25
Sabina Mazo,Maryna Moroz,Blue,3,1,0,2,3,Orthodox,170.18,170.18,0,0,0,0,Orthodox,170.18,177.8,27,22
Alex Perez,Mark De La Rosa,Red,3,0,2,1,2,Orthodox,167.64,165.1,1,0,1,3,Orthodox,167.64,165.1,24,27
Stephen Thompson,Anthony Pettis,Blue,5,1,0,7,8,Orthodox,177.8,182.88,1,0,4,9,Orthodox,182.88,190.5,32,36
Curtis Blaydes,Justin Willis,Red,3,0,4,0,4,Southpaw,185.42,198.12,1,0,3,5,Orthodox,193.04,203.2,31,28
John Makdessi,Jesus Pinedo,Red,3,0,1,0,1,,177.8,,0,2,6,9,Orthodox,172.72,172.72,22,33
Jussier Formiga,Deiveson Figueiredo,Red,3,0,3,0,3,Orthodox,165.1,172.72,0,3,4,8,Orthodox,165.1,170.18,31,33
Luis Pena,Steven Peterson,Red,3,0,1,1,1,Orthodox,177.8,177.8,1,0,1,1,Southpaw,190.5,190.5,28,25
Maycee Barber,JJ Aldrich,Red,3,0,3,1,3,Southpaw,165.1,170.18,0,1,0,1,Switch,165.1,165.1,26,20
Bryce Mitchell,Bobby Moffett,Red,3,0,1,0,1,Orthodox,177.8,187.96,0,1,0,1,Southpaw,177.8,,28,24
Marlon Vera,Frankie Saenz,Red,3,0,2,3,5,Orthodox,167.64,167.64,0,2,4,6,Switch,172.72,177.8,38,26
Alexis Davis,Jennifer Maia,Blue,3,1,0,1,0,Orthodox,162.56,162.56,1,0,3,6,Orthodox,167.64,172.72,30,34
Randa Markos,Angela Hill,Red,3,1,0,5,3,Orthodox,160.02,162.56,2,0,6,4,Orthodox,162.56,160.02,34,33
Ryan MacDonald,Chris Gutierrez,Blue,3,1,0,1,0,Orthodox,175.26,175.26,0,0,0,0,Switch,180.34,180.34,27,26
Eric Shelton,Jordan Espinosa,Blue,3,0,0,0,0,Orthodox,167.64,180.34,0,1,3,2,Orthodox,167.64,172.72,29,28
Darren Till,Jorge Masvidal,Blue,5,2,0,6,9,Orthodox,180.34,187.96,1,0,2,5,Southpaw,182.88,187.96,34,26
Leon Edwards,Gunnar Nelson,Red,3,0,1,3,8,Switch,180.34,182.88,0,6,2,8,Southpaw,182.88,187.96,30,27
Volkan Oezdemir,Dominick Reyes,Blue,3,0,3,0,3,Southpaw,193.04,195.58,2,0,2,3,Orthodox,187.96,190.5,29,29
Nathaniel Wood,Jose Quinonez,Red,3,0,4,1,4,,172.72,175.26,0,2,0,2,Orthodox,167.64,175.26,28,25
Danny Roberts,Claudio Silva,Blue,3,0,3,0,3,Southpaw,180.34,180.34,0,2,2,5,Southpaw,185.42,187.96,36,31
Jack Marshman,John Phillips,Red,3,2,0,2,0,Southpaw,180.34,190.5,2,0,3,2,Orthodox,182.88,185.42,33,29
Arnold Allen,Jordan Rinaldi,Red,3,0,1,2,2,Orthodox,177.8,182.88,0,4,0,4,Southpaw,172.72,177.8,31,25
Marc Diakiese,Joe Duffy,Red,3,1,0,2,4,Orthodox,177.8,185.42,2,0,2,3,Orthodox,177.8,185.42,31,25
Nicolae Negumereanu,Saparbeg Safarov,Blue,3,2,0,2,0,Orthodox,185.42,198.12,0,0,0,0,Orthodox,182.88,198.12,32,24
Danny Henry,Dan Ige,Blue,3,0,2,1,2,Orthodox,170.18,180.34,0,2,0,2,Orthodox,182.88,185.42,27,30
Molly McCann,Priscila Cachoeira,Red,3,1,0,1,0,Orthodox,170.18,165.1,1,0,1,0,Orthodox,162.56,157.48,30,28
Mike Grundy,Nad Narimani,Red,3,0,2,0,2,Orthodox,172.72,177.8,0,0,0,0,Orthodox,170.18,182.88,31,32
Derrick Lewis,Junior Dos Santos,Blue,5,0,2,4,14,Orthodox,193.04,195.58,1,0,4,12,Orthodox,190.5,200.66,35,34
Elizeu Zaleski dos Santos,Curtis Millender,Red,3,0,3,0,3,Orthodox,187.96,193.04,0,6,1,6,Orthodox,180.34,185.42,31,32
Tim Means,Niko Price,Blue,3,1,0,3,4,Orthodox,182.88,193.04,0,1,8,10,Orthodox,187.96,190.5,29,35
Blagoy Ivanov,Ben Rothwell,Red,3,1,0,4,6,Orthodox,193.04,198.12,1,0,1,0,Southpaw,180.34,185.42,37,32
Beneil Dariush,Drew Dober,Red,3,0,3,5,6,Southpaw,172.72,177.8,0,1,5,9,Southpaw,177.8,182.88,30,29
Tim Boetsch,Omari Akhmedov,Blue,3,1,0,4,5,Orthodox,182.88,185.42,1,0,11,12,Orthodox,182.88,187.96,31,38
Anthony Rocco Martin,Sergio Moraes,Red,3,0,2,3,8,Orthodox,182.88,182.88,0,3,4,7,Orthodox,182.88,185.42,36,29
Marion Reneau,Yana Kunitskaya,Blue,3,0,1,1,1,Orthodox,167.64,172.72,1,0,4,5,Orthodox,167.64,172.72,29,41
Grant Dawson,Julian Erosa,Red,3,2,0,2,1,Southpaw,185.42,187.96,0,0,0,0,Switch,177.8,182.88,29,25
Maurice Greene,Jeff Hughes,Red,3,0,0,0,0,Orthodox,187.96,198.12,0,1,0,1,,200.66,208.28,30,32
Louis Smolka,Matt Schnell,Blue,3,0,2,2,2,Orthodox,172.72,177.8,0,1,5,6,Orthodox,175.26,172.72,29,27
Alex Morono,Zak Ottow,Red,3,0,1,3,4,Orthodox,180.34,182.88,0,1,3,4,Orthodox,180.34,182.88,32,28
Alex White,Dan Moret,Red,3,1,0,1,0,Southpaw,182.88,185.42,2,0,5,3,Southpaw,182.88,180.34,32,30
Jon Jones,Anthony Smith,Red,5,0,3,3,7,Orthodox,193.04,193.04,0,1,2,17,Orthodox,193.04,213.36,30,31
Tyron Woodley,Kamaru Usman,Blue,5,0,9,0,9,Switch,182.88,193.04,0,3,3,9,Orthodox,175.26,187.96,31,36
Robbie Lawler,Ben Askren,Blue,3,0,0,0,0,Orthodox,180.34,185.42,1,0,6,13,Southpaw,180.34,187.96,34,36
Tecia Torres,Weili Zhang,Blue,3,0,2,0,2,Switch,162.56,,2,0,3,6,Orthodox,154.94,152.4,29,29
Cody Garbrandt,Pedro Munhoz,Blue,3,0,2,4,7,Orthodox,167.64,165.1,2,0,2,6,Orthodox,172.72,165.1,32,27
Jeremy Stephens,Zabit Magomedsharipov,Blue,3,0,4,0,4,Orthodox,185.42,185.42,1,0,14,15,Orthodox,172.72,180.34,28,32
Misha Cirkunov,Johnny Walker,Blue,3,0,2,0,2,Orthodox,195.58,208.28,0,1,2,5,Orthodox,190.5,195.58,26,32
Cody Stamann,Alejandro Perez,Red,3,0,4,2,7,Orthodox,167.64,170.18,1,0,1,3,Orthodox,167.64,162.56,29,29
Diego Sanchez,Mickey Gall,Red,3,0,1,1,4,Switch,187.96,187.96,0,1,11,17,Southpaw,177.8,182.88,27,37
Edmen Shahbazyan,Charles Byrd,Red,3,1,0,1,1,Orthodox,177.8,185.42,0,1,0,1,Orthodox,187.96,,35,21
Gina Mazany,Macy Chiasson,Blue,3,0,1,0,1,,180.34,182.88,1,0,2,1,Southpaw,167.64,172.72,27,30
Polyana Viana,Hannah Cifers,Blue,3,1,0,1,0,Orthodox,154.94,160.02,1,0,1,1,Orthodox,165.1,170.18,26,26
Jan Blachowicz,Thiago Santos,Blue,5,0,3,5,12,Orthodox,187.96,193.04,0,4,4,6,Orthodox,187.96,198.12,35,35
Stefan Struve,Marcos Rogerio de Lima,Red,3,0,1,3,5,Orthodox,185.42,190.5,3,0,9,12,Orthodox,210.82,213.36,33,31
Gian Villante,Michal Oleksiejczuk,Blue,3,1,0,1,0,Southpaw,182.88,187.96,0,1,7,7,Orthodox,190.5,193.04,24,33
Liz Carmouche,Lucie Pudilova,Red,3,1,0,2,2,Orthodox,172.72,170.18,0,1,4,4,Orthodox,167.64,167.64,24,35
John Dodson,Petr Yan,Blue,3,0,3,0,3,Switch,170.18,170.18,1,0,5,9,Orthodox,160.02,167.64,26,34
Magomed Ankalaev,Klidson Abreu,Red,3,0,0,0,0,Orthodox,182.88,187.96,0,1,1,1,Orthodox,190.5,190.5,26,26
Dwight Grant,Carlo Pedersoli,Red,3,1,0,1,1,Southpaw,180.34,190.5,1,0,1,0,Switch,185.42,193.04,25,34
Daniel Teymur,Chris Fishgold,Blue,3,1,0,1,0,Orthodox,172.72,172.72,2,0,2,0,Orthodox,165.1,175.26,26,31
Veronica Macedo,Gillian Robertson,Blue,3,1,0,1,2,,165.1,160.02,2,0,2,0,Southpaw,162.56,162.56,23,23
Damir Hadzovic,Polo Reyes,Red,3,0,1,1,4,,180.34,180.34,0,1,2,2,Orthodox,175.26,177.8,34,32
Michel Prazeres,Ismail Naurdiev,Blue,3,0,0,0,0,Orthodox,177.8,187.96,0,8,2,10,Orthodox,167.64,170.18,22,37
Rustam Khabilov,Diego Ferreira,Blue,3,0,3,2,5,Orthodox,175.26,187.96,0,6,2,9,Orthodox,172.72,185.42,34,32
Damir Ismagulov,Joel Alvarez,Red,3,0,0,0,0,Orthodox,190.5,195.58,0,1,0,1,Orthodox,177.8,,24,28
Francis Ngannou,Cain Velasquez,Red,5,0,1,2,12,Orthodox,185.42,195.58,0,1,2,7,Orthodox,193.04,210.82,36,32
James Vick,Paul Felder,Blue,3,1,0,4,7,Orthodox,180.34,177.8,1,0,2,9,Orthodox,190.5,193.04,34,31
Cortney Casey,Cynthia Calvillo,Blue,3,0,1,1,4,Orthodox,162.56,162.56,0,1,5,4,Orthodox,170.18,170.18,31,31
Alex Caceres,Kron Gracie,Blue,3,0,0,0,0,Southpaw,175.26,177.8,0,1,10,9,Southpaw,177.8,185.42,30,30
Vicente Luque,Bryan Barberena,Red,3,0,1,3,5,Southpaw,182.88,182.88,0,3,2,7,Orthodox,180.34,190.5,29,27
Andre Fili,Myles Jury,Red,3,1,0,3,8,Orthodox,177.8,185.42,1,0,5,6,Orthodox,180.34,187.96,30,28
Jimmie Rivera,Aljamain Sterling,Blue,3,0,2,3,8,Orthodox,170.18,180.34,0,1,1,6,Orthodox,162.56,172.72,29,29
Benito Lopez,Manny Bermudez,Blue,3,0,2,0,2,Orthodox,177.8,180.34,0,1,0,1,Switch,177.8,185.42,24,24
Ashlee Evans-Smith,Andrea Lee,Blue,3,0,1,0,1,Orthodox,167.64,175.26,0,1,3,3,Orthodox,172.72,170.18,30,31
Scott Holtzman,Nik Lentz,Blue,3,0,1,8,13,Orthodox,172.72,172.72,0,3,2,5,Orthodox,175.26,175.26,34,35
Renan Barao,Luke Sanders,Blue,3,1,0,3,2,Southpaw,167.64,170.18,3,0,6,9,Orthodox,167.64,177.8,33,32
Alexandra Albu,Emily Whitmire,Blue,3,0,1,1,1,,165.1,160.02,0,2,0,2,Orthodox,157.48,160.02,27,28
Israel Adesanya,Anderson Silva,Red,3,0,1,5,17,Southpaw,187.96,195.58,0,4,0,4,Switch,193.04,203.2,43,29
Lando Vannata,Marcos Mariano,Red,3,0,0,0,0,Switch,185.42,,4,0,5,1,Orthodox,175.26,180.34,32,26
Rani Yahya,Ricky Simon,Blue,3,0,2,0,2,Orthodox,167.64,175.26,0,3,4,11,Orthodox,167.64,170.18,26,34
Montana De La Rosa,Nadia Kassem,Red,3,0,1,0,1,Southpaw,165.1,167.64,0,2,0,2,,170.18,172.72,23,23
Jimmy Crute,Sam Alvey,Red,3,1,0,6,10,Southpaw,187.96,190.5,0,1,0,1,Orthodox,187.96,187.96,32,22
Devonte Smith,Dong Hyun Ma,Red,3,0,3,2,3,Orthodox,180.34,177.8,0,1,0,1,Orthodox,175.26,193.04,30,25
Shane Young,Austin Arnett,Red,3,0,1,2,1,Orthodox,182.88,182.88,0,1,1,1,Orthodox,172.72,182.88,27,25
Kai Kara-France,Raulian Paiva,Red,3,0,0,0,0,Orthodox,172.72,175.26,0,1,0,1,Orthodox,165.1,175.26,23,25
Teruto Ishihara,Kyung Ho Kang,Blue,3,1,0,3,3,Orthodox,175.26,185.42,2,0,5,3,Southpaw,170.18,175.26,31,27
Callan Potter,Jalin Turner,Blue,3,1,0,1,0,Southpaw,190.5,195.58,0,0,0,0,Orthodox,182.88,182.88,23,34
Wuliji Buren,Jonathan Martinez,Blue,3,1,0,1,0,Southpaw,172.72,177.8,2,0,2,0,Orthodox,175.26,175.26,32,29
Raphael Assuncao,Marlon Moraes,Blue,5,0,3,1,3,Orthodox,167.64,170.18,0,4,2,11,Orthodox,165.1,167.64,30,36
