Wilson Reis,John Moraga,Blue,3,0,2,5,7,Orthodox,167.64,167.64,2,0,4,6,Southpaw,162.56,165.1,34,33
Krzysztof Jotko,Brad Tavares,Blue,3,0,3,4,11,Orthodox,185.42,187.96,2,0,3,6,Southpaw,185.42,195.58,30,28
Gilbert Burns,Dan Moret,Red,3,0,0,0,0,Southpaw,182.88,185.42,0,1,2,5,Orthodox,177.8,180.34,31,31
Shana Dobson,Lauren Mueller,Blue,3,0,0,0,0,Orthodox,165.1,170.18,0,1,0,1,,167.64,175.26,26,29
Dhiego Lima,Yushin Okami,Blue,3,2,0,6,13,Southpaw,187.96,190.5,3,0,4,1,Orthodox,187.96,187.96,36,29
Arjan Bhullar,Adam Wieczorek,Blue,3,0,1,0,1,Orthodox,195.58,205.74,0,1,0,1,Orthodox,185.42,190.5,26,31
Matthew Lopez,Alejandro Perez,Blue,3,0,2,2,5,Orthodox,167.64,170.18,1,0,2,2,Southpaw,170.18,175.26,28,31
Luke Sanders,Patrick Williams,Red,3,1,0,2,1,Orthodox,172.72,185.42,2,0,2,1,Southpaw,167.64,170.18,36,32
Khabib Nurmagomedov,Al Iaquinta,Red,5,0,5,2,8,Orthodox,177.8,177.8,0,9,0,9,Orthodox,177.8,177.8,30,29
Rose Namajunas,Joanna Jedrzejczyk,Red,5,1,0,1,8,Orthodox,167.64,165.1,0,2,2,5,Orthodox,165.1,165.1,30,25
Renato Moicano,Calvin Kattar,Red,3,0,2,0,2,Orthodox,180.34,182.88,1,0,1,3,Orthodox,180.34,182.88,30,28
Zabit Magomedsharipov,Kyle Bochniak,Red,3,0,1,2,2,Orthodox,170.18,177.8,0,2,0,2,Orthodox,185.42,185.42,31,27
Joe Lauzon,Chris Gruetzemacher,Blue,3,2,0,2,1,Orthodox,172.72,172.72,2,0,11,14,Orthodox,177.8,180.34,31,33
Karolina Kowalkiewicz,Felice Herrig,Red,3,0,4,1,5,Orthodox,162.56,165.1,0,1,2,4,Orthodox,160.02,162.56,33,32
Evan Dunham,Olivier Aubin-Mercier,Blue,3,0,3,2,6,Southpaw,175.26,177.8,1,0,7,11,Southpaw,177.8,177.8,29,36
Bec Rawlings,Ashlee Evans-Smith,Blue,3,2,0,3,2,Orthodox,172.72,170.18,3,0,4,2,Orthodox,167.64,162.56,30,29
Devin Clark,Mike Rodriguez,Red,3,0,0,0,0,Southpaw,193.04,208.28,1,0,2,2,Orthodox,182.88,190.5,29,27
Fabricio Werdum,Alexander Volkov,Blue,5,0,3,0,3,Orthodox,200.66,203.2,0,2,4,11,Orthodox,193.04,195.58,29,40
Jimi Manuwa,Jan Blachowicz,Blue,3,0,2,4,4,Orthodox,187.96,198.12,1,0,3,6,Orthodox,185.42,200.66,35,38
Tom Duquesnoy,Terrion Ware,Red,3,2,0,2,0,Orthodox,172.72,180.34,1,0,1,1,Orthodox,170.18,172.72,31,24
Leon Edwards,Peter Sobotta,Red,3,0,2,4,4,Southpaw,182.88,190.5,0,4,2,6,Southpaw,182.88,187.96,31,26
John Phillips,Charles Byrd,Blue,3,0,0,0,0,Orthodox,177.8,185.42,0,0,0,0,Southpaw,180.34,190.5,34,32
Danny Roberts,Oliver Enkamp,Red,3,1,0,1,0,Switch,182.88,195.58,1,0,2,3,Southpaw,185.42,187.96,26,30
Danny Henry,Hakeem Dawodu,Red,3,0,0,0,0,Orthodox,172.72,185.42,0,1,0,1,Orthodox,182.88,185.42,26,29
Paul Craig,Magomed Ankalaev,Red,3,0,0,0,0,Orthodox,190.5,190.5,2,0,2,1,Orthodox,190.5,193.04,25,30
Stevie Ray,Kajan Johnson,Blue,3,0,3,1,3,Orthodox,180.34,190.5,1,0,2,5,Southpaw,177.8,177.8,33,27
Mark Godbeer,Dmitry Sosnovskiy,Blue,3,0,0,0,0,Orthodox,190.5,195.58,0,2,1,2,Orthodox,193.04,195.58,28,34
Cris Cyborg,Yana Kunitskaya,Red,5,0,0,0,0,Orthodox,167.64,172.72,0,4,0,4,Orthodox,172.72,172.72,28,32
Frankie Edgar,Brian Ortega,Blue,3,0,5,1,5,Switch,172.72,175.26,0,2,6,16,Orthodox,167.64,172.72,27,36
Sean O'Malley,Andre Soukhamthath,Red,3,0,1,2,1,Orthodox,175.26,177.8,0,1,0,1,Switch,180.34,182.88,29,23
Stefan Struve,Andrei Arlovski,Blue,3,0,1,9,15,Orthodox,190.5,195.58,1,0,7,12,Orthodox,210.82,213.36,39,30
Cat Zingano,Ketlen Vieira,Blue,3,0,3,0,3,Orthodox,172.72,172.72,2,0,2,2,Southpaw,167.64,172.72,26,35
Ashley Yoder,Mackenzie Dern,Blue,3,0,0,0,0,Orthodox,162.56,160.02,2,0,2,0,Southpaw,170.18,175.26,24,30
Beneil Dariush,Alexander Hernandez,Blue,3,0,0,0,0,Orthodox,175.26,182.88,2,0,4,8,Southpaw,177.8,182.88,25,28
John Dodson,Pedro Munhoz,Red,3,0,4,3,5,Orthodox,167.64,165.1,1,0,4,8,Orthodox,160.02,167.64,31,33
CB Dollaway,Hector Lombard,Red,3,5,0,7,3,Southpaw,175.26,180.34,0,1,8,10,Orthodox,187.96,193.04,40,34
Mike Pyle,Zak Ottow,Blue,3,1,0,2,2,Orthodox,180.34,182.88,2,0,8,10,Orthodox,182.88,187.96,31,42
Bryan Caraway,Cody Stamann,Blue,3,0,2,0,2,Orthodox,167.64,162.56,0,2,2,6,Orthodox,172.72,172.72,28,33
Jordan Johnson,Adam Milstead,Red,3,1,0,1,1,Orthodox,190.5,193.04,0,2,0,2,Orthodox,187.96,200.66,30,29
Josh Emmett,Jeremy Stephens,Blue,5,0,2,13,14,Orthodox,172.72,180.34,0,2,1,4,Orthodox,167.64,177.8,31,32
Jessica Andrade,Tecia Torres,Red,3,0,3,1,6,Orthodox,154.94,152.4,0,1,4,8,Orthodox,154.94,157.48,28,26
Ovince Saint Preux,Ilir Latifi,Blue,3,0,1,3,6,Orthodox,177.8,185.42,0,3,5,10,Southpaw,190.5,203.2,34,34
Mike Perry,Max Griffin,Blue,3,1,0,2,1,Orthodox,180.34,193.04,1,0,2,4,Orthodox,177.8,180.34,32,26
Renan Barao,Brian Kelleher,Blue,3,0,1,1,2,Switch,167.64,167.64,1,0,4,9,Orthodox,167.64,177.8,31,31
Sara McMann,Marion Reneau,Blue,3,0,1,3,4,Orthodox,167.64,172.72,1,0,4,5,Orthodox,167.64,167.64,40,37
Maryna Moroz,Angela Hill,Blue,3,1,0,4,2,Orthodox,160.02,162.56,0,2,1,3,Orthodox,170.18,170.18,33,26
Ben Saunders,Alan Jouban,Blue,3,2,0,4,6,Southpaw,182.88,185.42,1,0,5,8,Orthodox,187.96,195.58,36,34
Sam Alvey,Marcin Prachnio,Red,3,0,0,0,0,Orthodox,190.5,187.96,1,0,5,8,Southpaw,187.96,190.5,29,31
Rani Yahya,Russell Doane,Red,3,0,1,4,3,Orthodox,170.18,177.8,0,1,4,9,Orthodox,167.64,170.18,31,33
Eric Shelton,Alex Perez,Blue,3,0,1,0,1,Orthodox,167.64,165.1,0,1,2,1,Orthodox,167.64,172.72,25,27
Albert Morales,Manny Bermudez,Blue,3,0,0,0,0,Orthodox,177.8,180.34,2,0,4,1,Orthodox,175.26,182.88,23,26
Donald Cerrone,Yancy Medeiros,Red,5,0,3,5,6,Orthodox,177.8,190.5,3,0,7,19,Orthodox,185.42,185.42,30,34
Derrick Lewis,Marcin Tybura,Red,3,1,0,2,3,Orthodox,190.5,198.12,1,0,3,9,Orthodox,190.5,200.66,32,33
James Vick,Francisco Trinaldo,Red,3,0,1,4,12,Southpaw,175.26,177.8,0,3,1,8,Orthodox,190.5,193.04,39,30
Thiago Alves,Curtis Millender,Blue,3,0,0,0,0,Orthodox,187.96,193.04,0,1,8,14,Orthodox,175.26,177.8,30,34
Steven Peterson,Brandon Davis,Blue,3,1,0,1,0,Orthodox,177.8,182.88,0,0,0,0,Orthodox,177.8,177.8,27,27
Sage Northcutt,Thibault Gouti,Red,3,0,1,3,1,Orthodox,177.8,182.88,0,1,2,4,Orthodox,182.88,180.34,30,21
Jared Gordon,Diego Ferreira,Blue,3,0,1,2,3,Orthodox,175.26,187.96,0,2,0,2,Orthodox,175.26,172.72,33,29
Geoff Neal,Brian Camozzi,Red,3,2,0,2,0,Orthodox,187.96,198.12,0,0,0,0,Southpaw,180.34,190.5,26,27
Roberto Sanchez,Joby Sanchez,Red,3,1,0,2,1,Orthodox,167.64,172.72,1,0,1,0,Orthodox,167.64,167.64,26,31
Sarah Moras,Lucie Pudilova,Blue,3,0,1,1,1,Orthodox,172.72,170.18,0,1,1,2,,170.18,170.18,23,29
Joshua Burkman,Alex Morono,Blue,3,2,0,2,2,Orthodox,180.34,182.88,4,0,12,6,Orthodox,177.8,182.88,27,37
Oskar Piechota,Tim Williams,Red,3,0,0,0,0,Orthodox,187.96,193.04,0,1,0,1,Southpaw,182.88,193.04,31,28
Yoel Romero,Luke Rockhold,Red,5,0,1,2,6,Southpaw,190.5,195.58,1,0,1,8,Southpaw,182.88,185.42,33,40
Mark Hunt,Curtis Blaydes,Blue,3,0,2,2,3,Orthodox,193.04,203.2,0,1,7,8,Orthodox,177.8,182.88,26,43
Tai Tuivasa,Cyril Asker,Red,3,0,1,2,2,Orthodox,182.88,187.96,0,1,0,1,Southpaw,187.96,190.5,32,24
Jake Matthews,Li Jingliang,Red,3,0,3,2,5,Orthodox,182.88,180.34,0,1,3,5,Orthodox,180.34,185.42,29,23
Tyson Pedro,Saparbeg Safarov,Red,3,1,0,1,0,Orthodox,185.42,198.12,1,0,1,2,Orthodox,190.5,200.66,31,26
Damien Brown,Dong Hyun Ma,Blue,3,0,2,2,2,Orthodox,180.34,177.8,2,0,3,2,Orthodox,177.8,172.72,29,33
Rob Wilkinson,Israel Adesanya,Blue,3,0,0,0,0,Switch,193.04,203.2,1,0,1,0,Orthodox,190.5,203.2,28,25
Alexander Volkanovski,Jeremy Kennedy,Red,3,0,3,0,3,Orthodox,180.34,180.34,0,3,0,3,Orthodox,167.64,180.34,25,29
Jussier Formiga,Ben Nguyen,Red,3,0,2,1,4,Switch,165.1,165.1,0,1,4,6,Orthodox,165.1,170.18,29,32
Ross Pearson,Mizuto Hirota,Red,3,1,0,4,1,Orthodox,170.18,170.18,4,0,12,11,Orthodox,172.72,175.26,36,33
Teruto Ishihara,Jose Quinonez,Blue,3,0,3,1,3,,172.72,175.26,0,1,3,3,Southpaw,170.18,175.26,27,26
Luke Jumeau,Daichi Abe,Red,3,0,1,0,1,Orthodox,180.34,180.34,1,0,1,1,Orthodox,180.34,182.88,26,29
Lyoto Machida,Eryk Anders,Red,5,0,2,0,2,Southpaw,185.42,190.5,3,0,8,14,Southpaw,185.42,187.96,30,39
Valentina Shevchenko,Priscila Cachoeira,Red,3,0,0,0,0,Orthodox,170.18,165.1,1,0,2,3,Southpaw,165.1,167.64,29,29
Michel Prazeres,Desmond Green,Red,3,1,0,1,1,Southpaw,177.8,185.42,0,5,2,7,Orthodox,167.64,170.18,28,36
Tim Johnson,Marcelo Golm,Red,3,0,1,0,1,Orthodox,190.5,190.5,1,0,3,3,Southpaw,190.5,195.58,25,32
Douglas Silva de Andrade,Marlon Vera,Red,3,1,0,3,4,Switch,172.72,177.8,1,0,2,2,Orthodox,170.18,172.72,25,32
Thiago Santos,Anthony Smith,Red,3,0,3,2,4,Orthodox,193.04,193.04,0,3,4,8,Orthodox,187.96,193.04,29,34
Sergio Moraes,Tim Means,Red,3,1,0,7,9,Orthodox,187.96,190.5,1,0,3,6,Orthodox,182.88,182.88,33,35
Alan Patrick,Damir Hadzovic,Red,3,0,1,1,1,Orthodox,175.26,177.8,0,2,1,4,Southpaw,180.34,187.96,31,34
Maia Stevenson,Polyana Viana,Blue,3,0,0,0,0,Orthodox,165.1,170.18,0,0,0,0,Orthodox,162.56,157.48,25,35
Iuri Alcantara,Joe Soto,Red,3,1,0,4,3,Orthodox,167.64,165.1,2,0,7,9,Southpaw,175.26,180.34,30,37
Deiveson Figueiredo,Joseph Morales,Red,3,0,1,0,1,Switch,167.64,175.26,0,1,0,1,Orthodox,165.1,172.72,23,30
Jacare Souza,Derek Brunson,Red,5,0,2,3,9,Southpaw,185.42,195.58,1,0,2,7,Orthodox,185.42,182.88,34,38
Dennis Bermudez,Andre Fili,Blue,3,0,1,4,5,Orthodox,180.34,187.96,2,0,5,9,Orthodox,167.64,167.64,27,31
Jordan Rinaldi,Gregor Gillespie,Blue,3,0,3,0,3,Orthodox,170.18,180.34,0,1,1,1,Orthodox,177.8,182.88,31,30
Drew Dober,Frank Camacho,Red,3,0,1,0,1,Orthodox,177.8,185.42,0,1,5,4,Southpaw,172.72,177.8,28,29
Erik Koch,Bobby Green,Blue,3,4,0,4,4,Orthodox,177.8,180.34,1,0,4,4,Southpaw,177.8,180.34,31,29
Mirsad Bektic,Godofredo Pepey,Red,3,1,0,5,5,Orthodox,170.18,185.42,1,0,1,4,Orthodox,172.72,177.8,30,26
Katlyn Chookagian,Mara Romero Borella,Red,3,0,1,0,1,Orthodox,167.64,175.26,0,1,1,2,Orthodox,175.26,172.72,31,29
Randa Markos,Juliana Lima,Red,3,1,0,3,3,Orthodox,165.1,165.1,1,0,4,3,Orthodox,162.56,160.02,35,32
Justine Kish,Ji Yeon Kim,Blue,3,1,0,1,0,Orthodox,170.18,182.88,1,0,1,2,Orthodox,165.1,162.56,28,29
Vinc Pichel,Joaquim Silva,Red,3,0,3,0,3,,172.72,175.26,0,3,1,3,Orthodox,177.8,182.88,28,35
Niko Price,George Sullivan,Red,3,1,0,2,3,Orthodox,182.88,185.42,1,0,2,2,Orthodox,182.88,193.04,36,28
Austin Arnett,Cory Sandhagen,Blue,3,0,0,0,0,Switch,180.34,177.8,0,0,0,0,Orthodox,182.88,182.88,25,26
Stipe Miocic,Francis Ngannou,Red,5,0,6,0,6,Orthodox,193.04,210.82,0,5,2,11,Orthodox,193.04,203.2,31,35
Daniel Cormier,Volkan Oezdemir,Red,5,0,3,0,3,Orthodox,187.96,190.5,1,0,2,8,Orthodox,180.34,182.88,28,38
Calvin Kattar,Shane Burgos,Red,3,0,3,0,3,Orthodox,180.34,190.5,0,1,0,1,Orthodox,180.34,182.88,26,29
Gian Villante,Francimar Barroso,Red,3,1,0,4,4,Orthodox,185.42,190.5,2,0,6,5,Orthodox,190.5,193.04,37,32
Thomas Almeida,Rob Font,Blue,3,1,0,2,4,Orthodox,172.72,180.34,1,0,2,5,Southpaw,170.18,177.8,30,26
Kyle Bochniak,Brandon Davis,Red,3,0,0,0,0,Orthodox,177.8,182.88,1,0,2,1,Orthodox,170.18,177.8,27,30
Sabah Homasi,Abdul Razak Alhassan,Blue,3,0,1,1,2,Orthodox,177.8,185.42,2,0,2,0,Orthodox,182.88,182.88,32,29
Dustin Ortiz,Alexandre Pantoja,Red,3,0,2,0,2,Orthodox,165.1,170.18,0,1,5,6,Orthodox,165.1,165.1,27,29
Dan Ige,Julio Arce,Blue,3,0,0,0,0,Southpaw,170.18,177.8,0,0,0,0,Orthodox,170.18,180.34,28,26
Matt Bessette,Enrique Barzola,Blue,3,0,2,1,3,,170.18,177.8,0,0,0,0,Orthodox,177.8,177.8,28,33
Islam Makhachev,Gleison Tibau,Red,3,2,0,10,16,Southpaw,177.8,180.34,0,2,1,3,Orthodox,177.8,177.8,34,26
Jeremy Stephens,Dooho Choi,Red,5,1,0,1,3,Orthodox,177.8,177.8,0,1,13,13,Orthodox,172.72,180.34,26,31
Paige VanZant,Jessica-Rose Clark,Blue,3,0,1,0,1,Orthodox,165.1,162.56,1,0,2,4,Orthodox,162.56,165.1,30,23
Kamaru Usman,Emil Meek,Red,3,0,1,0,1,Switch,180.34,187.96,0,6,0,6,Switch,182.88,193.04,29,30
Darren Elkins,Michael Johnson,Red,3,2,0,8,9,Southpaw,177.8,185.42,0,5,4,13,Orthodox,177.8,180.34,31,33
James Krause,Alex White,Red,3,0,1,3,3,Southpaw,182.88,180.34,0,3,3,5,Orthodox,187.96,185.42,29,31
Matt Frevola,Polo Reyes,Blue,3,1,0,1,3,,180.34,180.34,0,0,0,0,Orthodox,175.26,180.34,33,27
Talita Bernardo,Irene Aldana,Blue,3,2,0,2,0,Orthodox,175.26,172.72,1,0,1,0,Orthodox,162.56,172.72,29,30
Kyung Ho Kang,Guido Cannetti,Red,3,0,1,1,1,Southpaw,167.64,172.72,0,2,2,2,Orthodox,175.26,185.42,38,30
Kalindra Faria,Jessica Eye,Blue,3,4,0,6,1,Orthodox,167.64,167.64,1,0,1,0,Switch,170.18,,31,31
Danielle Taylor,JJ Aldrich,Blue,3,0,1,1,1,Southpaw,165.1,170.18,0,2,1,2,Orthodox,152.4,152.4,25,28
Mads Burnell,Mike Santiago,Red,3,1,0,1,0,Orthodox,177.8,175.26,1,0,1,0,Orthodox,172.72,175.26,28,23
Cris Cyborg,Holly Holm,Red,5,0,1,3,4,Southpaw,172.72,175.26,0,3,0,3,Orthodox,172.72,172.72,36,32
Khabib Nurmagomedov,Edson Barboza,Red,3,0,3,4,13,Orthodox,180.34,190.5,0,8,0,8,Orthodox,177.8,177.8,31,29
Dan Hooker,Marc Diakiese,Red,3,0,3,0,3,Orthodox,177.8,185.42,0,1,3,4,Switch,182.88,190.5,24,27
Cynthia Calvillo,Carla Esparza,Blue,3,1,0,2,2,,154.94,160.02,0,3,0,3,Orthodox,162.56,162.56,30,30
Carlos Condit,Neil Magny,Blue,3,1,0,5,12,Orthodox,190.5,203.2,2,0,6,7,Orthodox,187.96,190.5,30,33
Khalil Rountree Jr.,Michal Oleksiejczuk,Draw,3,0,0,0,0,Southpaw,182.88,187.96,0,2,2,2,Southpaw,185.42,193.04,22,27
Myles Jury,Rick Glenn,Red,3,0,2,1,2,Southpaw,182.88,177.8,0,1,2,7,Orthodox,177.8,185.42,28,29
Marvin Vettori,Omari Akhmedov,Draw,3,0,2,3,5,Orthodox,182.88,185.42,0,1,1,2,Southpaw,182.88,187.96,30,24
Louis Smolka,Matheus Nicolau,Blue,3,0,2,0,2,,167.64,167.64,3,0,4,5,Orthodox,175.26,172.72,24,26
Tim Elliott,Mark De La Rosa,Red,3,0,0,0,0,Orthodox,167.64,165.1,1,0,6,3,Southpaw,170.18,167.64,23,31
Robbie Lawler,Rafael Dos Anjos,Blue,5,0,2,7,16,Southpaw,172.72,177.8,0,1,5,13,Southpaw,180.34,187.96,33,35
Ricardo Lamas,Josh Emmett,Blue,3,0,1,1,3,Orthodox,167.64,177.8,0,2,3,9,Orthodox,172.72,180.34,32,35
Santiago Ponzinibbio,Mike Perry,Red,3,0,2,1,4,Orthodox,177.8,180.34,0,5,2,7,Orthodox,182.88,185.42,26,31
Glover Teixeira,Misha Cirkunov,Red,3,1,0,1,4,Orthodox,190.5,195.58,1,0,4,9,Orthodox,187.96,193.04,30,38
Jared Cannonier,Jan Blachowicz,Blue,3,0,1,4,3,Orthodox,187.96,198.12,0,1,2,3,Switch,180.34,195.58,34,33
Julian Marquez,Darren Stewart,Red,3,3,0,3,0,Orthodox,182.88,187.96,0,0,0,0,Orthodox,187.96,190.5,26,27
Chad Laprise,Galore Bofando,Red,3,0,1,0,1,Switch,180.34,182.88,0,2,2,5,Orthodox,177.8,180.34,35,31
Nordine Taleb,Danny Roberts,Red,3,0,1,1,3,Southpaw,185.42,187.96,0,1,2,5,Orthodox,185.42,187.96,30,36
John Makdessi,Abel Trujillo,Red,3,1,0,4,6,Orthodox,172.72,177.8,1,0,6,7,Orthodox,172.72,172.72,34,32
Alessio Di Chirico,Oluwale Bamgbose,Red,3,2,0,3,1,Switch,180.34,198.12,1,0,2,1,Orthodox,182.88,187.96,30,28
Jordan Mein,Erick Silva,Red,3,1,0,7,7,Orthodox,182.88,187.96,3,0,4,3,Orthodox,182.88,185.42,33,28
Cub Swanson,Brian Ortega,Blue,5,0,4,1,4,Switch,172.72,175.26,0,4,3,10,Orthodox,172.72,177.8,26,34
Jason Knight,Gabriel Benitez,Blue,3,1,0,2,3,Southpaw,172.72,180.34,1,0,2,4,Orthodox,177.8,180.34,29,25
Marlon Moraes,Aljamain Sterling,Red,3,0,2,2,6,Orthodox,170.18,180.34,0,1,1,1,Orthodox,167.64,170.18,28,29
Scott Holtzman,Darrell Horcher,Red,3,0,1,1,1,Southpaw,177.8,177.8,0,1,2,3,Orthodox,175.26,175.26,30,34
Eryk Anders,Markus Perez,Red,3,0,0,0,0,Orthodox,185.42,185.42,0,1,0,1,Southpaw,185.42,190.5,29,30
Albert Morales,Benito Lopez,Blue,3,0,0,0,0,Switch,177.8,185.42,1,0,3,1,Orthodox,175.26,182.88,23,26
Alexis Davis,Liz Carmouche,Red,3,0,2,3,3,Orthodox,167.64,167.64,0,1,2,5,Orthodox,167.64,172.72,33,33
Luke Sanders,Andre Soukhamthath,Blue,3,2,0,2,0,Orthodox,175.26,177.8,1,0,1,1,Southpaw,167.64,170.18,29,31
Carls John De Tomas,Alex Perez,Blue,3,0,0,0,0,Orthodox,167.64,165.1,1,0,1,0,Southpaw,165.1,180.34,25,21
Frankie Saenz,Merab Dvalishvili,Red,3,0,0,0,0,Orthodox,167.64,172.72,3,0,3,3,Orthodox,167.64,167.64,26,37
Alejandro Perez,Iuri Alcantara,Red,3,1,0,6,9,Southpaw,175.26,180.34,0,1,2,4,Orthodox,167.64,170.18,37,28
Chris Gruetzemacher,Davi Ramos,Blue,3,1,0,1,0,Orthodox,167.64,177.8,1,0,1,1,Orthodox,172.72,172.72,31,31
Antonio Braga Neto,Trevin Giles,Blue,3,0,1,0,1,Orthodox,182.88,187.96,1,0,1,1,Orthodox,190.5,195.58,25,30
Max Holloway,Jose Aldo,Red,5,1,0,2,8,Orthodox,170.18,177.8,0,11,3,14,Orthodox,180.34,175.26,31,25
Alistair Overeem,Francis Ngannou,Blue,3,0,5,0,5,Orthodox,193.04,210.82,0,2,4,8,Orthodox,193.04,203.2,31,37
Henry Cejudo,Sergio Pettis,Red,3,0,4,2,7,Orthodox,167.64,175.26,0,1,2,5,Orthodox,162.56,162.56,24,30
Eddie Alvarez,Justin Gaethje,Red,3,0,1,0,1,Orthodox,180.34,177.8,2,0,3,3,Orthodox,175.26,175.26,29,33
Tecia Torres,Michelle Waterson,Red,3,1,0,1,2,Orthodox,160.02,157.48,0,2,1,5,Orthodox,154.94,152.4,31,28
Charles Oliveira,Paul Felder,Blue,3,0,2,3,6,Orthodox,180.34,177.8,0,1,8,10,Orthodox,177.8,187.96,33,28
Alex Oliveira,Yancy Medeiros,Blue,3,0,2,5,5,Orthodox,177.8,190.5,0,2,3,7,Orthodox,180.34,193.04,30,29
David Teymur,Drakkar Klose,Red,3,0,1,0,1,Orthodox,175.26,177.8,0,3,0,3,Southpaw,175.26,185.42,29,28
Felice Herrig,Cortney Casey,Red,3,0,1,3,3,Orthodox,170.18,170.18,0,3,1,4,Orthodox,162.56,165.1,30,33
Amanda Cooper,Angela Magana,Red,3,2,0,2,0,,154.94,165.1,1,0,2,1,Switch,160.02,162.56,34,26
Sabah Homasi,Abdul Razak Alhassan,Blue,3,1,0,1,1,Orthodox,177.8,185.42,1,0,1,0,Orthodox,182.88,182.88,32,29
Jeremy Kimball,Dominick Reyes,Blue,3,0,0,0,0,Southpaw,193.04,195.58,0,1,1,1,Switch,182.88,182.88,27,26
Justin Willis,Allen Crowder,Red,3,0,0,0,0,Orthodox,190.5,193.04,0,1,0,1,Southpaw,185.42,198.12,28,30
Nicco Montano,Roxanne Modafferi,Red,5,1,0,1,0,,170.18,175.26,0,0,0,0,Southpaw,165.1,165.1,35,28
Sean O'Malley,Terrion Ware,Red,3,1,0,1,0,Orthodox,172.72,180.34,0,0,0,0,Switch,180.34,182.88,31,23
Barb Honchak,Lauren Murphy,Blue,3,1,0,3,1,Orthodox,170.18,170.18,0,0,0,0,,162.56,165.1,34,38
Eric Spicely,Gerald Meerschaert,Blue,3,1,0,1,2,Southpaw,185.42,195.58,0,2,1,2,Orthodox,185.42,185.42,29,31
DeAnna Bennett,Melinda Fabian,Draw,3,0,0,0,0,,167.64,167.64,0,0,0,0,,162.56,172.72,30,33
Joe Soto,Brett Johns,Blue,3,0,2,0,2,Orthodox,170.18,180.34,0,3,3,3,Orthodox,167.64,165.1,25,30
Christina Marks,Montana De La Rosa,Blue,3,0,0,0,0,,170.18,172.72,0,0,0,0,Orthodox,170.18,175.26,22,32
Andrew Sanchez,Ryan Janes,Blue,3,2,0,2,1,Orthodox,190.5,193.04,1,0,1,2,Orthodox,185.42,187.96,36,29
Karine Gevorgyan,Rachael Ostovich,Blue,3,0,0,0,0,Orthodox,160.02,157.48,0,0,0,0,,162.56,160.02,26,28
Ariel Beck,Shana Dobson,Blue,3,0,0,0,0,,167.64,175.26,0,0,0,0,,167.64,167.64,28,27
Gillian Robertson,Emily Whitmire,Red,3,0,0,0,0,,165.1,160.02,0,0,0,0,,165.1,160.02,26,22
Michael Bisping,Kelvin Gastelum,Blue,5,2,0,4,8,Southpaw,175.26,180.34,1,0,8,20,Orthodox,185.42,190.5,26,38
Li Jingliang,Zak Ottow,Red,3,0,1,1,2,Orthodox,180.34,182.88,0,2,2,4,Orthodox,182.88,180.34,30,29
Wang Guan,Alex Caceres,Red,3,0,1,9,8,Southpaw,177.8,185.42,0,0,0,0,Orthodox,175.26,180.34,29,31
Muslim Salikhov,Alex Garcia,Blue,3,1,0,3,4,Orthodox,175.26,182.88,0,0,0,0,Orthodox,180.34,177.8,30,33
Zabit Magomedsharipov,Sheymon Moraes,Red,3,0,0,0,0,Orthodox,172.72,182.88,0,1,0,1,Orthodox,185.42,185.42,27,26
Song Kenan,Bobby Nash,Red,3,2,0,2,0,Orthodox,182.88,187.96,0,0,0,0,Orthodox,182.88,180.34,27,27
Kailin Curran,Yan Xiaonan,Blue,3,0,0,0,0,Orthodox,165.1,160.02,3,0,5,1,Orthodox,162.56,165.1,28,26
Song Yadong,Bharat Kandare,Red,3,0,0,0,0,Orthodox,170.18,182.88,0,0,0,0,Orthodox,172.72,170.18,30,19
Chase Sherman,Shamil Abdurakhimov,Blue,3,1,0,2,2,Orthodox,190.5,193.04,0,2,2,2,Orthodox,193.04,198.12,36,28
Wu Yanan,Gina Mazany,Blue,3,1,0,1,0,Southpaw,167.64,172.72,0,0,0,0,Orthodox,172.72,167.64,29,21
Wuliji Buren,Rolando Dy,Blue,3,2,0,2,0,Orthodox,172.72,175.26,0,0,0,0,Orthodox,175.26,175.26,27,28
Cyril Asker,Hu Yaozong,Red,3,0,0,0,0,Orthodox,190.5,182.88,1,0,2,1,Orthodox,182.88,187.96,22,31
Fabricio Werdum,Marcin Tybura,Red,5,0,3,1,3,Orthodox,190.5,198.12,0,1,4,10,Orthodox,193.04,195.58,32,40
Bec Rawlings,Jessica-Rose Clark,Blue,3,0,0,0,0,Orthodox,165.1,162.56,2,0,3,2,Orthodox,167.64,162.56,29,28
Tim Means,Belal Muhammad,Blue,3,0,2,2,3,Orthodox,180.34,182.88,0,1,6,9,Orthodox,187.96,190.5,29,33
Jake Matthews,Bojan Velickovic,Red,3,1,0,3,2,Southpaw,182.88,193.04,2,0,3,4,Orthodox,180.34,185.42,28,23
Elias Theodorou,Daniel Kelly,Red,3,1,0,2,6,Southpaw,182.88,177.8,1,0,2,5,Orthodox,185.42,190.5,40,29
Alexander Volkanovski,Shane Young,Red,3,0,0,0,0,Orthodox,172.72,182.88,0,2,0,2,Orthodox,167.64,180.34,24,29
Ryan Benoit,Ashkan Mokhtarian,Red,3,1,0,1,0,Southpaw,167.64,170.18,1,0,3,2,Orthodox,165.1,172.72,32,28
Nik Lentz,Will Brooks,Red,3,2,0,2,1,Orthodox,177.8,182.88,1,0,7,11,Orthodox,172.72,172.72,31,33
