fight_id,r_fighter,r_current_streak,r_avg_sig_str_landed,r_avg_opp_sig_str_landed,r_total_time_fought_seconds,r_stance,r_height_cms,r_reach_cms,r_age,r_record,r_takedown_diff,b_fighter,b_current_streak,b_avg_sig_str_landed,b_avg_opp_sig_str_landed,b_total_time_fought_seconds,b_stance,b_height_cms,b_reach_cms,b_age,b_record,b_takedown_diff,winner,title_bout
4568,Muslim Salikhov,-1,10,6,502,Orthodox,180.34,177.8,33,,,Ricky Rainey,0,,,,Switch,185.42,195.58,34,,,Red,f
4567,Wilson Reis,-2,22.6,34.4,693.1,Southpaw,162.56,165.1,33,,,John Moraga,2,31.08333333,32.33333333,725.9166667,Orthodox,167.64,167.64,34,,,Blue,f
4566,Krzysztof Jotko,-2,35.66666667,20.22222222,722.5555556,Southpaw,185.42,195.58,28,,,Brad Tavares,3,40.66666667,32.4,773.4666667,Orthodox,185.42,187.96,30,,,Blue,f
4565,Gilbert Burns,1,28.14285714,38.57142857,677.5714286,Orthodox,177.8,180.34,31,,,Dan Moret,0,,,,Southpaw,182.88,185.42,31,,,Red,f
4564,Shana Dobson,1,34,35,473,,167.64,175.26,29,,,Lauren Mueller,0,,,,Orthodox,165.1,170.18,26,,,Blue,f
4563,Dhiego Lima,-3,18.4,20.4,307.2,Orthodox,187.96,187.96,29,,,Yushin Okami,-2,25.68421053,25.47368421,701.5789474,Southpaw,187.96,190.5,36,,,Blue,f
4562,Arjan Bhullar,1,24,32,900,Orthodox,185.42,190.5,31,,,Adam Wieczorek,1,42,32,900,Orthodox,195.58,205.74,26,,,Blue,f
4561,Matthew Lopez,-1,30.25,33.25,661.5,Southpaw,170.18,175.26,31,,,Alejandro Perez,2,37.85714286,30.14285714,633.2857143,Orthodox,167.64,170.18,28,,,Blue,f
4560,Luke Sanders,-2,47.66666667,19.66666667,359,Southpaw,167.64,170.18,32,,,Patrick Williams,-1,17.66666667,18.33333333,254,Orthodox,172.72,185.42,36,,,Red,f
4559,Khabib Nurmagomedov,9,50.33333333,18.66666667,734.6666667,Orthodox,177.8,177.8,29,,,Al Iaquinta,5,48.5,36.3,588.1,Orthodox,177.8,177.8,30,,,Red,t
4558,Rose Namajunas,2,39.42857143,33.71428571,664,Orthodox,165.1,165.1,25,,,Joanna Jedrzejczyk,-1,117.7777778,43.11111111,1044.666667,Orthodox,167.64,165.1,30,,,Red,t
4557,Renato Moicano,-1,67.75,45.75,772.25,Orthodox,180.34,182.88,28,,,Calvin Kattar,2,80,81,766,Orthodox,180.34,182.88,30,,,Red,f
4556,Zabit Magomedsharipov,2,39.5,21,716,Orthodox,185.42,185.42,27,,,Kyle Bochniak,1,37.25,56.5,900,Orthodox,170.18,177.8,31,,,Red,f
4555,Joe Lauzon,-2,21.28,40.48,483.52,Orthodox,177.8,180.34,33,,,Chris Gruetzemacher,-2,59,56.66666667,657,Orthodox,172.72,172.72,31,,,Blue,f
4554,Karolina Kowalkiewicz,1,75.83333333,69.66666667,880.5,Orthodox,160.02,162.56,32,,,Felice Herrig,4,38.66666667,47.83333333,700.6666667,Orthodox,162.56,165.1,33,,,Red,f
4553,Evan Dunham,-1,66.44444444,42.77777778,730.2777778,Southpaw,177.8,177.8,36,,,Olivier Aubin-Mercier,3,33.5,33.5,752.75,Southpaw,175.26,177.8,29,,,Blue,f
4552,Bec Rawlings,-3,48.33333333,60.33333333,694.3333333,Orthodox,167.64,162.56,29,,,Ashlee Evans-Smith,-2,42,31,607.2,Orthodox,172.72,170.18,30,,,Blue,f
4551,Devin Clark,-1,36,30.75,644.75,Orthodox,182.88,190.5,27,,,Mike Rodriguez,0,,,,Southpaw,193.04,208.28,29,,,Red,f
4550,Fabricio Werdum,2,52.33333333,31.66666667,637.0666667,Orthodox,193.04,195.58,40,,,Alexander Volkov,3,100.6666667,38.66666667,870,Orthodox,200.66,203.2,29,,,Blue,f
4549,Jimi Manuwa,-1,24.77777778,21.55555556,419.1111111,Orthodox,185.42,200.66,38,,,Jan Blachowicz,2,42.375,41,750,Orthodox,187.96,198.12,35,,,Blue,f
4548,Tom Duquesnoy,-1,34.5,51.5,614,Orthodox,170.18,172.72,24,,,Terrion Ware,-2,74,117.5,900,Orthodox,172.72,180.34,31,,,Red,f
4547,Leon Edwards,4,26.75,26.125,773.625,Southpaw,182.88,187.96,26,,,Peter Sobotta,2,25.75,31.75,655.875,Southpaw,182.88,190.5,31,,,Red,f
4546,John Phillips,0,,,,Southpaw,180.34,190.5,32,,,Charles Byrd,0,,,,Orthodox,177.8,185.42,34,,,Blue,f
4545,Danny Roberts,-1,34.4,33,508.8,Southpaw,185.42,187.96,30,,,Oliver Enkamp,-1,34,57,900,Switch,182.88,195.58,26,,,Red,f
4544,Danny Henry,1,93,69,900,Orthodox,182.88,185.42,29,,,Hakeem Dawodu,0,,,,Orthodox,172.72,185.42,26,,,Red,f
4543,Paul Craig,-2,20,18,321.6666667,Orthodox,190.5,193.04,30,,,Magomed Ankalaev,0,,,,Orthodox,190.5,190.5,25,,,Red,f
4542,Stevie Ray,-1,37.57142857,23.85714286,626,Southpaw,177.8,177.8,27,,,Kajan Johnson,3,33,22.75,792.5,Orthodox,180.34,190.5,33,,,Blue,f
4541,Mark Godbeer,2,33.33333333,25,435,Orthodox,193.04,195.58,34,,,Dmitry Sosnovskiy,0,,,,Orthodox,190.5,195.58,28,,,Blue,f
4540,Cris Cyborg,4,75.5,23,686.5,Orthodox,172.72,172.72,32,,,Yana Kunitskaya,0,,,,Orthodox,167.64,172.72,28,,,Red,t
4539,Frankie Edgar,2,62.63636364,37.81818182,1057.681818,Orthodox,167.64,172.72,36,,,Brian Ortega,5,37.33333333,55.33333333,634.5,Switch,172.72,175.26,27,,,Blue,f
4538,Sean O'Malley,1,141,88,900,Switch,180.34,182.88,23,,,Andre Soukhamthath,1,36.33333333,41,722,Orthodox,175.26,177.8,29,,,Red,f
4537,Stefan Struve,-1,23.89473684,29.47368421,427.1052632,Orthodox,210.82,213.36,30,,,Andrei Arlovski,1,24.58333333,20.04166667,458.0416667,Orthodox,190.5,195.58,39,,,Blue,f
4536,Cat Zingano,-2,21.5,14.25,592.5,Southpaw,167.64,172.72,35,,,Ketlen Vieira,3,33.66666667,47,785.3333333,Orthodox,172.72,172.72,26,,,Blue,f
4535,Ashley Yoder,-2,35,49,900,Southpaw,170.18,175.26,30,,,Mackenzie Dern,0,,,,Orthodox,162.56,160.02,24,,,Blue,f
4534,Beneil Dariush,-2,39.16666667,27.75,582.6666667,Southpaw,177.8,182.88,28,,,Alexander Hernandez,0,,,,Orthodox,175.26,182.88,25,,,Blue,f
4533,John Dodson,-1,44.08333333,43.41666667,806.5833333,Orthodox,160.02,167.64,33,,,Pedro Munhoz,4,31.5,42.5,461.5,Orthodox,167.64,165.1,31,,,Red,f
4532,CB Dollaway,1,23.27777778,19.88888889,499.4444444,Orthodox,187.96,193.04,34,,,Hector Lombard,-5,37,39.4,661.2,Southpaw,175.26,180.34,40,,,Red,f
4531,Mike Pyle,-2,21.05555556,23.33333333,491.8888889,Orthodox,182.88,187.96,42,,,Zak Ottow,-1,37.75,33.25,719.25,Orthodox,180.34,182.88,31,,,Blue,f
4530,Bryan Caraway,2,28.75,41.375,764.125,Orthodox,172.72,172.72,33,,,Cody Stamann,2,80,46.5,900,Orthodox,167.64,162.56,28,,,Blue,f
4529,Jordan Johnson,2,40.5,37.5,900,Orthodox,187.96,200.66,29,,,Adam Milstead,-1,29.5,32,450,Orthodox,190.5,193.04,30,,,Red,f
4528,Josh Emmett,2,51.8,47,774.6,Orthodox,167.64,177.8,32,,,Jeremy Stephens,2,38.59259259,34.11111111,754.4074074,Orthodox,172.72,180.34,31,,,Blue,f
4527,Jessica Andrade,1,74.16666667,57.25,689.6666667,Orthodox,154.94,157.48,26,,,Tecia Torres,3,65.28571429,34,821.8571429,Orthodox,154.94,152.4,28,,,Red,f
4526,Ovince Saint Preux,3,26,28.2,592.0666667,Southpaw,190.5,203.2,34,,,Ilir Latifi,1,14.22222222,18.22222222,404.3333333,Orthodox,177.8,185.42,34,,,Blue,f
4525,Mike Perry,-1,41,43.16666667,557,Orthodox,177.8,180.34,26,,,Max Griffin,-1,26.33333333,37.66666667,564,Orthodox,180.34,193.04,32,,,Blue,f
4524,Renan Barao,-1,51.07692308,53.61538462,850.5384615,Orthodox,167.64,177.8,31,,,Brian Kelleher,1,30.33333333,20,355,Switch,167.64,167.64,31,,,Blue,f
4523,Sara McMann,-1,18.55555556,18.55555556,476.3333333,Orthodox,167.64,167.64,37,,,Marion Reneau,1,50,33.71428571,770.1428571,Orthodox,167.64,172.72,40,,,Blue,f
4522,Maryna Moroz,2,29.75,34,697.5,Orthodox,170.18,170.18,26,,,Angela Hill,-1,64.83333333,64.33333333,777.8333333,Orthodox,160.02,162.56,33,,,Blue,f
4521,Ben Saunders,-1,28.61538462,29.30769231,523.5384615,Orthodox,187.96,195.58,34,,,Alan Jouban,-2,39.3,27,476.2,Southpaw,182.88,185.42,36,,,Blue,f
4520,Sam Alvey,-1,30,31,584.3846154,Southpaw,187.96,190.5,31,,,Marcin Prachnio,0,,,,Orthodox,190.5,187.96,29,,,Red,f
4519,Rani Yahya,1,19.38461538,15.92307692,679.8461538,Orthodox,167.64,170.18,33,,,Russell Doane,1,19.28571429,16.28571429,562.5714286,Orthodox,170.18,177.8,31,,,Red,f
4518,Eric Shelton,1,49.66666667,23,900,Orthodox,167.64,172.72,27,,,Alex Perez,1,24,8,414,Orthodox,167.64,165.1,25,,,Blue,f
4517,Albert Morales,-2,51.8,56.4,799.4,Orthodox,175.26,182.88,26,,,Manny Bermudez,0,,,,Orthodox,177.8,180.34,23,,,Blue,f
4516,Donald Cerrone,-3,43.65384615,43.5,535.8076923,Orthodox,185.42,185.42,34,,,Yancy Medeiros,3,32.18181818,41.72727273,423.4545455,Orthodox,177.8,190.5,30,,,Red,f
4515,Derrick Lewis,-1,27.16666667,13.41666667,508.75,Orthodox,190.5,200.66,33,,,Marcin Tybura,-1,58.2,49,895.8,Orthodox,190.5,198.12,32,,,Red,f
4514,James Vick,3,35.22222222,28.55555556,523.7777778,Orthodox,190.5,193.04,30,,,Francisco Trinaldo,1,38.6875,25.9375,680.5625,Southpaw,175.26,177.8,39,,,Red,f
4513,Thiago Alves,1,39.22727273,33.40909091,653.7272727,Orthodox,175.26,177.8,34,,,Curtis Millender,0,,,,Orthodox,187.96,193.04,30,,,Blue,f
4512,Steven Peterson,0,,,,Orthodox,177.8,177.8,27,,,Brandon Davis,-1,38,33,900,Orthodox,177.8,182.88,27,,,Blue,f
4511,Sage Northcutt,1,30,18.66666667,514,Orthodox,182.88,180.34,21,,,Thibault Gouti,1,18.5,22.25,284,Orthodox,177.8,182.88,30,,,Red,f
4510,Jared Gordon,2,84,24,732,Orthodox,175.26,172.72,29,,,Diego Ferreira,1,27.6,25,495.2,Orthodox,175.26,187.96,33,,,Blue,f
4509,Geoff Neal,0,,,,Southpaw,180.34,190.5,27,,,Brian Camozzi,-2,29,59,536,Orthodox,187.96,198.12,26,,,Red,f
4508,Roberto Sanchez,-1,2,12,236,Orthodox,167.64,167.64,31,,,Joby Sanchez,-1,44.33333333,39,789.3333333,Orthodox,167.64,172.72,26,,,Red,f
4507,Sarah Moras,1,12,21.66666667,657,,170.18,170.18,29,,,Lucie Pudilova,1,76,70,900,Orthodox,172.72,170.18,23,,,Blue,f
4506,Joshua Burkman,-4,29.94444444,34.72222222,665.3333333,Orthodox,177.8,182.88,37,,,Alex Morono,-2,59.25,38.75,825,Orthodox,180.34,182.88,27,,,Blue,f
4505,Oskar Piechota,1,56,17,900,Southpaw,182.88,193.04,28,,,Tim Williams,0,,,,Orthodox,187.96,193.04,31,,,Red,f
4504,Yoel Romero,-1,38.44444444,28.55555556,763.7777778,Southpaw,182.88,185.42,40,,,Luke Rockhold,1,33.25,17.125,386.5,Southpaw,190.5,195.58,33,,,Red,t
4503,Mark Hunt,1,29.33333333,36.6,665.8666667,Orthodox,177.8,182.88,43,,,Curtis Blaydes,2,42.4,28.6,536,Orthodox,193.04,203.2,26,,,Blue,f
4502,Tai Tuivasa,1,22,10,275,Southpaw,187.96,190.5,24,,,Cyril Asker,1,13.5,15.25,220.5,Orthodox,182.88,187.96,32,,,Red,f
4501,Jake Matthews,1,29.375,21.125,629,Orthodox,180.34,185.42,23,,,Li Jingliang,3,37.85714286,28.85714286,507.1428571,Orthodox,182.88,180.34,29,,,Red,f
4500,Tyson Pedro,-1,19.33333333,19.66666667,465.6666667,Orthodox,190.5,200.66,26,,,Saparbeg Safarov,-1,37,60,474,Orthodox,185.42,198.12,31,,,Red,f
4499,Damien Brown,-2,39.2,50.8,612.8,Orthodox,177.8,172.72,33,,,Dong Hyun Ma,2,34,49.5,582.25,Orthodox,180.34,177.8,29,,,Blue,f
4498,Rob Wilkinson,-1,24,43,490,Orthodox,190.5,203.2,25,,,Israel Adesanya,0,,,,Switch,193.04,203.2,28,,,Blue,f
4497,Alexander Volkanovski,3,68.33333333,22.66666667,742,Orthodox,167.64,180.34,29,,,Jeremy Kennedy,3,38,23,900,Orthodox,180.34,180.34,25,,,Red,f
4496,Jussier Formiga,1,13.8,24.6,661.9,Orthodox,165.1,170.18,32,,,Ben Nguyen,2,30,24.2,396.8,Switch,165.1,165.1,29,,,Red,f
4495,Ross Pearson,-4,41.95652174,43.69565217,704.0434783,Orthodox,172.72,175.26,33,,,Mizuto Hirota,-1,54.2,57,900,Orthodox,170.18,170.18,36,,,Red,f
4494,Teruto Ishihara,1,39,38.16666667,681,Southpaw,170.18,175.26,26,,,Jose Quinonez,3,38.75,28,713.5,,172.72,175.26,27,,,Blue,f
4493,Luke Jumeau,-1,44.5,47.5,900,Orthodox,180.34,182.88,29,,,Daichi Abe,1,63,43,900,Orthodox,180.34,180.34,26,,,Red,f
4492,Lyoto Machida,-3,29.22727273,19.45454545,694.7727273,Southpaw,185.42,187.96,39,,,Eryk Anders,2,51,22,537,Southpaw,185.42,190.5,30,,,Red,f
4491,Valentina Shevchenko,-1,46.4,46.6,1073.8,Southpaw,165.1,167.64,29,,,Priscila Cachoeira,0,,,,Orthodox,170.18,165.1,29,,,Red,f
4490,Michel Prazeres,5,33.55555556,31.55555556,787.5555556,Orthodox,167.64,170.18,36,,,Desmond Green,-1,52,37.5,900,Southpaw,177.8,185.42,28,,,Red,f
4489,Tim Johnson,-1,34.5,32.66666667,678,Southpaw,190.5,195.58,32,,,Marcelo Golm,1,35,2,128,Orthodox,190.5,190.5,25,,,Red,f
4488,Douglas Silva de Andrade,-1,41.5,50.5,782.25,Orthodox,170.18,172.72,32,,,Marlon Vera,-1,32.85714286,42.71428571,714.7142857,Switch,172.72,177.8,25,,,Red,f
4487,Thiago Santos,3,22,11.08333333,323.1666667,Orthodox,187.96,193.04,34,,,Anthony Smith,3,37.83333333,42.83333333,667.3333333,Orthodox,193.04,193.04,29,,,Red,f
4486,Sergio Moraes,-1,28.22222222,33.11111111,709.8888889,Orthodox,182.88,182.88,35,,,Tim Means,-1,45.25,31,623.5,Orthodox,187.96,190.5,33,,,Red,f
4485,Alan Patrick,2,21,21.6,664.8,Southpaw,180.34,187.96,34,,,Damir Hadzovic,1,12.5,28,415.5,Orthodox,175.26,177.8,31,,,Red,f
4484,Maia Stevenson,0,,,,Orthodox,162.56,157.48,35,,,Polyana Viana,0,,,,Orthodox,165.1,170.18,25,,,Blue,f
4483,Iuri Alcantara,-2,27.875,26.375,626.6875,Southpaw,175.26,180.34,37,,,Joe Soto,-1,33.85714286,51.85714286,597.5714286,Orthodox,167.64,165.1,30,,,Red,f
4482,Deiveson Figueiredo,1,19,30,900,Orthodox,165.1,172.72,30,,,Joseph Morales,1,12,2,236,Switch,167.64,175.26,23,,,Red,f
4481,Jacare Souza,-1,19.44444444,18.66666667,468.2222222,Orthodox,185.42,182.88,38,,,Derek Brunson,2,20.66666667,17.08333333,371.5,Southpaw,185.42,195.58,34,,,Red,f
4480,Dennis Bermudez,-2,47.28571429,32.42857143,650.5,Orthodox,167.64,167.64,31,,,Andre Fili,1,38,32.33333333,621.5555556,Orthodox,180.34,187.96,27,,,Blue,f
4479,Jordan Rinaldi,1,12,18.5,510.5,Orthodox,177.8,182.88,30,,,Gregor Gillespie,3,23,23,450.6666667,Orthodox,170.18,180.34,31,,,Blue,f
4478,Drew Dober,1,25.77777778,30.11111111,455.2222222,Southpaw,172.72,177.8,29,,,Frank Camacho,1,154,104,900,Orthodox,177.8,185.42,28,,,Red,f
4477,Erik Koch,-1,17.75,24.625,508.875,Southpaw,177.8,180.34,29,,,Bobby Green,-4,55.875,50.125,721,Orthodox,177.8,180.34,31,,,Blue,f
4476,Mirsad Bektic,-1,32.8,12.4,638.2,Orthodox,172.72,177.8,26,,,Godofredo Pepey,-1,18.4,25.1,471.9,Orthodox,170.18,185.42,30,,,Red,f
4475,Katlyn Chookagian,1,57.33333333,49.66666667,900,Orthodox,175.26,172.72,29,,,Mara Romero Borella,1,3,0,174,Orthodox,167.64,175.26,31,,,Red,f
4474,Randa Markos,-1,41.42857143,46.85714286,810.5714286,Orthodox,162.56,160.02,32,,,Juliana Lima,-1,28,26,808.8333333,Orthodox,165.1,165.1,35,,,Red,f
4473,Justine Kish,-1,54.33333333,61,900,Orthodox,165.1,162.56,29,,,Ji Yeon Kim,-1,60,53,900,Orthodox,170.18,182.88,28,,,Blue,f
4472,Vinc Pichel,3,30,25.5,538,Orthodox,177.8,182.88,35,,,Joaquim Silva,3,31.66666667,28.66666667,611.3333333,,172.72,175.26,28,,,Red,f
4471,Niko Price,-1,16,29.75,380.5,Orthodox,182.88,193.04,28,,,George Sullivan,-1,42.2,27,662.2,Orthodox,182.88,185.42,36,,,Red,f
4470,Austin Arnett,0,,,,Orthodox,182.88,182.88,26,,,Cory Sandhagen,0,,,,Switch,180.34,177.8,25,,,Blue,f
4469,Stipe Miocic,5,48.15384615,30.84615385,561.4615385,Orthodox,193.04,203.2,35,,,Francis Ngannou,6,14,6,246.3333333,Orthodox,193.04,210.82,31,,,Red,t
4468,Daniel Cormier,-1,54.9,42.4,866.9,Orthodox,180.34,182.88,38,,,Volkan Oezdemir,3,33,29,323.3333333,Orthodox,187.96,190.5,28,,,Red,t
4467,Calvin Kattar,1,75,73,900,Orthodox,180.34,182.88,29,,,Shane Burgos,3,84,64.33333333,839.6666667,Orthodox,180.34,190.5,26,,,Red,f
4466,Gian Villante,-2,47.90909091,65.90909091,646.2727273,Orthodox,190.5,193.04,32,,,Francimar Barroso,-1,30.5,34.75,748.125,Orthodox,185.42,190.5,37,,,Red,f
4465,Thomas Almeida,-1,46,34.71428571,460.1428571,Southpaw,170.18,177.8,26,,,Rob Font,-1,38.33333333,27.83333333,439.6666667,Orthodox,172.72,180.34,30,,,Blue,f
4464,Kyle Bochniak,-1,38.66666667,62.66666667,900,Orthodox,170.18,177.8,30,,,Brandon Davis,0,,,,Orthodox,177.8,182.88,27,,,Red,f
4463,Sabah Homasi,-2,36,49,368.5,Orthodox,182.88,182.88,29,,,Abdul Razak Alhassan,1,27.33333333,31,404.6666667,Orthodox,177.8,185.42,32,,,Blue,f
4462,Dustin Ortiz,1,38.18181818,30.09090909,767.0909091,Orthodox,165.1,165.1,29,,,Alexandre Pantoja,2,78,57,825.5,Orthodox,165.1,170.18,27,,,Red,f
4461,Dan Ige,0,,,,Orthodox,170.18,180.34,26,,,Julio Arce,0,,,,Southpaw,170.18,177.8,28,,,Blue,f
4460,Matt Bessette,0,,,,Orthodox,177.8,177.8,33,,,Enrique Barzola,2,52.75,32.75,900,,170.18,177.8,28,,,Blue,f
4459,Islam Makhachev,2,22.75,7,591,Orthodox,177.8,177.8,26,,,Gleison Tibau,-2,21.96153846,26.73076923,676.1538462,Southpaw,177.8,180.34,34,,,Red,f
4458,Jeremy Stephens,1,38.19230769,33.73076923,765.8846154,Orthodox,172.72,180.34,31,,,Dooho Choi,-1,27.25,30.25,293.25,Orthodox,177.8,177.8,26,,,Red,f
4457,Paige VanZant,-1,40.16666667,29.33333333,699.6666667,Orthodox,162.56,165.1,23,,,Jessica-Rose Clark,1,101,65,900,Orthodox,165.1,162.56,30,,,Blue,f
4456,Kamaru Usman,6,46.83333333,17,691.1666667,Switch,182.88,193.04,30,,,Emil Meek,1,50,34,900,Switch,180.34,187.96,29,,,Red,f
4455,Darren Elkins,5,37,26.52941176,702.2352941,Orthodox,177.8,180.34,33,,,Michael Johnson,-2,45.52941176,45.94117647,673.3529412,Southpaw,177.8,185.42,31,,,Red,f
4454,James Krause,3,56,49.625,638,Orthodox,187.96,185.42,31,,,Alex White,1,44.33333333,32.33333333,682,Southpaw,182.88,180.34,29,,,Red,f
4453,Matt Frevola,0,,,,Orthodox,175.26,180.34,27,,,Polo Reyes,-1,52.75,37,498.25,,180.34,180.34,33,,,Blue,f
4452,Talita Bernardo,-1,22,57,894,Orthodox,162.56,172.72,30,,,Irene Aldana,-2,96,137,900,Orthodox,175.26,172.72,29,,,Blue,f
4451,Kyung Ho Kang,2,30,20.5,883.25,Orthodox,175.26,185.42,30,,,Guido Cannetti,1,33.5,22.5,652,Southpaw,167.64,172.72,38,,,Red,f
4450,Kalindra Faria,-1,0,3,174,Switch,170.18,,31,,,Jessica Eye,-4,48.57142857,47.28571429,827.1428571,Orthodox,167.64,167.64,31,,,Blue,f
4449,Danielle Taylor,2,44.66666667,39,900,Orthodox,152.4,152.4,28,,,JJ Aldrich,1,64.5,74,900,Southpaw,165.1,170.18,25,,,Blue,f
4448,Mads Burnell,-1,10,26,686,Orthodox,172.72,175.26,23,,,Mike Santiago,-1,24,45,562,Orthodox,177.8,175.26,28,,,Red,f
4447,Cris Cyborg,3,61.33333333,16,415.3333333,Orthodox,172.72,172.72,32,,,Holly Holm,1,51.71428571,43.57142857,1034,Southpaw,172.72,175.26,36,,,Red,t
4446,Khabib Nurmagomedov,8,45.5,17.875,714,Orthodox,177.8,177.8,29,,,Edson Barboza,3,41.58823529,37.11764706,628.4117647,Orthodox,180.34,190.5,31,,,Red,f
4445,Dan Hooker,1,38.85714286,45.42857143,576.1428571,Switch,182.88,190.5,27,,,Marc Diakiese,3,21,14,503.3333333,Orthodox,177.8,185.42,24,,,Red,f
4444,Cynthia Calvillo,3,39,35.66666667,641.3333333,Orthodox,162.56,162.56,30,,,Carla Esparza,-1,26.5,38.75,760.75,,154.94,160.02,30,,,Blue,f
4443,Carlos Condit,-2,58.61538462,36.53846154,817.2307692,Orthodox,187.96,190.5,33,,,Neil Magny,-1,46.17647059,23.52941176,697.6470588,Orthodox,190.5,203.2,30,,,Blue,f
4442,Khalil Rountree Jr.,2,8.75,13,373.75,Southpaw,185.42,193.04,27,,,Michal Oleksiejczuk,0,,,,Southpaw,182.88,187.96,22,,,Draw,f
4441,Myles Jury,1,23,12.33333333,521.3333333,Orthodox,177.8,185.42,29,,,Rick Glenn,2,84,72.33333333,900,Southpaw,182.88,177.8,28,,,Red,f
4440,Marvin Vettori,1,36,27.66666667,690,Southpaw,182.88,187.96,24,,,Omari Akhmedov,2,30.625,27.625,626,Orthodox,182.88,185.42,30,,,Draw,f
4439,Louis Smolka,-3,47,36.11111111,710.1111111,Orthodox,175.26,172.72,26,,,Matheus Nicolau,2,43.5,29,853.5,,167.64,167.64,24,,,Blue,f
4438,Tim Elliott,-1,46.66666667,32.11111111,799.6666667,Southpaw,170.18,167.64,31,,,Mark De La Rosa,0,,,,Orthodox,167.64,165.1,23,,,Red,f
4437,Robbie Lawler,1,49.88888889,52.11111111,763.1111111,Southpaw,180.34,187.96,35,,,Rafael Dos Anjos,2,39.43478261,36.08695652,702.7826087,Southpaw,172.72,177.8,33,,,Blue,f
4436,Ricardo Lamas,2,30.25,28,611.5833333,Orthodox,172.72,180.34,35,,,Josh Emmett,1,62.25,54.5,900,Orthodox,167.64,177.8,32,,,Blue,f
4435,Santiago Ponzinibbio,5,35.77777778,36.44444444,529.8888889,Orthodox,182.88,185.42,31,,,Mike Perry,2,39,36.2,488.4,Orthodox,177.8,180.34,26,,,Red,f
4434,Glover Teixeira,-1,34.46153846,35.84615385,599.6923077,Orthodox,187.96,193.04,38,,,Misha Cirkunov,-1,23.4,13.4,332.2,Orthodox,190.5,195.58,30,,,Red,f
4433,Jared Cannonier,1,40.2,24.4,573.8,Switch,180.34,195.58,33,,,Jan Blachowicz,1,41.28571429,43.14285714,728.5714286,Orthodox,187.96,198.12,34,,,Blue,f
4432,Julian Marquez,0,,,,Orthodox,187.96,190.5,27,,,Darren Stewart,-3,14.66666667,15,405,Orthodox,182.88,187.96,26,,,Red,f
4431,Chad Laprise,2,52.71428571,39.42857143,649.4285714,Orthodox,177.8,180.34,31,,,Galore Bofando,1,10,3,130,Switch,180.34,182.88,35,,,Red,f
4430,Nordine Taleb,1,42.57142857,25.57142857,777.8571429,Orthodox,185.42,187.96,36,,,Danny Roberts,1,42.75,40,621.25,Southpaw,185.42,187.96,30,,,Red,f
4429,John Makdessi,-1,57.07692308,41.84615385,635.6153846,Orthodox,172.72,172.72,32,,,Abel Trujillo,-1,24.4,19.1,529.1,Orthodox,172.72,177.8,34,,,Red,f
4428,Alessio Di Chirico,-1,42.33333333,34.33333333,644.6666667,Orthodox,182.88,187.96,28,,,Oluwale Bamgbose,-2,17,20,369.5,Switch,180.34,198.12,30,,,Red,f
4427,Jordan Mein,-3,30.85714286,27.42857143,536.1428571,Orthodox,182.88,185.42,28,,,Erick Silva,-1,18,28,390.3571429,Orthodox,182.88,187.96,33,,,Red,f
4426,Cub Swanson,4,66.07692308,53.07692308,866.9230769,Orthodox,172.72,177.8,34,,,Brian Ortega,4,40,54.4,661,Switch,172.72,175.26,26,,,Blue,f
4425,Jason Knight,-1,43.5,35.66666667,695.6666667,Orthodox,177.8,180.34,25,,,Gabriel Benitez,-1,36.8,26.6,600.6,Southpaw,172.72,180.34,29,,,Blue,f
4424,Marlon Moraes,1,44.5,43,900,Orthodox,167.64,170.18,29,,,Aljamain Sterling,2,50.125,18.375,827.375,Orthodox,170.18,180.34,28,,,Red,f
4423,Scott Holtzman,1,66.2,53,872,Orthodox,175.26,175.26,34,,,Darrell Horcher,1,21.5,59,709,Southpaw,177.8,177.8,30,,,Red,f
4422,Eryk Anders,1,23,14,174,Southpaw,185.42,190.5,30,,,Markus Perez,0,,,,Orthodox,185.42,185.42,29,,,Red,f
4421,Albert Morales,-1,45.25,51,774.25,Orthodox,175.26,182.88,26,,,Benito Lopez,0,,,,Switch,177.8,185.42,23,,,Blue,f
4420,Alexis Davis,1,36.42857143,37.71428571,653.5714286,Orthodox,167.64,172.72,33,,,Liz Carmouche,2,30,27,737.6666667,Orthodox,167.64,167.64,33,,,Red,f
4419,Luke Sanders,-1,60,19.5,355.5,Southpaw,167.64,170.18,31,,,Andre Soukhamthath,-2,44.5,50,900,Orthodox,175.26,177.8,29,,,Blue,f
4418,Carls John De Tomas,-1,30,62,900,Southpaw,165.1,180.34,21,,,Alex Perez,0,,,,Orthodox,167.64,165.1,25,,,Blue,f
4417,Frankie Saenz,-3,57,45,869,Orthodox,167.64,167.64,37,,,Merab Dvalishvili,0,,,,Orthodox,167.64,172.72,26,,,Red,f
4416,Alejandro Perez,1,38.33333333,28.83333333,588.8333333,Orthodox,167.64,170.18,28,,,Iuri Alcantara,-1,27.2,25.8,608.4666667,Southpaw,175.26,180.34,37,,,Red,f
4415,Chris Gruetzemacher,-1,65.5,57.5,660.5,Orthodox,172.72,172.72,31,,,Davi Ramos,-1,35,39,900,Orthodox,167.64,177.8,31,,,Blue,f
4414,Antonio Braga Neto,-1,11,22.5,506,Orthodox,190.5,195.58,30,,,Trevin Giles,1,41,5,474,Orthodox,182.88,187.96,25,,,Blue,f
