Fight_ID,R_fighter,R_streak,R_avg_SIG_STR_landed,R_avg_opp_SIG_STR_landed,R_total_time_fought(seconds),R_Stance,R_Height_cms,R_Reach_cms,R_age,R_Record,R_Takedown_Diff
3772,Robbie Lawler,5,51.125,53,794,Southpaw,180.34,187.96,34,,
3771,Rose Namajunas,3,36,31.25,774.5,Orthodox,165.1,165.1,24,,
3770,Matt Brown,-1,34.95238095,22.95238095,580.2857143,Orthodox,182.88,190.5,35,,
3769,Francisco Rivera,-2,36.6,26.7,521.9,Orthodox,172.72,172.72,34,,
3768,Ryan Benoit,-1,15.66666667,26,373.3333333,Orthodox,165.1,172.72,26,,
3767,Nikita Krylov,4,27.28571429,11.85714286,261.2857143,Orthodox,190.5,195.58,24,,
3766,Ross Pearson,-1,41.85,38.7,695.55,Orthodox,172.72,175.26,31,,
3765,Anthony Hamilton,-1,38.2,25.2,505.6,Orthodox,195.58,193.04,36,,
3764,Wilson Reis,1,27.83333333,27.16666667,784.6666667,Southpaw,162.56,165.1,31,,
3763,Michael Graves,2,19,19,675.5,,177.8,180.34,25,,
3762,Cesar Arzamendia,-1,16,10,222,,180.34,180.34,25,,
3761,Holly Holm,-1,51.5,30.75,892.25,Southpaw,172.72,175.26,34,,
3760,Edson Barboza,1,41.4,36.06666667,617.8666667,Orthodox,180.34,190.5,30,,
3759,Francis Ngannou,2,30.5,14.5,536.5,Orthodox,193.04,210.82,29,,
3758,Felice Herrig,-1,18,35.5,692.5,Orthodox,162.56,165.1,31,,
3757,Frankie Saenz,-1,64.25,46.5,900,Orthodox,167.64,167.64,35,,
3756,Darren Elkins,2,35.57142857,21.57142857,667.0714286,Orthodox,177.8,180.34,32,,
3755,Kamaru Usman,2,31.5,14.5,639.5,Switch,182.88,193.04,29,,
3754,Michel Prazeres,1,27.4,42.6,900,Orthodox,167.64,170.18,34,,
3753,Alex Oliveira,-1,19.8,17.4,545.8,Orthodox,180.34,193.04,28,,
3752,Jim Alers,-2,31.33333333,42.66666667,631,Orthodox,175.26,180.34,29,,
3751,Luis Henrique,-1,5,25,473,Orthodox,187.96,187.96,22,,
3750,Michael McDonald,1,25.25,25,580.625,Orthodox,175.26,177.8,25,,
3749,Tony Ferguson,7,36.27272727,25,516.5454545,Orthodox,180.34,193.04,32,,
3748,Tim Boetsch,-3,27.11111111,28.16666667,585.4444444,Orthodox,182.88,187.96,35,,
3747,Aleksei Oleinik,2,11.5,12.5,169.5,Orthodox,187.96,203.2,39,,
3746,Kyle Noke,-1,29.7,16.8,500.1,Southpaw,185.42,193.04,36,,
3745,Louis Smolka,3,56.6,47,773.4,Orthodox,175.26,172.72,24,,
3744,Lauren Murphy,1,63,50.66666667,898.3333333,Orthodox,170.18,170.18,32,,
3743,Eric Spicely,0,,,,Orthodox,185.42,185.42,29,,
3742,Cortney Casey,-2,67.5,80.5,900,Orthodox,170.18,170.18,29,,
3741,Scott Holtzman,-1,54.5,33.5,830,Orthodox,175.26,175.26,32,,
3740,Rani Yahya,2,15.55555556,13.22222222,673.1111111,Orthodox,167.64,170.18,31,,
3739,Devin Clark,0,,,,Orthodox,182.88,190.5,26,,
3738,Miesha Tate,5,35.71428571,36.85714286,920.4285714,Orthodox,167.64,165.1,29,,
3737,Brock Lesnar,-2,23.14285714,16.57142857,388.8571429,Orthodox,190.5,205.74,38,,
3736,Daniel Cormier,2,60.28571429,41.42857143,924.4285714,Orthodox,180.34,182.88,37,,
3735,Jose Aldo,-1,53.625,40.5,1104,Orthodox,170.18,177.8,29,,
3734,Cain Velasquez,-1,51.38461538,19.53846154,487.6153846,Orthodox,185.42,195.58,33,,
3733,Cat Zingano,-1,25,15,490,Southpaw,167.64,172.72,34,,
3732,Johny Hendricks,-1,44.3125,42.375,720.8125,Southpaw,175.26,175.26,32,,
3731,TJ Dillashaw,-1,73.09090909,38.72727273,788.7272727,Orthodox,167.64,170.18,30,,
3730,Sage Northcutt,-1,15.66666667,10.66666667,294.6666667,Orthodox,182.88,180.34,20,,
3729,Diego Sanchez,1,36.13043478,41,803.3478261,Southpaw,177.8,182.88,34,,
3728,Gegard Mousasi,1,39.75,16.125,712.75,Orthodox,187.96,193.04,30,,
3727,Jim Miller,-2,26.86363636,25.36363636,642.5,Southpaw,172.72,180.34,32,,
3726,Joanna Jedrzejczyk,5,96.6,35.4,943.8,Orthodox,167.64,165.1,28,,
3725,Andrew Sanchez,0,,,,Orthodox,185.42,187.96,28,,
3724,Tatiana Suarez,0,,,,,165.1,167.64,25,,
3723,Ross Pearson,1,41.21052632,36.52631579,684.7894737,Orthodox,172.72,175.26,31,,
3722,Dooho Choi,2,14,4,55.5,Orthodox,177.8,177.8,25,,
3721,Joaquim Silva,1,49,58,900,,172.72,175.26,27,,
3720,Gray Maynard,-4,26.375,32.375,772.625,Orthodox,175.26,177.8,37,,
3719,John Moraga,-1,30.625,35.25,739.125,Orthodox,167.64,167.64,32,,
3718,Cory Hendricks,0,,,,,190.5,,28,,
3717,Cezar Ferreira,1,16.125,15.375,520.25,Southpaw,185.42,198.12,31,,
3716,Jake Matthews,2,37.6,18.2,597.2,Orthodox,180.34,185.42,21,,
3715,Li Jingliang,-1,49,38.25,655.5,Orthodox,182.88,180.34,28,,
3714,Rafael Dos Anjos,5,35.78947368,27.63157895,700.6315789,Southpaw,172.72,177.8,31,,
3713,Roy Nelson,1,22.9375,49.9375,612.6875,Orthodox,182.88,182.88,40,,
3712,Alan Jouban,1,36,23,418.6666667,Southpaw,182.88,185.42,34,,
3711,Joe Duffy,-1,20,28.33333333,397.3333333,Orthodox,177.8,185.42,28,,
3710,Mike Pyle,1,23.25,24.375,516.4375,Orthodox,182.88,187.96,40,,
3709,John Makdessi,-2,58.81818182,43.09090909,660.2727273,Orthodox,172.72,172.72,31,,
3708,Anthony Birchak,-1,15.66666667,8.333333333,141.6666667,Orthodox,172.72,175.26,30,,
3707,Russell Doane,-2,23.5,21.5,824.75,Orthodox,170.18,177.8,29,,
3706,Felipe Arantes,1,31.75,29.5,734.125,Orthodox,172.72,185.42,28,,
3705,Gilbert Burns,-1,24,38.5,737.75,Orthodox,177.8,180.34,29,,
3704,Marco Beltran,2,30.5,24,900,Orthodox,172.72,175.26,30,,
3703,Vicente Luque,1,20,21,516.5,Orthodox,180.34,190.5,24,,
3702,Rory MacDonald,-1,50.5,32.41666667,765.1666667,Orthodox,182.88,193.04,26,,
3701,Donald Cerrone,1,41.4,41.95,530,Orthodox,185.42,185.42,33,,
3700,Steve Bosse,1,2.5,2,40.5,Orthodox,180.34,182.88,34,,
3699,Olivier Aubin-Mercier,-1,35.4,40,779.4,Southpaw,175.26,177.8,27,,
3698,Valerie Letourneau,-1,78.5,97,1050,Orthodox,170.18,172.72,33,,
3697,Jason Saggo,1,19.66666667,19.33333333,489.3333333,Orthodox,180.34,180.34,30,,
3696,Misha Cirkunov,2,28,11,336.5,Orthodox,190.5,195.58,29,,
3695,Tamdan McCrory,1,20.28571429,13.71428571,575.2857143,Switch,193.04,198.12,29,,
3694,Chris Beal,-2,37.5,40.25,777.75,Orthodox,170.18,175.26,30,,
3693,Elias Theodorou,-1,45.75,24.25,732,Orthodox,185.42,190.5,28,,
3692,Randa Markos,-1,35.66666667,44,900,Orthodox,162.56,160.02,30,,
3691,Colby Covington,-1,15.5,8.5,520.5,Orthodox,180.34,182.88,28,,
3690,Ali Bagautinov,-2,39.4,56.6,1001.6,Orthodox,162.56,165.1,31,,
3689,Luke Rockhold,5,31.83333333,15.16666667,388.5,Southpaw,190.5,195.58,31,,
3688,Dominick Cruz,4,72,56,1140.25,Orthodox,172.72,172.72,31,,
3687,Max Holloway,8,61.57142857,41.57142857,672.3571429,Orthodox,180.34,175.26,24,,
3686,Dan Henderson,-1,27,34.375,707.375,Orthodox,180.34,187.96,45,,
3685,Dustin Poirier,3,43.35714286,28.57142857,531.5714286,Southpaw,175.26,182.88,27,,
3684,Brian Ortega,2,24.33333333,33.66666667,548.6666667,Switch,172.72,175.26,25,,
3683,Beneil Dariush,-1,29,27.125,552.625,Southpaw,177.8,182.88,27,,
3682,Jessica Penne,-1,32,90.5,881,,165.1,170.18,33,,
3681,Cole Miller,-2,30.61111111,34.94444444,572.1666667,Orthodox,185.42,187.96,32,,
3680,Sean Strickland,2,53.4,32,767.6,Orthodox,185.42,193.04,25,,
3679,Jonathan Wilson,1,4,0,50,Southpaw,187.96,190.5,28,,
3678,Kevin Casey,-2,17.2,22.6,445.2,Southpaw,180.34,195.58,34,,
3677,Polo Reyes,1,10,16,222,,180.34,180.34,31,,
3676,Thomas Almeida,4,49.75,33.5,437.75,Southpaw,170.18,177.8,24,,
3675,Renan Barao,-1,53.8,53.2,835.7,Orthodox,167.64,177.8,29,,
3674,Tarec Saffiedine,1,72,66.33333333,1029.333333,Switch,177.8,177.8,29,,
3673,Chris Camozzi,2,45.53333333,34.86666667,664.6666667,Orthodox,187.96,193.04,29,,
3672,Jorge Masvidal,-1,52.55555556,39.55555556,862.3333333,Orthodox,180.34,187.96,31,,
3671,Joshua Burkman,1,31.42857143,34.28571429,706.4285714,Orthodox,177.8,182.88,36,,
3670,Sara McMann,-2,19,23.8,457,Orthodox,167.64,167.64,35,,
3669,Abel Trujillo,2,24.75,18.5,467.75,Orthodox,172.72,177.8,32,,
3668,Jake Collier,-1,34.66666667,30,536.3333333,Orthodox,190.5,198.12,27,,
3667,Erik Koch,-1,19.16666667,23.83333333,448.1666667,Southpaw,177.8,180.34,27,,
3666,Aljamain Sterling,4,40.75,12.5,754.75,Orthodox,170.18,180.34,26,,
3665,Chris de la Rocha,-1,1,15,48,Orthodox,190.5,203.2,37,,
3664,Fabricio Werdum,6,48.2,27,602.4,Orthodox,193.04,195.58,38,,
3663,Jacare Souza,-1,20,17.16666667,534.5,Orthodox,185.42,182.88,36,,
3662,Cris Cyborg,0,,,,Orthodox,172.72,172.72,30,,
3661,Mauricio Rua,1,36.8,36.26666667,675.8666667,Orthodox,185.42,193.04,34,,
3660,Warlley Alves,4,21.25,26.5,540.5,Orthodox,180.34,182.88,25,,
3659,Demian Maia,4,22.40909091,20.09090909,720.5,Southpaw,185.42,182.88,38,,
3658,Thiago Santos,3,21,12.33333333,340.8333333,Orthodox,187.96,193.04,32,,
3657,Francisco Trinaldo,5,31.83333333,23.5,654.3333333,Southpaw,175.26,177.8,37,,
3656,John Lineker,3,54.22222222,40,579.3333333,Orthodox,160.02,170.18,25,,
3655,Rogerio Nogueira,-2,28.75,24.625,606.875,Southpaw,187.96,190.5,39,,
3654,Sergio Moraes,4,27.8,31.4,704.2,Orthodox,182.88,182.88,33,,
3653,Renato Moicano,1,48,33,510,Orthodox,180.34,182.88,26,,
3652,Alistair Overeem,3,38,13.5,474.25,Orthodox,193.04,203.2,35,,
3651,Antonio Silva,-1,18.55555556,29.11111111,385.5555556,Orthodox,193.04,203.2,36,,
3650,Albert Tumenov,5,37.33333333,33.83333333,529,Orthodox,180.34,185.42,24,,
3649,Germaine de Randamie,1,26.66666667,16.66666667,519.3333333,Orthodox,175.26,180.34,32,,
3648,Nikita Krylov,3,22.16666667,10.16666667,223,Orthodox,190.5,195.58,24,,
3647,Karolina Kowalkiewicz,1,66,34,900,Orthodox,160.02,162.56,30,,
3646,Rustam Khabilov,1,19.5,16.16666667,660.5,Orthodox,172.72,185.42,29,,
3645,Magnus Cedenblad,3,13.75,22,489.5,Orthodox,195.58,200.66,34,,
3644,Jon Tuck,1,38.4,51.2,740.6,Orthodox,180.34,185.42,31,,
3643,Yan Cabral,-1,20.75,28,796.5,Orthodox,180.34,185.42,32,,
3642,Kyoji Horiguchi,1,46.5,33.33333333,826.3333333,Orthodox,165.1,167.64,25,,
3641,Leon Edwards,-1,24.5,26.5,677,Southpaw,182.88,187.96,24,,
3640,Ulka Sasaki,-2,9.666666667,19,335,Southpaw,177.8,180.34,26,,
3639,Jon Jones,12,57.25,26.4375,807,Orthodox,193.04,213.36,28,,
3638,Demetrious Johnson,9,67,36.30769231,1123,Orthodox,160.02,167.64,29,,
3637,Anthony Pettis,-2,26.375,26.25,641.25,Orthodox,177.8,182.88,29,,
3636,Robert Whittaker,4,49.375,42,621.375,Orthodox,182.88,185.42,25,,
3635,Yair Rodriguez,3,47.33333333,30.33333333,900,,180.34,180.34,23,,
3634,Sergio Pettis,1,56.33333333,39.66666667,812.1666667,Orthodox,167.64,175.26,22,,
3633,Danny Roberts,1,6,11,166,Southpaw,185.42,187.96,28,,
3632,Carla Esparza,-1,23,40.5,621.5,,154.94,160.02,28,,
3631,Glaico Franca,1,23,20,886,,182.88,195.58,25,,
3630,Walt Harris,-3,13.66666667,22.66666667,504.6666667,Southpaw,195.58,195.58,32,,
3629,Marcos Rogerio de Lima,-1,10,9,96,Orthodox,185.42,190.5,30,,
3628,Efrain Escudero,-1,33.18181818,25.36363636,730.3636364,Orthodox,175.26,177.8,30,,
3627,Glover Teixeira,2,41.66666667,37.44444444,612,Orthodox,187.96,193.04,36,,
3626,Rose Namajunas,2,32.66666667,21.33333333,732.6666667,Orthodox,165.1,165.1,23,,
3625,Khabib Nurmagomedov,6,32.5,19.66666667,740.5,Orthodox,177.8,177.8,27,,
3624,Cub Swanson,-2,43.22222222,45.77777778,785.5555556,Orthodox,172.72,177.8,32,,
3623,Beneil Dariush,5,29.28571429,29.42857143,577.2857143,Southpaw,177.8,182.88,26,,
3622,Bethe Correia,-1,58.25,33.75,562.5,Orthodox,165.1,162.56,32,,
3621,Court McGee,1,75.11111111,48.33333333,833.5555556,Orthodox,180.34,190.5,31,,
3620,Randy Brown,1,48,46,900,Orthodox,190.5,198.12,25,,
3619,John Dodson,-1,40.125,45,792.75,Orthodox,160.02,167.64,31,,
3618,Oluwale Bamgbose,1,7.5,5.5,106,Switch,180.34,198.12,28,,
3617,Elizeu Zaleski dos Santos,-1,57,41,900,Orthodox,180.34,185.42,29,,
3616,Ben Rothwell,4,22.11111111,30.22222222,453.7777778,Orthodox,193.04,198.12,34,,
3615,Derrick Lewis,2,20.42857143,8.142857143,310.2857143,Orthodox,190.5,200.66,31,,
3614,Francis Ngannou,1,25,5,473,Orthodox,193.04,210.82,29,,
3613,Tim Johnson,-1,24,14,598.5,Southpaw,190.5,195.58,31,,
3612,Igor Pokrajac,-5,19.75,34.75,530.0833333,Orthodox,182.88,193.04,37,,
3611,Maryna Moroz,-1,33.5,40,495,Orthodox,170.18,170.18,24,,
3610,Nicolas Dalby,-1,62.5,53,900,Orthodox,180.34,187.96,31,,
3609,Ian Entwistle,1,0.5,8,139,Orthodox,165.1,162.56,29,,
3608,Mairbek Taisumov,3,25.6,18,517.8,Orthodox,175.26,185.42,27,,
3607,Filip Pejic,0,,,,Orthodox,172.72,177.8,23,,
3606,Rob Whiteford,-1,21,20,605.25,Southpaw,175.26,175.26,32,,
3605,Jared Cannonier,-1,10,12,177,Switch,180.34,195.58,32,,
3604,Alessio Di Chirico,0,,,,Orthodox,182.88,187.96,26,,
3603,Mark Hunt,1,30.81818182,35.54545455,642.9090909,Orthodox,177.8,182.88,41,,
3602,Hector Lombard,-1,30.83333333,24.5,654.3333333,Southpaw,175.26,180.34,38,,
3601,Jake Matthews,1,38,14,525.25,Orthodox,180.34,185.42,21,,
3600,Daniel Kelly,1,37.75,39.5,529,Southpaw,182.88,177.8,38,,
3599,James Te Huna,-3,26.77777778,19.33333333,393.6666667,Orthodox,187.96,190.5,34,,
3598,Bec Rawlings,1,45,31.5,574.5,Orthodox,167.64,162.56,27,,
3597,Brendan O'Reilly,1,28.5,39,900,Orthodox,170.18,175.26,28,,
3596,Dan Hooker,-1,37.75,54.25,641.75,Switch,182.88,190.5,26,,
3595,Leslie Smith,-1,47.66666667,99.33333333,478,Orthodox,175.26,167.64,33,,
3594,Richard Walsh,1,58.25,24.5,709.75,,182.88,185.42,27,,
3593,Ross Pearson,-1,40.61111111,34.22222222,672.8333333,Orthodox,172.72,175.26,31,,
3592,Alan Patrick,-1,24.33333333,30.33333333,508,Southpaw,180.34,187.96,32,,
3591,Conor McGregor,7,30.85714286,16.85714286,334.5714286,Southpaw,175.26,187.96,27,,
3590,Holly Holm,3,49,27.66666667,719.6666667,Southpaw,172.72,175.26,34,,
3589,Gian Villante,1,45.28571429,68.28571429,596.5714286,Orthodox,190.5,193.04,30,,
3588,Corey Anderson,2,64.8,29.2,723.8,Orthodox,190.5,200.66,26,,
3587,Amanda Nunes,2,17.6,9.4,266.8,Orthodox,172.72,175.26,27,,
3586,Brandon Thatch,-2,20.25,17.5,381.25,Switch,187.96,187.96,30,,
3585,Erick Silva,-1,14.27272727,26.54545455,346.6363636,Orthodox,182.88,187.96,31,,
3584,Vitor Miranda,2,30.66666667,16.33333333,552.3333333,Orthodox,185.42,195.58,36,,
3583,Darren Elkins,1,30.30769231,21.15384615,649.1538462,Orthodox,177.8,180.34,31,,
3582,Diego Sanchez,-1,35.59090909,40.31818182,798.9545455,Southpaw,177.8,182.88,34,,
3581,Jason Saggo,-1,19.5,28.5,598.5,Orthodox,180.34,180.34,30,,
3580,Julian Erosa,1,61,52,900,Southpaw,185.42,187.96,26,,
3579,Anderson Silva,-3,31.84210526,19,567.3157895,Southpaw,187.96,195.58,40,,
3578,Gegard Mousasi,-1,33.85714286,16,686,Orthodox,187.96,193.04,30,,
3577,Tom Breese,2,24.5,13,287.5,Southpaw,190.5,185.42,24,,
3576,Francisco Rivera,-1,33,25.33333333,479.8888889,Orthodox,172.72,172.72,34,,
3575,Mike Wilkinson,1,21.33333333,29.66666667,354.3333333,,170.18,172.72,28,,
3574,Davey Grant,-1,18,15,430,,172.72,175.26,30,,
3573,Scott Askham,-1,25,24,657.3333333,Southpaw,190.5,190.5,27,,
3572,Arnold Allen,1,23,35,701,Southpaw,172.72,177.8,22,,
3571,Bradley Scott,1,38,37.75,662.75,,185.42,193.04,26,,
3570,Norman Parke,1,47.125,42.125,852.625,,180.34,177.8,29,,
3569,Daniel Omielanczuk,1,27.5,43.5,661.5,Southpaw,182.88,187.96,33,,
3568,Teemu Packalen,-1,35,43,900,Orthodox,185.42,182.88,28,,
3567,David Teymur,0,,,,Southpaw,175.26,185.42,26,,
3566,Donald Cerrone,-1,43.36842105,43.42105263,549.8421053,Orthodox,185.42,185.42,32,,
3565,Derek Brunson,3,21.66666667,20.66666667,471,Southpaw,185.42,195.58,32,,
3564,Cody Garbrandt,2,56.5,39,895,Orthodox,172.72,165.1,24,,
3563,Dennis Bermudez,-2,46.4,34.6,625.8,Orthodox,167.64,167.64,29,,
3562,Chris Camozzi,1,48,37.35714286,710.2857143,Orthodox,187.96,193.04,29,,
3561,James Krause,1,49.16666667,43.66666667,550.6666667,Orthodox,187.96,185.42,29,,
3560,Alex Garcia,1,24.75,29.25,685.75,Orthodox,175.26,182.88,28,,
3559,Daniel Sarafian,1,18.8,24.6,494.6,Orthodox,175.26,185.42,33,,
3558,Anthony Smith,-1,5,6,112,Orthodox,193.04,193.04,27,,
3557,Jonavin Webb,-1,23,31,900,Orthodox,177.8,180.34,26,,
3556,Marion Reneau,-1,39,33,638,Orthodox,167.64,172.72,38,,
3555,Lauren Murphy,-2,47,38,900,Orthodox,170.18,170.18,32,,
3554,Anthony Hamilton,1,37.75,16,407,Orthodox,195.58,193.04,35,,
3553,Johny Hendricks,1,46.8,43.6,754.8,Southpaw,175.26,175.26,32,,
3552,Roy Nelson,-3,21.66666667,50.86666667,593.5333333,Orthodox,182.88,182.88,39,,
3551,Ovince Saint Preux,-1,18.625,18.375,487.125,Southpaw,190.5,203.2,32,,
3550,Joseph Benavidez,4,44,28.66666667,697,Southpaw,162.56,165.1,31,,
3549,Misha Cirkunov,1,24,6,285,Orthodox,190.5,195.58,28,,
3548,Mike Pyle,-2,19.8,22.66666667,493.2,Orthodox,182.88,187.96,40,,
3547,Joshua Burkman,-6,29.46153846,34.38461538,691.5384615,Orthodox,177.8,182.88,35,,
3546,Derrick Lewis,1,21.5,9.333333333,339.1666667,Orthodox,190.5,200.66,30,,
3545,Ray Borg,3,14.75,14.25,678.25,Orthodox,162.56,160.02,22,,
3544,Noad Lahat,2,33,17,653,Orthodox,175.26,175.26,31,,
3543,Mickey Gall,0,,,,Switch,187.96,187.96,24,,
3542,Artem Lobov,-1,2,23,900,Southpaw,175.26,165.1,29,,
3541,Anthony Johnson,1,21.5,11.125,401.4375,Orthodox,187.96,198.12,31,,
3540,Josh Barnett,1,38,18.375,526.5,Orthodox,190.5,198.12,38,,
3539,Iuri Alcantara,1,27.81818182,22.09090909,682.4545455,Southpaw,175.26,180.34,35,,
3538,Sage Northcutt,2,14.5,3,199,Orthodox,182.88,180.34,19,,
3537,Tarec Saffiedine,-1,81,84.5,1094,Switch,177.8,177.8,29,,
3536,Olivier Aubin-Mercier,3,32,33.75,749.25,Southpaw,175.26,177.8,26,,
3535,Rafael Natal,3,40.07692308,29.38461538,815.7692308,Orthodox,182.88,193.04,33,,
3534,Dustin Ortiz,1,50.66666667,38.16666667,862.8333333,Orthodox,165.1,165.1,27,,
3533,George Sullivan,1,49.25,30,768,Orthodox,182.88,185.42,34,,
3532,Alex Caceres,-3,39.83333333,22.83333333,670.5,Southpaw,177.8,185.42,27,,
3531,Matt Dwyer,-1,14,21,385.6666667,Orthodox,193.04,193.04,26,,
3530,Damon Jackson,-2,12.5,17,312.5,Switch,180.34,180.34,27,,
3529,Anthony Rocco Martin,-1,16.75,21.25,530.75,Orthodox,182.88,185.42,26,,
3528,TJ Dillashaw,4,69.5,31.4,717.6,Orthodox,167.64,170.18,29,,
3527,Anthony Pettis,-1,22.14285714,24,604.2857143,Orthodox,177.8,182.88,28,,
3526,Travis Browne,-1,20.83333333,27.91666667,427.4166667,Orthodox,198.12,200.66,33,,
3525,Ross Pearson,1,41.35294118,33.23529412,659.4705882,Orthodox,172.72,175.26,31,,
3524,Patrick Cote,2,29.44444444,33.72222222,677.6666667,Orthodox,180.34,180.34,35,,
3523,Tim Boetsch,-2,27.11764706,27.05882353,596.4117647,Orthodox,182.88,187.96,34,,
3522,Chris Wade,3,26.33333333,18.66666667,624,Orthodox,177.8,177.8,28,,
3521,Maximo Blanco,3,45,33.42857143,648.7142857,Orthodox,172.72,180.34,32,,
3520,Paul Felder,-2,47.75,44,782.25,Orthodox,180.34,177.8,31,,
3519,Ilir Latifi,1,8.6,19.2,276.6,Orthodox,177.8,185.42,32,,
3518,Charles Rosa,-1,32.66666667,52.66666667,894.3333333,Switch,175.26,175.26,29,,
3517,Rob Font,1,12,10,139,Orthodox,172.72,180.34,28,,
3516,Francimar Barroso,1,37.66666667,32.66666667,900,Orthodox,185.42,190.5,35,,
3515,Robbie Lawler,4,48.4,44.8,746.9333333,Southpaw,180.34,187.96,33,,
3514,Stipe Miocic,1,59.44444444,39.77777778,741,Orthodox,193.04,203.2,33,,
3513,Lorenz Larkin,2,35.14285714,27.28571429,635.8571429,Orthodox,180.34,182.88,29,,
3512,Diego Brandao,2,19.66666667,26.55555556,451.6666667,Orthodox,170.18,172.72,28,,
3511,Abel Trujillo,1,27.71428571,20.42857143,506.2857143,Orthodox,172.72,177.8,32,,
3510,Michael McDonald,-1,28.14285714,26.42857143,602.2857143,Orthodox,175.26,177.8,24,,
3509,Kyle Noke,2,26.44444444,13.88888889,455.6666667,Southpaw,185.42,193.04,35,,
3508,Justine Kish,0,,,,Orthodox,165.1,162.56,27,,
3507,Scott Holtzman,1,71,31,760,Orthodox,175.26,175.26,32,,
3506,Dustin Poirier,2,41.15384615,27.92307692,503.2307692,Southpaw,175.26,182.88,26,,
3505,Joe Soto,-2,31.5,83.5,718.5,Orthodox,167.64,165.1,28,,
3504,Sheldon Westcott,-2,15,51.5,740.5,Southpaw,185.42,180.34,31,,
3503,Rafael Dos Anjos,4,36.33333333,28.94444444,735.8888889,Southpaw,172.72,177.8,31,,
3502,Junior Dos Santos,1,54.46153846,36.61538462,677.6923077,Orthodox,193.04,195.58,31,,
3501,Michael Johnson,-1,42.07692308,32.61538462,701,Southpaw,177.8,185.42,29,,
3500,Randa Markos,1,36.5,33,900,Orthodox,162.56,160.02,30,,
3499,Charles Oliveira,-1,23.92857143,22,437.1428571,Orthodox,177.8,187.96,26,,
3498,CB Dollaway,-2,21.875,19.875,485.125,Orthodox,187.96,193.04,32,,
3497,Sarah Kaufman,-1,118,59.33333333,762.3333333,Orthodox,165.1,170.18,30,,
3496,Josh Samman,3,19.66666667,8.333333333,365.6666667,Orthodox,190.5,200.66,27,,
3495,Nik Lentz,-1,41,36,776.4666667,Orthodox,172.72,172.72,31,,
3494,Cole Miller,-1,30.76470588,35.52941176,582.6470588,Orthodox,185.42,187.96,31,,
3493,Kamaru Usman,1,15,3,379,Switch,182.88,193.04,28,,
3492,Hayder Hassan,-1,3,15,379,,177.8,177.8,33,,
3491,Francis Ngannou,0,,,,Orthodox,193.04,210.82,29,,
3490,Jose Aldo,7,61.14285714,45.57142857,1259.857143,Orthodox,170.18,177.8,29,,
3489,Chris Weidman,9,32,20.33333333,560.5555556,Orthodox,187.96,198.12,31,,
3488,Jacare Souza,5,18,11.4,461.4,Orthodox,185.42,182.88,36,,
3487,Demian Maia,3,21.23809524,20.95238095,711.952381,Southpaw,185.42,182.88,38,,
3486,Max Holloway,7,61.92307692,41.15384615,654.8461538,Orthodox,180.34,175.26,24,,
3485,Urijah Faber,-1,40.25,35.58333333,820.3333333,Orthodox,167.64,170.18,36,,
3484,Tecia Torres,2,64,32,900,Orthodox,154.94,152.4,26,,
3483,Warlley Alves,3,27.66666667,34.66666667,692,Orthodox,180.34,182.88,24,,
3482,Leonardo Santos,2,24,32.25,708,Orthodox,182.88,190.5,35,,
3481,Joe Proctor,1,34.16666667,35.16666667,600.1666667,Orthodox,177.8,182.88,30,,
3480,John Makdessi,-1,53.3,39.4,636.3,Orthodox,172.72,172.72,30,,
3479,Court McGee,-1,77.25,51.5,825.25,Orthodox,180.34,190.5,30,,
3478,Frankie Edgar,4,65.22222222,38.77777778,1117.833333,Orthodox,167.64,172.72,34,,
3477,Artem Lobov,0,,,,Southpaw,175.26,165.1,29,,
3476,Edson Barboza,1,39,33.23076923,607.2307692,Orthodox,180.34,190.5,29,,
3475,Joe Lauzon,1,18.26315789,33.84210526,438.6842105,Orthodox,177.8,180.34,31,,
3474,Tatsuya Kawajiri,1,24.33333333,29.33333333,716.6666667,Orthodox,170.18,175.26,37,,
3473,Julian Erosa,0,,,,Southpaw,185.42,187.96,26,,
3472,Gabriel Gonzaga,-3,13.4,16.95,353.35,Orthodox,187.96,193.04,36,,
3471,Ryan LaFlare,-1,53.8,31.8,1020,Southpaw,185.42,187.96,32,,
3470,Joby Sanchez,1,39,38.5,900,Orthodox,167.64,172.72,24,,
3469,Chris Gruetzemacher,0,,,,Orthodox,172.72,172.72,29,,
3468,Rose Namajunas,1,20.5,27,426.5,Orthodox,165.1,165.1,23,,
3467,Jim Miller,1,26.4,24.85,637.9,Southpaw,172.72,180.34,32,,
3466,Sage Northcutt,1,21,1,57,Orthodox,182.88,180.34,19,,
3465,Elias Theodorou,3,51.66666667,15,676,Orthodox,185.42,190.5,27,,
3464,Tim Means,-1,43.5,30.5,670.8,Orthodox,187.96,190.5,31,,
3463,Omari Akhmedov,2,24.75,17.25,421.75,Orthodox,182.88,185.42,28,,
3462,Antonio Carlos Junior,1,23.66666667,31.66666667,892.3333333,Orthodox,187.96,200.66,25,,
3461,Aljamain Sterling,3,46.66666667,15.33333333,820.3333333,Orthodox,170.18,180.34,26,,
3460,Santiago Ponzinibbio,-1,29.5,47.75,591.75,Orthodox,182.88,185.42,29,,
3459,Danny Roberts,0,,,,Southpaw,185.42,187.96,28,,
3458,Zubaira Tukhugov,2,37.5,19.5,580.5,Orthodox,172.72,172.72,24,,
