Fight_ID,R_fighter,R_streak,R_avg_SIG_STR_landed,R_avg_opp_SIG_STR_landed,R_total_time_fought(seconds),R_Stance,R_Height_cms,R_Reach_cms,R_age,R_Record,R_Takedown_Diff
2633,Fabio Maldonado,2,77,58.5,808,Orthodox,185.42,190.5,34,,
2632,Michel Prazeres,1,24.5,42,900,Orthodox,167.64,170.18,32,,
2631,Rony Jason,-1,22.5,19.5,395,Orthodox,170.18,177.8,30,,
2630,Ronny Markes,-1,31.25,33.25,849.75,Orthodox,185.42,190.5,25,,
2629,Jussier Formiga,-1,8.333333333,26.33333333,554,Orthodox,165.1,170.18,28,,
2628,Thiago Perpetuo,-1,43,23.5,426,Orthodox,177.8,180.34,26,,
2627,Francimar Barroso,1,31,19,900,Orthodox,185.42,190.5,34,,
2626,Godofredo Pepey,-2,18.75,22.75,528.5,Orthodox,170.18,185.42,26,,
2625,Johny Hendricks,-1,33.08333333,30.41666667,618.5,Southpaw,175.26,175.26,30,,
2624,Carlos Condit,1,55.22222222,37.11111111,888,Orthodox,187.96,190.5,29,,
2623,Diego Sanchez,-1,36.57894737,38.57894737,783,Southpaw,177.8,182.88,32,,
2622,Jake Shields,2,49.28571429,38.14285714,950.4285714,Orthodox,182.88,182.88,35,,
2621,Ovince Saint Preux,2,26.5,19,380,Southpaw,190.5,203.2,30,,
2620,Kelvin Gastelum,2,22.5,25.5,523,Southpaw,175.26,180.34,22,,
2619,Raquel Pennington,1,80,42,900,Orthodox,170.18,170.18,25,,
2618,Dennis Bermudez,5,53.16666667,38.66666667,695.6666667,Orthodox,167.64,167.64,27,,
2617,Sean Spencer,2,72,64.66666667,844.3333333,,177.8,190.5,26,,
2616,Renee Forte,-1,26.66666667,16.33333333,603.6666667,Orthodox,170.18,180.34,26,,
2615,Will Campuzano,-3,39.66666667,55.33333333,891,Orthodox,175.26,177.8,27,,
2614,Bubba McDaniel,-1,24.5,22,834.5,Southpaw,190.5,190.5,30,,
2613,Daniel Pineda,-1,21.66666667,17.16666667,364.6666667,Orthodox,170.18,175.26,28,,
2612,Alexander Gustafsson,-1,38.11111111,29.77777778,556.7777778,Orthodox,195.58,200.66,27,,
2611,Michael Johnson,2,37.7,29.6,641.3,Southpaw,177.8,185.42,27,,
2610,Brad Pickett,-1,35.33333333,49.66666667,556.1666667,Orthodox,167.64,172.72,35,,
2609,Gunnar Nelson,2,25.5,22,557,Switch,180.34,182.88,25,,
2608,Cyrille Diabate,-1,36.28571429,14,475.2857143,Southpaw,198.12,205.74,40,,
2607,Luke Barnatt,2,76,60.5,666,Orthodox,198.12,195.58,25,,
2606,Bradley Scott,1,34.5,45,578.5,,185.42,193.04,24,,
2605,Igor Araujo,1,21,18,900,Orthodox,185.42,195.58,33,,
2604,Phil Harris,-1,19,24.33333333,529.6666667,Orthodox,162.56,162.56,30,,
2603,Dong Hyun Kim,3,25.33333333,18.16666667,710.9166667,Southpaw,187.96,193.04,32,,
2602,Sai Wang,0,,,,Southpaw,182.88,182.88,28,,
2601,Matt Mitrione,-1,26.11111111,18.66666667,429.3333333,Switch,190.5,200.66,35,,
2600,Hatsu Hioki,-3,36,34.2,900,Orthodox,180.34,177.8,30,,
2599,Kazuki Tokudome,-1,38,50.5,900,Southpaw,180.34,185.42,26,,
2598,Nam Phan,-2,83.28571429,104,900,Orthodox,167.64,177.8,30,,
2597,Albert Cheng,0,,,,Orthodox,180.34,,29,,
2596,Jumabieke Tuerxun,0,,,,Orthodox,170.18,170.18,27,,
2595,Ronda Rousey,2,23.5,14,473.5,Orthodox,170.18,172.72,27,,
2594,Daniel Cormier,2,66.5,20.5,900,Orthodox,180.34,182.88,34,,
2593,Rory MacDonald,-1,43.625,25,679.25,Orthodox,182.88,193.04,24,,
2592,Mike Pyle,-1,18.58333333,22.16666667,465.25,Orthodox,182.88,187.96,38,,
2591,Robert Whittaker,-1,61.33333333,58.66666667,813.6666667,Orthodox,182.88,185.42,23,,
2590,Alexis Davis,2,47,38.5,900,Orthodox,167.64,172.72,29,,
2589,Raphael Assuncao,5,34.5,18.33333333,598,Orthodox,165.1,167.64,31,,
2588,Cody Gibson,0,,,,Orthodox,177.8,180.34,26,,
2587,Zach Makovsky,1,26,31,900,Southpaw,162.56,162.56,30,,
2586,Rafaello Oliveira,-1,26.28571429,38,710.8571429,Orthodox,172.72,180.34,32,,
2585,Ernest Chavez,0,,,,Orthodox,172.72,177.8,30,,
2584,Lyoto Machida,1,31.125,15.75,682.75,Southpaw,185.42,187.96,35,,
2583,Jacare Souza,2,18,2.5,192,Orthodox,185.42,182.88,34,,
2582,Erick Silva,-1,11.5,16.66666667,299,Orthodox,182.88,187.96,29,,
2581,Viscardi Andrade,1,12,0,96,Orthodox,180.34,190.5,29,,
2580,Charles Oliveira,-2,19.55555556,19.66666667,346.5555556,Orthodox,177.8,187.96,24,,
2579,Cristiano Marcello,-1,48,47.66666667,757.6666667,Orthodox,175.26,182.88,36,,
2578,Rodrigo Damm,1,45.66666667,52.66666667,644,Orthodox,170.18,180.34,34,,
2577,Francisco Trinaldo,-1,21,17.8,457.8,Southpaw,175.26,177.8,35,,
2576,Iuri Alcantara,-1,24.66666667,22,647,Southpaw,175.26,180.34,33,,
2575,Felipe Arantes,-1,36.4,29,762.4,Orthodox,172.72,185.42,26,,
2574,Ildemar Alcantara,-1,25,33,753,Orthodox,187.96,198.12,31,,
2573,Douglas Silva de Andrade,0,,,,Orthodox,170.18,172.72,28,,
2572,Renan Barao,6,56,34.83333333,836.8333333,Orthodox,167.64,177.8,27,,
2571,Jose Aldo,5,52.8,40.2,1163.8,Orthodox,170.18,177.8,27,,
2570,Frank Mir,-3,12.95454545,21.77272727,326.6363636,Southpaw,190.5,200.66,34,,
2569,John Lineker,4,52.4,33.4,479,Orthodox,160.02,170.18,23,,
2568,Jamie Varner,-1,32.66666667,26.66666667,612,Orthodox,172.72,182.88,29,,
2567,John Makdessi,3,50.42857143,36.85714286,655.1428571,Orthodox,172.72,172.72,28,,
2566,Chris Cariaso,1,48.625,30.25,830.25,Southpaw,160.02,160.02,32,,
2565,Nick Catone,-2,23.57142857,23.71428571,667.8571429,Southpaw,182.88,182.88,32,,
2564,Al Iaquinta,2,57.66666667,40,655.6666667,Orthodox,177.8,177.8,26,,
2563,Clint Hester,2,46.5,17,716.5,Orthodox,187.96,195.58,27,,
2562,Anthony Rocco Martin,0,,,,Orthodox,182.88,185.42,24,,
2561,Neil Magny,-2,34.33333333,19.33333333,664.3333333,Orthodox,190.5,203.2,26,,
2560,Benson Henderson,-1,64.375,31.5,1122.625,Southpaw,175.26,177.8,30,,
2559,Stipe Miocic,1,52.4,34.2,573.4,Orthodox,193.04,203.2,31,,
2558,Donald Cerrone,1,45.72727273,46.09090909,555.5454545,Orthodox,185.42,185.42,30,,
2557,Darren Elkins,1,27.66666667,17.33333333,537.6666667,Orthodox,177.8,180.34,29,,
2556,Alex Caceres,1,47.625,21,697.125,Southpaw,177.8,185.42,25,,
2555,Eddie Wineland,-1,39.4,51.6,717,Orthodox,170.18,175.26,29,,
2554,Chico Camus,1,27.66666667,18.66666667,836.6666667,Orthodox,167.64,167.64,28,,
2553,Junior Hernandez,-1,4,10,70,Orthodox,175.26,175.26,27,,
2552,Daron Cruickshank,-1,34.4,37.4,729.2,Switch,172.72,182.88,28,,
2551,George Sullivan,0,,,,Orthodox,182.88,185.42,32,,
2550,Walt Harris,-1,18,33,900,Southpaw,195.58,195.58,30,,
2549,Luke Rockhold,-1,6,9,152,Southpaw,190.5,195.58,29,,
2548,Lorenz Larkin,1,39,38,900,Orthodox,180.34,182.88,27,,
2547,TJ Dillashaw,-1,28.33333333,13.33333333,442.5,Orthodox,167.64,170.18,27,,
2546,Yoel Romero,2,31,10.5,395.5,Southpaw,182.88,185.42,36,,
2545,John Moraga,-1,30.66666667,40.66666667,773.3333333,Orthodox,167.64,167.64,29,,
2544,Cole Miller,1,30.26666667,35.53333333,572.7333333,Orthodox,185.42,187.96,29,,
2543,Ramsey Nijem,-2,21.83333333,9.666666667,433.8333333,Orthodox,180.34,190.5,25,,
2542,Isaac Vallie-Flagg,1,76,58,900,Orthodox,172.72,172.72,35,,
2541,Trevor Smith,-1,87,73,900,Orthodox,190.5,190.5,33,,
2540,Alptekin Ozkilic,1,27,33,900,Orthodox,165.1,165.1,27,,
2539,Vinc Pichel,-1,0,13,135,Orthodox,177.8,182.88,31,,
2538,Charlie Brenneman,-2,13.375,12.875,553.375,Orthodox,177.8,182.88,32,,
2537,Tarec Saffiedine,0,,,,Switch,177.8,177.8,27,,
2536,Tatsuya Kawajiri,0,,,,Orthodox,170.18,175.26,35,,
2535,Kiichi Kunimoto,0,,,,Orthodox,177.8,180.34,32,,
2534,Kyung Ho Kang,-2,17,29,900,Orthodox,175.26,185.42,26,,
2533,Max Holloway,-2,62.66666667,47.5,732,Orthodox,180.34,175.26,22,,
2532,Katsunori Kikuno,0,,,,Orthodox,172.72,167.64,32,,
2531,Royston Wee,0,,,,Orthodox,170.18,170.18,27,,
2530,Mairbek Taisumov,0,,,,Orthodox,175.26,185.42,25,,
2529,Dustin Kimura,-1,15.5,25,477.5,Orthodox,170.18,180.34,24,,
2528,Leandro Issa,0,,,,Orthodox,170.18,175.26,30,,
2527,Chris Weidman,6,26.16666667,16.5,499.3333333,Orthodox,187.96,198.12,29,,
2526,Ronda Rousey,1,7,4,289,Orthodox,170.18,172.72,26,,
2525,Josh Barnett,4,25.5,12.5,442,Orthodox,190.5,198.12,36,,
2524,Jim Miller,-1,28.73333333,25.2,668.4666667,Southpaw,172.72,180.34,30,,
2523,Dustin Poirier,1,48.125,36,677.125,Southpaw,175.26,182.88,24,,
2522,Chris Leben,-3,26.71428571,26.04761905,554.047619,Southpaw,180.34,187.96,33,,
2521,Gleison Tibau,2,22.1,25.65,711.3,Southpaw,177.8,180.34,30,,
2520,Dennis Siver,-1,39.0625,26.1875,590.3125,Orthodox,167.64,177.8,34,,
2519,John Howard,1,20.875,32.625,782.125,Orthodox,170.18,180.34,30,,
2518,William Patolino,-1,35,22,583,Orthodox,180.34,190.5,22,,
2517,Robert Peralta,-1,48.25,37.75,634.25,Orthodox,172.72,180.34,27,,
2516,Demetrious Johnson,4,68.75,42.125,1190.375,Orthodox,160.02,167.64,27,,
2515,Urijah Faber,3,51.28571429,40.42857143,936.7142857,Orthodox,167.64,170.18,34,,
2514,Chad Mendes,4,23,9.428571429,420.4285714,Orthodox,167.64,167.64,28,,
2513,Joe Lauzon,-2,15.73333333,33,422,Orthodox,177.8,180.34,29,,
2512,Court McGee,2,80.57142857,49.14285714,814.5714286,Orthodox,180.34,190.5,29,,
2511,Danny Castillo,2,33,19.125,757.25,Orthodox,175.26,180.34,34,,
2510,Bobby Green,2,37,14,547.5,Orthodox,177.8,180.34,27,,
2509,Scott Jorgensen,-1,43.83333333,53.66666667,664.3333333,Orthodox,165.1,167.64,31,,
2508,Sam Stout,-1,56.9375,56.125,807.8125,Orthodox,175.26,177.8,29,,
2507,Abel Trujillo,-2,39.33333333,25,677.6666667,Orthodox,172.72,177.8,30,,
2506,Darren Uyenoyama,-1,11,27.33333333,669.3333333,Orthodox,167.64,162.56,34,,
2505,Mark Hunt,-1,24.83333333,21.83333333,509.5,Orthodox,177.8,182.88,39,,
2504,Mauricio Rua,-2,40,40.72727273,768.1818182,Orthodox,185.42,193.04,32,,
2503,Ryan Bader,-1,21.08333333,13.25,486.5,Orthodox,187.96,187.96,30,,
2502,Pat Barry,-1,17,21.18181818,365.4545455,Orthodox,180.34,187.96,34,,
2501,Dylan Andrews,2,20,13,447,Switch,185.42,185.42,34,,
2500,Julie Kedzie,-1,28,50,900,Orthodox,165.1,162.56,32,,
2499,Takeya Mizugaki,3,46.28571429,35.71428571,852.8571429,Orthodox,170.18,172.72,29,,
2498,Nick Ring,-1,56.4,55.2,882.6,Southpaw,182.88,187.96,34,,
2497,Richie Vaculik,0,,,,Orthodox,167.64,175.26,30,,
2496,Bruno Santos,0,,,,Orthodox,175.26,175.26,26,,
2495,Ben Wall,0,,,,Orthodox,177.8,185.42,24,,
2494,Gray Maynard,-1,29.30769231,32.92307692,839.1538462,Orthodox,175.26,177.8,34,,
2493,Julianna Pena,0,,,,,167.64,175.26,24,,
2492,Chris Holdsworth,0,,,,,180.34,180.34,26,,
2491,Jessamyn Duke,0,,,,,180.34,185.42,27,,
2490,Roxanne Modafferi,0,,,,,170.18,175.26,31,,
2489,Akira Corassani,2,46.5,59.5,900,Orthodox,172.72,172.72,31,,
2488,Rani Yahya,3,17,13,759,Orthodox,167.64,170.18,29,,
2487,Jared Rosholt,0,,,,Orthodox,187.96,190.5,27,,
2486,Sean Spencer,1,55.5,66.5,816.5,,177.8,190.5,26,,
2485,Joshua Sampo,0,,,,Orthodox,162.56,162.56,29,,
2484,Georges St-Pierre,11,57.65,19.2,909.6,Orthodox,180.34,193.04,32,,
2483,Rashad Evans,1,28.88235294,31.11764706,835.8823529,Orthodox,182.88,190.5,34,,
2482,Rory MacDonald,5,44.57142857,22.28571429,647.7142857,Orthodox,182.88,193.04,24,,
2481,Josh Koscheck,-2,18.72727273,21.63636364,601.6818182,Orthodox,177.8,185.42,35,,
2480,Tim Elliott,2,77,48,900,Southpaw,170.18,167.64,26,,
2479,Donald Cerrone,-1,47.1,48.3,558.2,Orthodox,185.42,185.42,30,,
2478,Ed Herman,1,27,21.85714286,528.2142857,Orthodox,185.42,195.58,33,,
2477,Brian Ebersole,-1,29.6,21.4,773.6,Southpaw,182.88,185.42,32,,
2476,Erik Perez,-1,26,13.75,351.25,Orthodox,172.72,172.72,23,,
2475,Jason High,1,4.333333333,11,357.3333333,Southpaw,172.72,180.34,32,,
2474,Will Campuzano,-2,39,42.5,886.5,Orthodox,175.26,177.8,27,,
2473,Cody Donovan,-1,14.5,6.5,201,Orthodox,190.5,187.96,32,,
2472,Vitor Belfort,2,10.55555556,14.5,336.2222222,Southpaw,182.88,187.96,36,,
2471,Cezar Ferreira,2,22.5,19,473.5,Southpaw,185.42,198.12,28,,
2470,Rafael Feijao,-1,24,37,269,Orthodox,185.42,185.42,33,,
2469,Paulo Thiago,1,17.1,19.6,696.5,Orthodox,180.34,185.42,32,,
2468,Santiago Ponzinibbio,0,,,,Orthodox,182.88,185.42,27,,
2467,Rony Jason,3,29.66666667,25,513.3333333,Orthodox,170.18,177.8,29,,
2466,Godofredo Pepey,-1,24,26.66666667,670.6666667,Orthodox,170.18,185.42,26,,
2465,Thiago Perpetuo,1,68,33,641,Orthodox,177.8,180.34,25,,
2464,Thiago Tavares,-1,20.07692308,25.15384615,645.1538462,Orthodox,170.18,172.72,29,,
2463,Adriano Martins,0,,,,Southpaw,177.8,182.88,30,,
2462,Jose Maria,-1,19,22,363,Orthodox,165.1,,31,,
2461,Tim Kennedy,1,54,12,900,Orthodox,180.34,187.96,34,,
2460,Liz Carmouche,1,27,8.5,413,Orthodox,167.64,167.64,29,,
2459,Ronny Markes,3,35.66666667,27.66666667,900,Orthodox,185.42,190.5,25,,
2458,Jorge Masvidal,2,37,33.5,749.5,Orthodox,180.34,187.96,28,,
2457,Colton Smith,-1,24,31,770.5,Orthodox,182.88,180.34,26,,
2456,Bobby Green,1,54,6,865,Orthodox,177.8,180.34,27,,
2455,George Roop,2,37.55555556,23.88888889,638.4444444,Orthodox,185.42,182.88,31,,
2454,Dennis Bermudez,4,55,41.8,654.8,Orthodox,167.64,167.64,26,,
2453,Amanda Nunes,1,10,3,128,Orthodox,172.72,175.26,25,,
2452,Chris Camozzi,-1,45,36.44444444,687.8888889,Orthodox,187.96,193.04,26,,
2451,Yves Edwards,-2,28.33333333,21.72222222,623.7777778,Southpaw,175.26,185.42,37,,
2450,Neil Magny,-1,36,15,546.5,Orthodox,190.5,203.2,26,,
2449,Derek Brunson,1,41,40,900,Southpaw,185.42,195.58,29,,
2448,Lyoto Machida,-1,32.86666667,16.8,715.6,Southpaw,185.42,187.96,35,,
2447,Ross Pearson,2,50,36.8,720.7,Orthodox,172.72,175.26,29,,
2446,Jimi Manuwa,2,35.5,18.5,450,Orthodox,185.42,200.66,33,,
2445,Norman Parke,2,55,49.5,900,,180.34,177.8,26,,
2444,Alessio Sakara,-3,19.92857143,14.28571429,310.5714286,Orthodox,182.88,182.88,32,,
2443,Phil Harris,1,21.5,21,709,Orthodox,162.56,162.56,30,,
2442,Al Iaquinta,1,44,27,533.5,Orthodox,177.8,177.8,26,,
2441,Luke Barnatt,1,113,95,900,Orthodox,198.12,195.58,25,,
2440,Rosi Sexton,-1,34,44,900,Orthodox,160.02,160.02,36,,
2439,Andy Ogle,1,35.5,26,900,Orthodox,172.72,175.26,24,,
2438,Jimy Hettes,-1,56.66666667,46.66666667,764,Southpaw,175.26,180.34,26,,
2437,Bradley Scott,-1,55,83,900,,185.42,193.04,24,,
2436,Cain Velasquez,3,41.54545455,10.18181818,383.3636364,Orthodox,185.42,195.58,31,,
2435,Daniel Cormier,1,59,24,900,Orthodox,180.34,182.88,34,,
2434,Gilbert Melendez,-1,43,68,1500,Orthodox,175.26,185.42,31,,
2433,Gabriel Gonzaga,1,12.875,15.0625,321.5625,Orthodox,187.96,193.04,34,,
2432,John Dodson,-1,44.25,54.25,772.25,Orthodox,160.02,167.64,29,,
2431,Tim Boetsch,-2,31.33333333,28.58333333,671.6666667,Orthodox,182.88,187.96,32,,
2430,Nate Marquardt,-1,26.53333333,13.6,576.1333333,Orthodox,182.88,187.96,34,,
2429,Sarah Kaufman,0,,,,Orthodox,165.1,170.18,28,,
2428,George Sotiropoulos,-3,23.1,22,539.8,Orthodox,177.8,180.34,36,,
2427,TJ Waldburger,1,13,11.83333333,424.3333333,Orthodox,180.34,190.5,25,,
2426,Tony Ferguson,-1,39.5,33.75,583.5,Orthodox,180.34,193.04,29,,
2425,Jeremy Larsen,-2,32.5,24.5,366,Orthodox,177.8,177.8,29,,
2424,Dustin Pague,-3,17.4,28.6,594,Orthodox,175.26,187.96,26,,
2423,Demian Maia,3,18.3125,17.6875,604.9375,Southpaw,185.42,182.88,35,,
2422,Erick Silva,1,8.2,17.8,262.6,Orthodox,182.88,187.96,29,,
2421,Thiago Silva,1,28.72727273,20.81818182,458.7272727,Orthodox,187.96,187.96,30,,
2420,Fabio Maldonado,1,75,58.8,789.6,Orthodox,185.42,190.5,33,,
2419,Rousimar Palhares,-2,11.90909091,14.81818182,413.9090909,Orthodox,172.72,180.34,33,,
2418,Raphael Assuncao,4,35,16.2,537.6,Orthodox,165.1,167.64,31,,
2417,Ildemar Alcantara,2,28.5,39,679.5,Orthodox,187.96,198.12,30,,
2416,Yan Cabral,0,,,,Orthodox,180.34,185.42,30,,
2415,Iliarde Santos,-2,23,55.5,525.5,Orthodox,165.1,167.64,33,,
2414,Alan Patrick,0,,,,Southpaw,180.34,187.96,30,,
2413,Jon Jones,9,42.46153846,15.53846154,647.0769231,Orthodox,193.04,213.36,26,,
2412,Renan Barao,5,61.6,39.6,937.2,Orthodox,167.64,177.8,26,,
2411,Brendan Schaub,1,22.25,16,402.75,Orthodox,193.04,198.12,30,,
2410,Costas Philippou,5,34.83333333,32,753.6666667,Orthodox,180.34,185.42,33,,
2409,Pat Healy,-2,33,19,499.5,Orthodox,182.88,187.96,30,,
2408,Mike Ricci,1,28,26,900,Southpaw,182.88,195.58,27,,
2407,Ivan Menjivar,-1,21.57142857,21.14285714,493.2857143,Orthodox,167.64,162.56,31,,
2406,Chris Clements,-1,53,28,811,Orthodox,177.8,177.8,37,,
2405,Mitch Gagnon,1,16,6,384,Southpaw,165.1,165.1,28,,
2404,John Makdessi,2,55.5,41.83333333,744.1666667,Orthodox,172.72,172.72,28,,
2403,Michel Prazeres,-1,30,46,900,Orthodox,167.64,170.18,32,,
2402,Roland Delorme,1,25,38,520,Orthodox,175.26,180.34,29,,
2401,Nandor Guelmino,0,,,,,190.5,193.04,37,,
2400,Glover Teixeira,4,48,19,442.75,Orthodox,187.96,193.04,33,,
2399,Yushin Okami,3,28.64705882,26.82352941,767.8235294,Southpaw,187.96,190.5,32,,
2398,Joseph Benavidez,2,48.33333333,34.16666667,850.1666667,Southpaw,162.56,165.1,29,,
2397,Francisco Trinaldo,2,20.75,11.75,439.75,Southpaw,175.26,177.8,35,,
2396,Rafael Natal,2,40.85714286,24.28571429,832.1428571,Orthodox,182.88,193.04,30,,
2395,Marcos Vinicius,-1,16,25.5,512,Orthodox,175.26,177.8,33,,
2394,Felipe Arantes,1,36.75,23.25,728,Orthodox,172.72,185.42,25,,
2393,Lucas Martins,1,25.5,39,385.5,Southpaw,182.88,182.88,24,,
2392,Joao Zeferino,-1,14,29,900,Orthodox,180.34,185.42,27,,
2391,Keith Wisniewski,-3,27.66666667,69.66666667,800,Orthodox,182.88,190.5,31,,
2390,Yuri Villefort,-1,48,121,900,Orthodox,182.88,185.42,22,,
2389,Benson Henderson,7,72,34.71428571,1242.857143,Southpaw,175.26,177.8,29,,
2388,Frank Mir,-2,13.14285714,21.57142857,336.6666667,Southpaw,190.5,200.66,34,,
2387,Chad Mendes,3,21.5,8.166666667,385.5,Orthodox,167.64,167.64,28,,
2386,Ben Rothwell,-1,17.2,33.6,517.8,Orthodox,193.04,198.12,31,,
2385,Erik Koch,-1,19.33333333,21.33333333,501.3333333,Southpaw,177.8,180.34,24,,
2384,Jamie Varner,1,31.8,26.8,554.4,Orthodox,172.72,182.88,28,,
2383,Louis Gaudinot,1,35.5,89,656,Orthodox,160.02,160.02,29,,
2382,Pascal Krauss,1,82,54.66666667,900,Orthodox,185.42,182.88,26,,
2381,Chico Camus,-1,27.5,19,805,Orthodox,167.64,167.64,28,,
2380,Soa Palelei,-1,21,52,804,Orthodox,193.04,205.74,36,,
2379,Ryan Couture,-1,29,28,525,Orthodox,177.8,190.5,31,,
2378,Jared Hamman,-2,46.16666667,35.83333333,497.6666667,Orthodox,190.5,190.5,31,,
2377,Carlos Condit,-2,49.625,37.375,879.75,Orthodox,187.96,190.5,29,,
2376,Donald Cerrone,1,47.88888889,49.33333333,520.2222222,Orthodox,185.42,185.42,30,,
2375,Kelvin Gastelum,1,31,44,900,Southpaw,175.26,180.34,21,,
2374,Court McGee,1,79.33333333,49.33333333,800.3333333,Orthodox,180.34,190.5,28,,
2373,Takeya Mizugaki,2,47.5,35.5,845,Orthodox,170.18,172.72,29,,
2372,Brad Tavares,3,48.5,40.33333333,793.3333333,Orthodox,185.42,187.96,25,,
2371,Dylan Andrews,1,20,7,202,Switch,185.42,185.42,33,,
2370,Justin Edwards,1,29.25,31.5,686.25,Orthodox,177.8,177.8,30,,
2369,Darren Elkins,-1,25.125,15.625,492.375,Orthodox,177.8,180.34,29,,
2368,James Head,-1,25.25,28.25,525.25,Orthodox,185.42,185.42,29,,
2367,Zak Cummings,0,,,,Southpaw,182.88,190.5,29,,
2366,Roger Bowling,-1,27,26,472,Orthodox,175.26,172.72,30,,
2365,Mauricio Rua,-1,44,44.3,816.3,Orthodox,185.42,193.04,31,,
2364,Alistair Overeem,-1,35,13.5,385.5,Orthodox,193.04,203.2,33,,
2363,Urijah Faber,2,50.83333333,45.83333333,942.8333333,Orthodox,167.64,170.18,34,,
2362,Matt Brown,5,31.06666667,20.53333333,524.7333333,Orthodox,182.88,190.5,32,,
2361,Uriah Hall,-1,44,31,900,Orthodox,182.88,200.66,29,,
2360,Joe Lauzon,-1,15.07142857,27.07142857,387.8571429,Orthodox,177.8,180.34,29,,
2359,Brad Pickett,1,39,49.4,562.8,Orthodox,167.64,172.72,34,,
2358,Conor McGregor,1,21,12,67,Southpaw,175.26,187.96,25,,
2357,Mike Brown,2,38.8,35.4,762.2,Orthodox,167.64,177.8,37,,
2356,Diego Brandao,2,21,26,574.5,Orthodox,170.18,172.72,26,,
2355,Manvel Gamburyan,1,18.875,23.25,515.5,Orthodox,165.1,170.18,32,,
2354,Cody Donovan,1,19,7,275,Orthodox,190.5,187.96,32,,
2353,Ramsey Nijem,-1,26.2,11.6,509,Orthodox,180.34,190.5,25,,
2352,Jose Aldo,4,58,46,1199.75,Orthodox,170.18,177.8,26,,
2351,Lyoto Machida,2,33.28571429,16.5,702.4285714,Southpaw,185.42,187.96,35,,
2350,Cezar Ferreira,1,42,38,900,Southpaw,185.42,198.12,28,,
2349,Thales Leites,-2,20.375,34,704.375,Orthodox,185.42,198.12,31,,
2348,John Lineker,2,69.66666667,44.66666667,620.3333333,Orthodox,160.02,170.18,23,,
2347,Vinny Magalhaes,-1,20.5,36.5,578,Orthodox,190.5,200.66,29,,
2346,Amanda Nunes,0,,,,Orthodox,172.72,175.26,25,,
2345,Sergio Moraes,1,27,34,845,Orthodox,182.88,182.88,31,,
2344,Ian McCall,-3,52.66666667,74,900,Orthodox,165.1,162.56,29,,
2343,Rani Yahya,2,17.75,15,723.75,Orthodox,167.64,170.18,28,,
2342,Ednaldo Oliveira,-1,0,2,202,Orthodox,195.58,200.66,29,,
2341,Viscardi Andrade,0,,,,Orthodox,180.34,190.5,29,,
2340,Demetrious Johnson,3,69,43.57142857,1157.142857,Orthodox,160.02,167.64,26,,
2339,Rory MacDonald,4,44.33333333,22.83333333,605.6666667,Orthodox,182.88,193.04,24,,
2338,Robbie Lawler,1,21.25,19.875,429.25,Southpaw,180.34,187.96,31,,
2337,Liz Carmouche,-1,4,7,289,Orthodox,167.64,167.64,29,,
2336,Michael Chiesa,2,7,13,308,Southpaw,185.42,190.5,25,,
2335,Danny Castillo,1,34.14285714,16.42857143,736.8571429,Orthodox,175.26,180.34,33,,
2334,Mac Danzig,-1,37.90909091,35.90909091,644,Orthodox,172.72,177.8,33,,
2333,Yves Edwards,-1,27.17647059,20.41176471,607.5294118,Southpaw,175.26,185.42,36,,
2332,Ed Herman,-1,23.46153846,16.84615385,499.6153846,Orthodox,185.42,195.58,32,,
2331,Julie Kedzie,0,,,,Orthodox,165.1,162.56,32,,
2330,Aaron Riley,-1,36,39.875,602.75,Southpaw,172.72,175.26,32,,
2329,John Albert,-3,15.75,14.5,212.75,,172.72,172.72,26,,
2328,Anderson Silva,16,29.6875,15.5,532.8125,Southpaw,187.96,195.58,38,,
2327,Frankie Edgar,-3,59.07142857,40.57142857,1097.785714,Orthodox,167.64,172.72,31,,
2326,Tim Kennedy,0,,,,Orthodox,180.34,187.96,33,,
2325,Mark Munoz,-1,28.7,21.8,550.4,Orthodox,182.88,182.88,35,,
2324,Cub Swanson,4,34.4,29.2,498.4,Orthodox,172.72,177.8,29,,
2323,Chris Leben,-2,26.55,24.15,536.75,Southpaw,180.34,187.96,32,,
2322,Norman Parke,1,42,56,900,,180.34,177.8,26,,
2321,Gabriel Gonzaga,-1,13.53333333,15.86666667,341.8666667,Orthodox,187.96,193.04,34,,
2320,Edson Barboza,1,38,33.66666667,584.8333333,Orthodox,180.34,190.5,27,,
2319,Seth Baczynski,-1,25.66666667,19.5,610.6666667,Orthodox,190.5,187.96,31,,
2318,Mike Pierce,3,34.63636364,29.81818182,786.2727273,Orthodox,172.72,177.8,32,,
2317,Rashad Evans,-2,28.25,30.5625,831.875,Orthodox,182.88,190.5,33,,
2316,Roy Nelson,3,18.11111111,36.77777778,445.1111111,Orthodox,182.88,182.88,36,,
2315,Ryan Jimmo,-1,18,24.5,453.5,Orthodox,185.42,185.42,31,,
2314,Alexis Davis,0,,,,Orthodox,167.64,172.72,28,,
2313,Pat Barry,1,18.5,22.3,396.1,Orthodox,180.34,187.96,33,,
2312,Jake Shields,-1,45.6,36.6,850.6,Orthodox,182.88,182.88,34,,
2311,Sam Stout,1,55.86666667,53.46666667,802.5333333,Orthodox,175.26,177.8,29,,
2310,Sean Pierson,2,52.4,45,752.4,Southpaw,182.88,193.04,37,,
2309,Roland Delorme,-1,26,36.66666667,393.3333333,Orthodox,175.26,180.34,29,,
